GENENAME	NORMAL	ABNORMAL	LOG2FOLD	PVALUE
RPS26	397.679	652.703	0.714823	0.00025
ERBB3	0.358868	12.2367	5.09161	5e-05
PA2G4	87.3378	125.149	0.51897	0.00635
RPL41	5456.32	5103.97	-0.09631	0.5989
ZC3H10	4.29465	3.66249	-0.229718	0.3393
ESYT1	77.806	27.5873	-1.49588	5e-05
MYL6B	96.347	58.9648	-0.708385	0.00025
MYL6	2483.39	439.86	-2.49719	5e-05
OBFC2B	35.8682	25.9464	-0.467173	0.02165
COQ10A	4.73586	5.23132	0.14355	0.56355
SPRYD4	6.0981	4.86923	-0.324668	0.1604
RBMS2	14.6624	6.66035	-1.13845	0.00225
HSD17B6	0.270845	0.98605	1.86419	0.00045
NAB2	12.5784	31.6663	1.33201	0.00765
LRP1	136.83	1.74867	-6.28998	5e-05
NXPH4	8.24901	15.9419	0.950531	5e-05
SHMT2	108.539	110.602	0.0271656	0.88835
GLI1	1.41495	1.41322	-0.00176422	0.99485
MARS	71.9806	73.4036	0.0282422	0.88615
MBD6	14.0126	6.03913	-1.21431	5e-05
KIF5A	0.00829646	2.59971	8.29164	0.2538
PIP4K2C	19.3106	17.4618	-0.145191	0.44955
DTX3	12.865	0.0218132	-9.20404	0.197
ARHGEF25	14.9355	2.40348	-2.63555	5e-05
SLC26A10	1.27554	1.35069	0.0825903	0.89145
OS9	118.406	50.5989	-1.22657	5e-05
LOC100130776	24.2388	10.9012	-1.15283	0.00135
TSPAN31	8.30944	5.77001	-0.526178	0.53855
MARCH9	10.0813	9.34468	-0.109463	0.59565
METTL21B	4.34145	2.65288	-0.710616	0.00285
TSFM	16.9464	19.2423	0.183303	0.40145
XRCC6BP1	3.92796	5.16796	0.395815	0.1409
SLC16A7	3.04691	1.24349	-1.29296	5e-05
USP15	7.97184	5.80798	-0.456877	0.0449
MON2	6.92725	3.64906	-0.924758	5e-05
TMEM5	13.0525	13.8157	0.081973	0.69855
SRGAP1	4.23216	4.7807	0.175828	0.37755
XPOT	61.1654	44.2105	-0.468329	0.0128
TBK1	13.9913	15.0604	0.10623	0.59065
RASSF3	31.7454	64.3325	1.019	5e-05
TBC1D30	0.173277	3.2026	4.2081	5e-05
LEMD3	8.55983	11.8128	0.464691	0.017
MSRB3	72.4998	5.01179	-3.85458	5e-05
HMGA2	47.3734	42.0741	-0.171144	0.3896
HELB	0.279707	1.28394	2.19859	5e-05
CAND1	39.8002	33.4647	-0.250132	0.1705
DYRK2	10.1153	7.8944	-0.357633	0.06685
RAP1B	94.7279	47.532	-0.99489	5e-05
NUP107	17.3217	30.5029	0.816361	5e-05
SLC35E3	6.49469	2.69676	-1.26803	5e-05
MDM2	16.6132	25.0841	0.594447	0.00135
CPSF6	15.177	20.8298	0.456758	0.01445
YEATS4	15.2864	20.4538	0.420114	0.04245
FRS2	7.52595	3.43978	-1.12956	5e-05
CCT2	154.091	221.656	0.524539	0.00425
RAB3IP	2.01932	3.3052	0.710868	0.00075
CNOT2	21.5696	20.3775	-0.0820239	0.66275
KCNMB4	0.293458	2.26771	2.95001	5e-05
THAP2	1.04175	0.555557	-0.907004	0.2923
TMEM19	10.5406	5.75441	-0.873222	5e-05
RAB21	23.2516	19.8307	-0.229599	0.23705
TBC1D15	9.20603	5.7547	-0.677839	0.00085
TRHDE	6.85997	0.125555	-5.77181	5e-05
ATXN7L3B	30.2282	37.8059	0.322719	0.0815
GLIPR1	79.6013	0.218161	-8.51126	0.06425
ZDHHC17	11.9254	7.61169	-0.647751	0.0013
NAV3	3.08562	1.62111	-0.928576	5e-05
SYT1	16.5379	32.8118	0.988437	5e-05
C12orf26	2.74801	2.21902	-0.308464	0.5851
TMTC2	1.21109	4.75424	1.97291	5e-05
ALX1	2.46771	0.0603466	-5.35376	0.04575
C12orf29	6.59496	9.0929	0.463377	0.16935
TMTC3	10.2861	6.92153	-0.571532	0.0033
LOC338758	0.703425	0.162462	-2.11429	5e-05
NUDT4	108.068	20.9113	-2.36958	5e-05
MRPL42	17.9291	25.8133	0.525814	0.00665
SOCS2	1.08896	5.50017	2.33652	5e-05
CRADD	6.22452	5.63234	-0.144229	0.55765
PLXNC1	0.471325	0.311132	-0.599194	0.08215
VEZT	23.5023	9.7068	-1.27573	5e-05
METAP2	41.2821	45.4241	0.137943	0.4512
SNRPF	59.3361	84.2889	0.506433	0.0103
AMDHD1	0.08032	1.72356	4.42349	0.0001
ELK3	51.5118	22.0442	-1.2245	5e-05
NEDD1	15.031	9.68444	-0.634199	0.00125
TMPO	40.5159	72.4976	0.839445	5e-05
SLC25A3	446.506	403.109	-0.147509	0.41785
SNORA53	1.99717	1.19418	-0.741932	0.2419
APAF1	5.52761	5.79488	0.0681245	0.74295
ACTR6	13.0727	16.5876	0.343546	0.0988
SCYL2	20.1084	15.0146	-0.421436	0.03035
GAS2L3	5.27256	6.73618	0.353426	0.12355
UTP20	5.21726	5.29325	0.0208615	0.91425
CHPT1	22.1082	4.28693	-2.36656	5e-05
DRAM1	23.5286	10.8776	-1.11306	5e-05
PARPBP	3.66801	6.72263	0.87403	0.00045
HSP90B1	717.919	427.607	-0.747537	5e-05
TDG	12.278	10.5162	-0.223469	0.2624
HCFC2	4.86387	1.31516	-1.88686	5e-05
TXNRD1	295.756	78.6922	-1.91011	5e-05
CHST11	10.1301	2.63654	-1.94193	5e-05
C12orf45	9.44109	18.683	0.984702	0.0001
KIAA1033	17.2413	8.62727	-0.998896	5e-05
C12orf75	222.103	36.1609	-2.61872	5e-05
TCP11L2	7.77988	3.02193	-1.36428	5e-05
POLR3B	4.8024	4.23748	-0.18055	0.5521
RIC8B	4.0195	4.16887	0.0526399	0.8563
C12orf23	49.7913	20.9449	-1.24929	5e-05
BTBD11	1.33034	2.33977	0.814577	0.00125
PWP1	43.2026	34.6833	-0.316876	0.09675
FICD	4.18267	1.34736	-1.63428	5e-05
ISCU	68.1496	57.2903	-0.250415	0.19575
USP30	6.47571	4.30778	-0.588092	0.0054
UNG	26.4607	59.8562	1.17765	5e-05
ACACB	0.496583	1.33786	1.42982	5e-05
UBE3B	14.7197	8.68784	-0.760682	0.0001
MVK	11.1329	16.069	0.529446	0.0127
C12orf34	0.708188	2.68942	1.92509	5e-05
TCHP	8.31436	6.73484	-0.303962	0.14535
ANKRD13A	33.008	6.60565	-2.32104	5e-05
IFT81	14.5253	6.65192	-1.12672	5e-05
ATP2A2	102.912	73.9818	-0.476175	0.01575
FAM216A	16.0965	7.16166	-1.16838	0.0022
TCTN1	26.9109	9.92645	-1.43884	5e-05
SH2B3	20.476	9.87014	-1.05279	5e-05
ACAD10	5.60341	7.49508	0.41964	0.04235
ALDH2	11.5229	30.735	1.41538	5e-05
MAPKAPK5	13.0122	17.5258	0.429609	0.074
ADAM1	1.2149	1.05136	-0.208588	0.46195
ERP29	102.348	109.035	0.0913037	0.6206
TRAFD1	15.644	18.5034	0.242176	0.22035
PTPN11	54.6206	60.2715	0.14203	0.4368
OAS1	0.390823	0.468647	0.261987	0.5365
OAS3	3.41905	12.3464	1.85243	5e-05
C12orf52	20.6932	11.9444	-0.792819	0.0002
TPCN1	38.4408	8.97727	-2.09829	5e-05
PLBD2	32.4264	22.9812	-0.496713	0.0096
SDSL	4.83507	11.812	1.28864	5e-05
LINC00173	0.638131	3.04461	2.25433	0.00095
RNFT2	1.64465	5.8425	1.82881	5e-05
FBXW8	9.327	4.14046	-1.17162	5e-05
RFC5	13.0237	29.4114	1.17523	5e-05
PEBP1	210.463	188.829	-0.156487	0.38555
SUDS3	13.8036	16.0564	0.218102	0.25175
HSPB8	10.518	2.41858	-2.12063	5e-05
TMEM233	2.11722	0.00744384	-8.15191	0.10915
PRKAB1	10.8415	9.57858	-0.178674	0.3848
CCDC64	0.0511358	5.75446	6.8142	5e-05
LOC100506649	2.62264	4.66862	0.831977	0.7335
SIRT4	0.80252	1.27726	0.670441	0.07745
COX6A1	370.766	377.117	0.0245028	0.8971
GATC	11.4289	11.6726	0.0304398	0.9437
DYNLL1	342.805	191.814	-0.837677	5e-05
RNF10	50.1984	31.5758	-0.668821	0.00045
MLEC	65.5799	66.1714	0.0129541	0.9442
UNC119B	19.5995	20.7945	0.0853807	0.63945
ACADS	2.0062	9.75491	2.28166	5e-05
P2RX7	0.00972733	0.700249	6.16968	0.0367
P2RX4	7.27226	6.83157	-0.0901874	0.6883
RNF34	18.776	23.9744	0.352606	0.07595
ORAI1	13.7939	12.5099	-0.140958	0.5076
TMEM120B	3.42556	4.01586	0.229372	0.46515
SETD1B	5.31815	5.29185	-0.00715079	0.9718
PSMD9	23.9837	16.5045	-0.539197	0.0072
WDR66	0.650213	0.795861	0.291603	0.32705
BCL7A	4.6105	8.50436	0.883279	5e-05
MLXIP	10.3599	13.94	0.428213	0.02665
B3GNT4	0.404908	3.64677	3.17095	5e-05
KNTC1	6.36334	8.86026	0.477565	0.0163
DENR	36.6091	29.3946	-0.31665	0.0938
HIP1R	10.7371	20.1485	0.908071	5e-05
OGFOD2	5.34283	5.14147	-0.0554223	0.81085
ARL6IP4	106.919	58.9669	-0.858539	5e-05
C12orf65	12.2955	13.619	0.147483	0.47765
SETD8	23.8033	20.9409	-0.184833	0.34035
SNRNP35	20.6995	10.717	-0.949691	5e-05
TMED2	165.912	136.327	-0.283348	0.12555
DDX55	6.71058	13.523	1.01091	5e-05
GTF2H3	19.5338	30.0816	0.622914	0.002
TCTN2	14.7523	6.96124	-1.08353	5e-05
ATP6V0A2	4.7753	4.19127	-0.188204	0.3558
FAM101A,ZNF664,ZNF664-FAM101A	48.6371	68.8527	0.501455	0.00705
BRI3BP	5.68903	22.3515	1.97412	5e-05
AACS	13.613	9.39392	-0.535186	0.00935
TMEM132B	0.121825	0.881152	2.85458	5e-05
RAN	482.084	655.576	0.443479	0.0169
SFSWAP	13.6876	15.9909	0.224383	0.25255
MMP17	1.23879	7.0413	2.50691	5e-05
ULK1	17.1007	9.23949	-0.888172	5e-05
PUS1	10.0965	26.7509	1.40573	5e-05
EP400	9.08415	9.25153	0.0263397	0.8888
EP400NL	0.773714	0.728375	-0.0871177	0.81555
NOC4L	14.7569	21.459	0.540194	0.00815
FBRSL1	5.95373	18.6627	1.64829	5e-05
PXMP2	25.3001	19.3136	-0.389525	0.0748
PGAM5	17.2938	42.0031	1.28024	5e-05
ZNF26	2.79695	1.05973	-1.40016	5e-05
ZNF84	5.27504	3.01232	-0.808304	0.0001
ZNF140	2.21495	0.00517821	-8.74061	0.14705
ZNF10	1.11204	0.00243028	-8.83788	0.10915
ZNF268	3.41526	1.9757	-0.78963	0.00025
KDM5A	9.74772	5.01645	-0.958398	5e-05
RAD52	3.85537	5.63536	0.547639	0.01415
FBXL14	4.0335	8.29436	1.0401	5e-05
DCP1B	7.74962	8.47745	0.129505	0.54205
FOXM1	41.4743	36.7508	-0.174442	0.38025
PARP11	0.0081479	0.86129	6.72393	0.24235
C12orf4	7.54025	2.76305	-1.44835	5e-05
AKAP3	0.133726	1.37951	3.36681	5e-05
TNFRSF1A	108.237	31.8094	-1.76667	5e-05
SCNN1A	0.164302	39.7733	7.91931	5e-05
LOC678655	1.97194	0.195485	-3.33449	5e-05
VAMP1	4.66003	2.579	-0.853528	0.01155
MRPL51	193.344	147.178	-0.393605	0.0386
IFFO1	9.77362	0.0564383	-7.43608	0.06205
NOP2	16.9308	38.098	1.17006	5e-05
CHD4	65.6992	82.4164	0.327055	0.07055
LPAR5	0.00745494	2.78577	8.54566	0.227
ING4	20.4541	8.43269	-1.27833	5e-05
ZNF384	15.6573	19.5445	0.319929	0.0945
C12orf53	10.9078	0.0599673	-7.50697	0.0516
MLF2	169.347	194.68	0.201129	0.2727
CDCA3	25.6521	20.7349	-0.307016	0.16325
SPSB2	5.19764	5.45769	0.0704322	0.97965
PHB2	145.924	226.157	0.632105	0.00065
SCARNA12	5.70751	14.9565	1.38984	0.72645
LPCAT3	15.8166	21.7784	0.461453	0.01935
C1R	25.9903	2.15686	-3.59097	5e-05
C1RL	14.2268	8.98393	-0.663189	0.00225
RBP5	0.542862	1.13961	1.06988	0.02115
CD163L1	0.459218	1.59406	1.79545	5e-05
SLC2A3	7.66751	1.50057	-2.35325	5e-05
C3AR1	0.699752	0.0341542	-4.35671	0.02215
FAM86FP	0.640222	0.751791	0.23176	0.5051
LOC389634	0.638643	1.5582	1.2868	0.0183
M6PR	61.6481	52.2918	-0.237472	0.27255
DDX12P	1.07585	3.04683	1.50183	5e-05
KLRC4,KLRC4-KLRK1,KLRK1	0.0213049	16.2278	9.57306	0.24285
KLRAP1	1.06059	0.94024	-0.173772	0.5788
MAGOHB	3.85917	5.91233	0.615435	0.0054
STYK1	0.229466	4.86004	4.40461	5e-05
CSDA	66.0513	176.699	1.41964	5e-05
PRH1,PRR4	3.52138	2.79383	-0.333894	0.67805
LRP6	8.69744	6.15433	-0.49899	0.00815
LOH12CR2	1.22968	0.771045	-0.673399	0.05925
DUSP16	4.67927	3.86357	-0.276346	0.17685
GPR19	0.508696	0.675055	0.4082	0.2838
HEBP1	51.1532	34.4159	-0.571751	0.0041
WBP11	32.8854	41.0385	0.319529	0.09235
ARHGDIB	6.79987	1.26443	-2.42702	5e-05
EPS8	20.6514	22.4135	0.11813	0.5297
RECQL	29.0996	11.2074	-1.37656	5e-05
LDHB	609.236	894.032	0.553326	0.00235
ABCC9	1.21389	1.28904	0.086666	0.71315
KIAA0528	9.31161	10.0506	0.110186	0.5796
BCAT1	43.8492	0.0301293	-10.5072	0.0384
KRAS	14.251	16.97	0.251917	0.1806
LOC100506451	2.58319	0.462115	-2.48283	0.1372
BHLHE41	21.0313	0.655427	-5.00396	5e-05
ITPR2	2.98106	2.03826	-0.548483	0.0058
ASUN	16.6226	14.7633	-0.171137	0.38445
TM7SF3	26.8688	18.3628	-0.549142	0.0036
PTHLH	0.771034	0.121274	-2.66852	0.0001
ERGIC2	40.0559	20.3296	-0.97843	5e-05
TMTC1	2.27203	0.52393	-2.11653	5e-05
IPO8	21.5486	12.7845	-0.753193	5e-05
CAPRIN2	12.4211	4.62673	-1.42473	5e-05
LOC100506660	0.359028	0.535876	0.577803	0.68315
FAM60A	16.9623	86.4666	2.34981	5e-05
DENND5B	4.17767	12.4096	1.57068	5e-05
AMN1	3.96115	8.69025	1.13348	5e-05
H3F3C	0.350922	1.22479	1.80332	0.00425
YARS2	13.0584	14.0985	0.110558	0.59145
PKP2	17.6303	10.1292	-0.799535	5e-05
CPNE8	4.41462	4.64069	0.0720503	0.74
KIF21A	2.8958	9.2034	1.66821	5e-05
SLC2A13	0.239149	1.61157	2.75249	5e-05
GXYLT1	4.31532	3.15236	-0.453036	0.02755
YAF2	3.77403	2.65132	-0.509397	0.0247
ZCRB1	32.4698	23.1745	-0.486562	0.01445
PRICKLE1	1.5933	0.713932	-1.15816	5e-05
PUS7L	4.5879	5.07644	0.145984	0.49465
TWF1	61.9846	55.4757	-0.160054	0.3972
PLEKHA8P1	1.2874	1.04156	-0.305707	0.8624
LOC400027	3.95256	2.10218	-0.910902	0.0008
SCAF11	21.5283	18.438	-0.223547	0.2267
SLC38A1	43.3365	42.8939	-0.0148077	0.9391
SLC38A2	307.252	179.865	-0.772511	5e-05
AMIGO2	91.2692	0.251087	-8.5058	5e-05
RPAP3	11.7129	11.8222	0.0133971	0.9476
RAPGEF3	0.62672	0.168155	-1.89803	5e-05
HDAC7	41.9897	12.4259	-1.75668	5e-05
VDR	7.92238	3.95426	-1.00253	5e-05
SENP1	6.4431	3.95873	-0.702717	0.0008
ASB8	15.0378	6.20289	-1.27758	5e-05
ZNF641	2.1326	4.14476	0.958673	5e-05
KANSL2	8.84862	13.4505	0.604136	0.0032
SNORA2A	6.40356	1.27818	-2.32478	0.51455
CCNT1	9.83291	15.7103	0.676022	0.0007
ADCY6	31.0289	6.59994	-2.23309	0.0271
DDX23	33.1981	36.1986	0.124836	0.51
RND1	0.0853898	1.22877	3.84701	0.0029
FKBP11	15.9131	4.11539	-1.95111	5e-05
ARF3	92.133	73.1141	-0.333568	0.0687
WNT10B	1.35362	3.53121	1.38334	5e-05
DDN	0.208311	4.26798	4.35674	5e-05
PRKAG1	51.879	26.3752	-0.975966	5e-05
MLL2	6.36802	8.92461	0.486944	0.011
RHEBL1	0.982549	1.68551	0.778583	0.03235
LMBR1L	9.07218	8.24215	-0.138429	0.52205
TUBA1B	718.745	510.563	-0.49339	0.01055
TUBA1A	417.192	83.9386	-2.3133	5e-05
C1QL4	0.490237	5.17384	3.39968	5e-05
MCRS1	30.2398	42.3302	0.485239	0.0119
FMNL3	10.0745	1.01664	-3.30883	5e-05
NCKAP5L	15.2556	5.65761	-1.43107	5e-05
BCDIN3D	2.0893	3.12487	0.580773	0.02035
RACGAP1	34.5776	45.776	0.404753	0.0392
CERS5	28.2194	15.2591	-0.887019	5e-05
LIMA1	54.6594	33.5126	-0.705764	0.00025
SLC11A2	18.3889	13.4122	-0.455287	0.0256
CSRNP2	9.15398	9.05412	-0.0158257	0.935
TFCP2	8.42143	15.9339	0.919965	5e-05
POU6F1	1.38761	0.562399	-1.30294	5e-05
SMAGP	24.5032	19.8803	-0.30163	0.60605
GALNT6	0.0265666	5.05925	7.57317	0.0006
KRT80	61.8361	2.71784	-4.50791	5e-05
KRT81	15.4565	0.0699967	-7.78671	0.0007
KRT8	582.5	1135.84	0.846485	0.0013
LOC283335	0.650864	0.862329	0.405884	0.7915
SPRYD3	17.2137	18.4521	0.100221	0.731
CSAD	3.34556	2.001	-0.741525	0.2562
RARG	29.993	23.7877	-0.334411	0.0811
AAAS	25.2566	31.6022	0.323365	0.09745
MAP3K12	15.5776	9.50657	-0.712479	0.333
NPFF	0.503537	0.743432	0.562104	0.34095
ATF7	12.2923	7.16511	-0.77869	0.04855
ATP5G2	269.695	160.888	-0.745276	0.0001
CALCOCO1	30.2594	11.0129	-1.45818	5e-05
SMUG1	14.7424	15.0491	0.0297	0.92
CBX5	33.7066	23.4199	-0.525294	0.00485
NFE2	1.14089	1.1111	-0.0381703	0.9107
ZNF385A	10.2527	26.9217	1.39277	5e-05
ITGA5	434.093	16.8848	-4.68421	5e-05
GTSF1	0.0818362	148.4	10.8245	0.0026
ITGA7	77.229	5.03318	-3.9396	5e-05
CD63	929.157	226.883	-2.03397	5e-05
SARNP	79.7794	72.4224	-0.13958	0.52065
DNAJC14	21.1452	22.9817	0.120155	0.60185
MMP19	4.30145	0.572875	-2.90853	0.0344
WIBG	17.4151	22.3828	0.362054	0.0862
PMEL	0.365422	3.07598	3.07341	5e-05
SMARCC2	34.024	21.3438	-0.672732	0.0002
RNF41	18.9224	10.2785	-0.880464	5e-05
ANKRD52	25.7278	11.7048	-1.13623	5e-05
CS	90.0935	82.2306	-0.131748	0.4678
CNPY2,PAN2	72.5176	65.4569	-0.147786	0.47885
STAT2	29.5222	11.2742	-1.38878	5e-05
TIMELESS	13.3689	24.8392	0.89374	5e-05
BAZ2A	15.2303	19.3957	0.348789	0.13815
ATP5B	439.741	512.147	0.219903	0.23555
PTGES3	205.758	301.46	0.551019	0.0032
NACA	624.494	534.348	-0.224906	0.22115
PRIM1	8.46115	28.7226	1.76326	5e-05
ZBTB39	1.77067	5.77673	1.70596	5e-05
TMEM194A	7.52439	6.95782	-0.11294	0.5772
STAT6	57.3347	23.1054	-1.31118	5e-05
NDUFA4L2	0.747079	0.647525	-0.206324	0.9309
STAC3	0.380112	0.780167	1.03736	0.01265
R3HDM2	19.1375	11.9576	-0.67848	0.0006
DDIT3	10.6579	7.02228	-0.601914	0.58015
DCTN2	131.647	62.486	-1.07507	5e-05
B4GALNT1	6.77164	7.8096	0.205743	0.3578
AGAP2	0.440906	6.73732	3.93363	5e-05
CDK4	94.0868	99.4082	0.0793726	0.6725
CYP27B1	0.43212	6.17906	3.83788	5e-05
METTL1	9.27444	17.8253	0.942598	5e-05
CTDSP2	55.0783	26.7516	-1.04186	5e-05
LOC100506844	16.3674	4.71019	-1.79697	5e-05
LRIG3	6.01108	2.08543	-1.52728	5e-05
C12orf61	1.52753	0.104464	-3.87012	0.0001
PPM1H	2.6688	3.79285	0.507092	0.0172
DPY19L2	1.621	0.00769199	-7.71932	0.2494
C12orf66	1.7151	5.13659	1.58252	5e-05
GNS	95.0231	26.1549	-1.8612	5e-05
RPSAP52	2.79037	0.264299	-3.40022	0.32415
LLPH	30.0377	54.8449	0.868585	5e-05
TMBIM4	25.1054	12.1669	-1.04503	5e-05
GRIP1	1.3009	0.0205642	-5.98323	0.00085
MDM1	3.19667	4.26777	0.416914	0.07455
CPM	1.20438	0.541848	-1.15233	5e-05
PTPRB	3.83582	0.293245	-3.70935	5e-05
PTPRR	0.981631	0.210273	-2.22292	5e-05
ZFC3H1	10.4845	6.80229	-0.624168	0.0016
LOC283392	1.6316	0.0630659	-4.69329	5e-05
CAPS2	1.47186	1.51751	0.0440647	0.8811
KRR1	47.0603	49.8752	0.0838126	0.72525
PHLDA1	64.627	89.0082	0.4618	0.01045
NAP1L1	233.1	130.098	-0.841347	5e-05
BBS10	7.84233	10.5324	0.425484	0.0378
OSBPL8	24.941	44.9418	0.84954	5e-05
CSRP2	28.4714	45.4685	0.675355	0.0012
E2F7	4.73092	4.72332	-0.00231793	0.9911
PAWR	73.0707	16.6319	-2.13534	5e-05
PPP1R12A	28.7008	15.0546	-0.930883	5e-05
LIN7A	0.0606403	1.06377	4.13277	0.01975
PPFIA2	0.861041	0.0117404	-6.19652	0.0358
CCDC59	17.1168	20.1008	0.231836	0.2957
SLC6A15	4.71703	0.00251565	-10.8727	0.24615
CEP290	5.92902	3.49083	-0.764225	0.0037
KITLG	5.46718	284.1	5.69946	5e-05
DUSP6	13.3732	195.311	3.86836	5e-05
GALNT4,POC1B,POC1B-GALNT4	9.61688	10.926	0.184118	0.36505
ATP2B1	15.5257	14.9932	-0.0503535	0.785
DCN	2.70242	0.0249166	-6.761	0.03875
BTG1,LOC256021	22.5746	9.26953	-1.28413	5e-05
EEA1	10.9373	3.17195	-1.78581	5e-05
UBE2N	45.5546	50.8815	0.159544	0.39015
CCDC41	2.69532	5.11696	0.924832	0.00015
TMCC3	4.2223	2.01642	-1.06623	5e-05
NDUFA12	100.564	46.6939	-1.10681	5e-05
NR2C1	8.47019	6.678	-0.342979	0.1569
FGD6	3.30804	1.92968	-0.777617	0.0003
NTN4	28.7544	1.42089	-4.33891	5e-05
LTA4H	77.9378	110.162	0.499231	0.0068
CDK17	14.6877	6.53454	-1.16845	5e-05
LOC100128191	1.4584	1.01455	-0.523544	0.7323
IKBIP	43.4388	17.6152	-1.30216	5e-05
ANKS1B	1.90833	1.95558	0.0352842	0.9583
UHRF1BP1L	9.31795	7.55129	-0.303288	0.1421
GOLGA2P5	0.357407	3.20029	3.16256	5e-05
DEPDC4	0.320599	0.940321	1.55239	0.0035
ARL1	35.1327	21.8155	-0.687457	0.0004
GNPTAB	22.783	17.113	-0.41287	0.02675
CCDC53	32.6526	7.33023	-2.15527	5e-05
NUP37	24.0014	45.7043	0.929215	5e-05
PMCH	2.60801	4.8303	0.889161	0.2009
NT5DC3	6.3923	5.22912	-0.289768	0.14655
C12orf73	3.90037	4.76304	0.288273	0.2511
GLT8D2	12.1027	3.64589	-1.73098	5e-05
NFYB	10.4248	7.94251	-0.39236	0.0544
SLC41A2	3.0515	2.89303	-0.0769343	0.7398
APPL2	36.7766	10.6346	-1.79002	5e-05
NUAK1	6.20818	4.59042	-0.435543	0.031
CKAP4	194.768	34.0802	-2.51475	5e-05
MTERFD3	3.9905	3.54265	-0.171741	0.4943
CRY1	8.57635	6.53342	-0.392524	0.0649
PRDM4	12.2834	13.7695	0.164763	0.39165
CMKLR1	1.69804	0.00623987	-8.08814	0.2475
SART3	17.4646	24.6739	0.498547	0.0089
SELPLG	2.20629	0.171714	-3.68355	5e-05
CORO1C	188.734	37.2095	-2.34261	5e-05
SSH1	33.4695	15.7968	-1.08322	5e-05
ALKBH2	12.8703	26.0641	1.01802	5e-05
KCTD10	38.388	17.555	-1.12877	5e-05
MMAB	7.81559	5.16496	-0.597599	0.00375
MGC14436	0.0540119	2.51481	5.54103	0.0769
GLTP	36.7616	19.4109	-0.921332	5e-05
GIT2	15.3217	8.17044	-0.907089	5e-05
C12orf76	3.10258	2.72679	-0.186264	0.4726
ANAPC7	25.7055	24.4037	-0.0749778	0.6974
ARPC3	307.091	144.223	-1.09037	5e-05
GPN3	13.0877	20.6895	0.660688	0.0254
VPS29	71.7609	45.6628	-0.652179	0.001
PPTC7	6.85637	11.4704	0.742402	0.0003
PPP1CC	79.4609	121.767	0.615803	0.00105
FAM109A	5.96525	5.90665	-0.0142413	0.9472
ATXN2	17.5975	10.2163	-0.784496	5e-05
BRAP	7.07016	7.46223	0.0778639	0.69845
C12orf47	5.53351	7.37696	0.414831	0.24275
TMEM116	2.66153	2.3359	-0.188275	0.5051
NAA25	7.73836	11.2104	0.534732	0.00645
C12orf51	4.42642	3.88285	-0.189026	0.3323
RPL6	1264.69	1274.07	0.0106586	0.9536
DDX54	24.8841	33.3417	0.422104	0.0291
IQCD	2.03625	2.01554	-0.0147439	0.96095
SLC24A6	3.95847	8.80895	1.15403	5e-05
RBM19	9.10941	6.29431	-0.533309	0.00955
TBX3	0.00731432	1.8849	8.00955	0.22995
MED13L	8.37975	20.1504	1.26583	5e-05
C12orf49	15.1162	15.4942	0.0356264	0.85605
TESC	0.0411174	44.995	10.0958	0.1223
FBXO21	14.4349	19.028	0.398565	0.03315
KSR2	0.00283355	1.13217	8.64226	0.0026
WSB2	88.7554	28.2678	-1.65067	5e-05
VSIG10	7.08212	8.18276	0.208406	0.3002
TAOK3	8.89731	4.37972	-1.02253	5e-05
CIT	6.99926	6.96573	-0.00692709	0.97305
RAB35	26.5384	26.2635	-0.015021	0.93745
GCN1L1	30.5133	39.3634	0.367419	0.04465
RPLP0	2279.74	2585.21	0.181412	0.3464
PXN	89.2578	66.2132	-0.430859	0.02
MSI1	0.0568983	10.7934	7.56755	5e-05
TRIAP1	28.0814	34.1494	0.282246	0.16215
SRSF9	175.416	197.355	0.170018	0.4157
LOC100506668	7.87375	3.61915	-1.1214	0.15325
COQ5	23.9531	20.4769	-0.226215	0.2657
POP5	24.894	29.9639	0.267429	0.2238
SPPL3	16.1114	14.3015	-0.171915	0.36715
C12orf43	9.9684	7.49681	-0.411086	0.0582
OASL	0.0507843	1.86105	5.19559	0.1269
CAMKK2	14.4518	16.3266	0.175981	0.36575
ANAPC5	52.6547	45.144	-0.222026	0.2323
KDM2B	7.53056	11.8048	0.64854	0.001
MORN3	0.0655405	0.708148	3.43359	0.04475
RHOF	7.81583	39.3767	2.33287	5e-05
LOC338799	3.55136	1.35434	-1.39078	5e-05
HPD	0.197148	0.946366	2.26312	5e-05
DIABLO	24.6098	21.2634	-0.210861	0.28715
VPS33A	12.3669	11.5859	-0.0941117	0.64205
CLIP1	28.4787	10.875	-1.38886	5e-05
ZCCHC8	5.13683	6.05812	0.237991	0.25745
RSRC2	27.0402	23.5926	-0.196767	0.3025
VPS37B	29.5516	30.6167	0.0510823	0.78395
ABCB9	5.01483	3.41278	-0.555253	0.01425
PITPNM2	5.78444	2.93897	-0.976867	5e-05
MPHOSPH9	6.44176	7.0924	0.138819	0.5053
CDK2AP1	112.858	126.164	0.160788	0.38575
SBNO1	9.64263	8.7662	-0.137475	0.4611
RILPL2	12.6568	10.9003	-0.21555	0.3198
RILPL1	13.7759	4.8712	-1.4998	5e-05
EIF2B1	30.7879	20.6914	-0.573332	0.0027
CCDC92	52.799	8.50457	-2.6342	5e-05
NCOR2	45.3771	19.7025	-1.20359	5e-05
SCARB1	31.4487	51.6733	0.716421	0.0001
UBC	363.567	325.485	-0.159629	0.38485
DHX37	7.96159	17.2879	1.11863	5e-05
