symbol	Uninfected_12.FPKM	SC35M_wt_12.FPKM	uninfected_12_SC35M_wt_12.logfc	uninfected_12_SC35M_wt_12.qvalue
FBXO44	11.9996	10.6438	-0.172975	0.824617
RSG1	16.3954	9.68687	-0.75919	0.0260865
CASP9	14.3442	11.658	-0.299151	0.0919069
NMUR2	0	0	0	1
DCTN4	22.6262	18.3411	-0.302915	0.335618
PDE6A	0.0253223	0.0368878	0.542735	1
ATP8A2	0	0	0	1
MTUS2	7.75449	6.31548	-0.296139	0.347314
ZMYM5	2.80581	2.67927	-0.0665766	0.917235
USPL1	3.1455	2.99073	-0.0727911	0.851218
XPO4	6.49825	6.56228	0.0141453	0.980259
TPTE2	0	0	0	1
POMP	67.0986	86.9189	0.373386	0.00149606
CDK8	9.52514	10.116	0.0868246	0.836804
ALOX5AP	0.0735087	0.0334809	-1.13458	1
HMGB1P5	90.2213	92.8442	0.0413439	0.901199
WASF3	0	0	0	1
RNF17	0	0	0	1
GPR12	0	0	0	1
CHRM3	0.00446229	0.00490297	0.135872	1
MYH8	0	0	0	1
MYH10	5.44237	6.99618	0.362332	0.721735
PEMT	74.3712	63.9225	-0.218421	0.488715
SCO1	29.2808	31.2241	0.0927057	0.698294
MPRIP	228.962	214.489	-0.0942022	0.935889
CHI3L1	0.00622443	0.0202313	1.70058	1
MYBPH	0	0	0	1
PIK3C2B	23.0803	18.2977	-0.335001	0.562474
DSTYK	6.51345	6.08483	-0.0982066	0.627305
CHIT1	0	0.00202606	Inf	1
SLC41A1	14.6036	16.3138	0.159764	0.624585
LGR6	0.00697388	0.010479	0.587464	1
TMCC2	1.55751	1.20119	-0.374772	0.239389
DCLK1	0	0	0	1
CCNA1	0.0833312	0.141997	0.768931	1
COG6	17.7079	18.8186	0.0877667	0.948166
SPG20	61.055	62.3107	0.0293717	0.96958
RXFP2	0	0	0	1
EPSTI1	0.026767	0.0446929	0.73959	1
TRPC4	0.0154971	0.00494261	-1.64866	1
POSTN	0.0313647	0.0224811	-0.480433	1
RFXAP	2.85746	2.71122	-0.0757955	0.898597
TPT1	1039.5	1387.57	0.416669	0.00149606
KIAA1704	7.43373	7.69528	0.049887	0.923741
STOML3	0	0.0126706	Inf	1
KL	0	0	0	1
RFC3	27.8909	27.323	-0.0296771	0.932872
STARD13	1.44942	1.13551	-0.352139	0.497594
IRS4	0	0	0	1
MORC4	7.09555	6.54359	-0.116832	0.639041
BEX2	0	0	0	1
RNF128	0	0	0	1
GNG5P2	0	0	0	1
TBC1D8B	1.97449	1.98914	0.0106596	0.983559
TCEAL4	118.577	128.103	0.111472	0.832254
TEX13A	0	0	0	1
BEX1	0	0	0	1
FAM104A	19.4448	18.1668	-0.0980795	0.924504
SLC39A11	8.6589	8.43102	-0.0384776	0.96034
EPHB2	2.04668	1.54094	-0.409471	0.083155
SRRM1	125.193	95.2465	-0.394418	0.168089
BTBD2	96.6084	104.478	0.112979	0.96183
PRAM1	0.17126	0.143805	-0.252076	1
SUV420H2	15.3603	11.4689	-0.421477	0.132311
ZNF414	27.297	20.6511	-0.402527	0.18647
PDE6B	0.0750387	0.0067102	-3.48321	1
HSPBP1	68.9057	62.4918	-0.140956	0.743117
CSNK1G2	108.034	126.989	0.233215	0.802615
ANKRD32	40.2548	38.9574	-0.0472661	0.945876
CNDP2	47.0485	46.205	-0.0261004	0.965521
MACROD1	166.489	158.488	-0.0710574	0.966915
WDR74	68.7323	67.2315	-0.0318506	0.936687
LGALS12	0.0443702	0.073843	0.734872	1
RTN3	139.808	138.856	-0.00985092	0.977662
RARRES3	1.5193	1.13242	-0.423993	0.540275
HRASLS2	0.995177	1.23672	0.313498	0.736688
MYH11	0.286553	0.166335	-0.784711	1
FOPNL	28.7182	42.887	0.578576	0.0712235
MED10	42.2211	45.8249	0.118167	0.53772
PDZD2	8.6025	8.70205	0.0165986	0.986695
MORC2	14.1203	11.946	-0.241245	0.452518
LARGE	0.00254071	0	-Inf	1
GSTT2B	1.01791	0.780132	-0.38382	0.656628
MYO18B	0.0143357	0.0715427	2.3192	1
SLC2A11	3.73297	4.17919	0.162898	0.949011
C1QTNF6	26.6587	26.0803	-0.0316445	0.957273
GGT2	0.00449535	0.00651201	0.534671	1
FAM83F	1.16324	0.780749	-0.575219	0.083916
SEC14L4	2.48984	2.49944	0.00554972	0.989183
ZDHHC8P1	0	0	0	1
GIMAP6	0	0.0644158	Inf	1
GIMAP4	0	0	0	1
ADCK2	18.0029	20.3678	0.178057	0.769778
MKRN1	82.4428	75.5229	-0.126478	0.801309
AGAP3	73.3331	80.7124	0.138325	0.75085
KRBA1	0.951851	1.05219	0.144583	0.932055
ZNF767	3.99884	3.25857	-0.295341	0.618864
ACTR3B	10.4519	15.3845	0.557707	0.362311
NTS	1.35179	1.33954	-0.0131288	0.986807
BTG1	35.9292	28.8343	-0.317368	0.364586
LRRIQ1	2.96157	3.29133	0.15231	0.907195
C12orf29	20.2947	23.06	0.184287	0.7548
ATP13A3	97.5906	107.896	0.144828	0.832117
SFTPD	0.0237085	0.0877397	1.88782	1
DYDC2	0	0	0	1
TMEM254	17.7859	19.3988	0.125231	0.901222
TMTC1	15.3963	15.8216	0.0393147	0.959189
KRAS	7.30005	8.67602	0.249126	0.123211
IPO8	57.3641	55.5397	-0.046627	0.977565
LARS	92.3621	81.7566	-0.175965	0.783051
SPINK5	2.87328	2.83483	-0.0194349	0.984814
IMPA1	20.6443	17.9816	-0.199225	0.595203
LRRCC1	2.48385	2.71743	0.129661	0.683851
E2F5	9.03474	8.15955	-0.146994	0.768214
CA1	0	0	0	1
CCDC59	87.3864	81.6608	-0.0977656	0.914104
SWAP70	27.7337	26.0636	-0.0896043	0.833954
ARNTL	15.4132	10.0143	-0.622111	0.0697054
LYVE1	0	0	0	1
AMPD3	7.05672	3.62183	-0.962278	0.000538752
MICALCL	0.288844	0.208183	-0.472435	1
SBF2	18.7903	16.5925	-0.17946	0.823741
MICAL2	8.68057	12.4481	0.520062	0.235337
RRAS2	24.6294	25.368	0.0426282	0.9363
HSD17B4	338.319	298.797	-0.179216	0.886203
ZFC3H1	27.6097	24.4683	-0.17426	0.877306
TEX15	0	0	0	1
TMEM66	140.382	136.075	-0.0449545	0.928017
RNF122	1.08738	1.11992	0.0425357	0.957999
DUSP26	0	0	0	1
DPF2	44.2253	37.9373	-0.221253	0.428286
MEN1	69.2192	60.7375	-0.188584	0.868052
C14orf1	14.2836	16.1287	0.175272	0.621439
GSC	0	0	0	1
C14orf159	4.02364	3.5173	-0.194032	0.817531
UNC79	0.00247215	0.0140678	2.50856	1
NUMB	25.3046	22.1038	-0.195106	0.54517
CATSPERB	0.0566629	0.0422664	-0.422892	1
VRTN	0	0.0549421	Inf	1
COX16	113.779	172.506	0.600414	0.145343
TTC9	0.900262	0.835422	-0.107839	0.76986
MED6	30.3458	28.6921	-0.0808433	0.842298
EIF2S1	325.45	356.839	0.132836	0.742518
ADAM20	0.00372698	0.00802406	1.10633	1
LOXL2	39.1169	23.1889	-0.75436	0.0166357
ELP3	52.7655	44.7458	-0.237845	0.320187
PEBP4	0.0581074	0	-Inf	1
ADAMDEC1	0	0	0	1
CTIF	8.69735	6.63337	-0.390834	0.510713
MRO	0.203644	0.546738	1.4248	0.170894
MBD2	440.031	466.196	0.0833311	0.949825
IER3IP1	35.7536	46.9457	0.392903	0.0101569
MRPS36	256.018	309.922	0.275656	0.430464
CCNB1	364.938	275.479	-0.40571	0.0190948
CDK7	53.7261	54.0173	0.00779999	0.986181
CD180	0.180354	0.173078	-0.0594087	1
IRAK2	2.60577	2.45591	-0.0854509	0.788328
CAMK1	6.71504	7.7081	0.19898	0.921028
THUMPD3	68.3514	68.1725	-0.00378017	0.994713
VHL	21.1774	21.7035	0.0354075	0.938499
BHLHE40	15.5275	22.41	0.529321	0.150737
ARL8B	40.5206	52.5136	0.374036	0.499487
EDEM1	11.2331	16.7653	0.577721	0.497427
CNTN6	0	0	0	1
CHL1	0	0.00347511	Inf	1
MEIS2	10.4149	9.09144	-0.196068	0.687037
ATPBD4	21.4217	22.9183	0.0974262	0.838134
KATNBL1	28.206	30.3036	0.103486	0.859255
EMC7	96.9942	101.391	0.0639549	0.875023
TRPM1	0	0.00455566	Inf	1
GNAT2	0.186188	0.128099	-0.539503	1
GSTM1	0.0725144	0.0522334	-0.473296	1
PRPF38B	26.2622	26.3685	0.00583235	0.985374
REG4	0	0	0	1
TSPAN2	0.764533	0.439823	-0.797656	0.540962
TSHB	0	0	0	1
GSTM5	0	0.0195296	Inf	1
GSTM3	107.662	122.648	0.188011	0.285211
SYT6	0	0	0	1
VAV3	22.5043	18.6256	-0.27291	0.347885
CHIA	0	0	0	1
PSRC1	31.8633	25.3592	-0.329385	0.0118335
HMGCS2	0.0408116	0.0180507	-1.17692	1
PTPN22	0.0498896	0.0157468	-1.66368	1
SORT1	27.4359	19.4458	-0.496608	0.11954
WNT2B	0.536024	0.76626	0.515536	0.381224
PTGFRN	19.4443	19.8839	0.0322523	0.974853
LAMTOR5	135.642	171.583	0.339105	0.0121662
ADAM30	0	0.00403744	Inf	1
NOTCH2	19.6118	19.104	-0.0378441	0.913754
TRIM45	3.32132	3.35909	0.0163135	0.979119
CEPT1	30.0254	27.8232	-0.109893	0.832332
CD101	0.0552179	0.199719	1.85476	1
VTCN1	0.00813862	0.0106018	0.38145	1
NGF	0	0	0	1
AP4B1	17.3872	14.941	-0.218757	0.698707
NAPG	8.72799	8.33016	-0.067305	0.900833
SPIRE1	14.7335	18.6517	0.340206	0.636704
PPHLN1	80.7431	79.9341	-0.0145264	0.983786
FKBP11	68.512	70.1537	0.0341612	0.979565
ARF3	220.536	219.369	-0.00765278	0.988792
TMEM106C	382.186	467.932	0.292023	0.362112
SLC38A2	464.18	384.446	-0.271905	0.522282
PLEKHA8P1	14.5121	15.3966	0.0853505	0.975025
YWHAQ	482.32	446.907	-0.110016	0.742054
KIDINS220	8.07413	7.60105	-0.0871078	0.713199
GRHL1	2.80021	2.08311	-0.4268	0.39612
ROCK2	55.7432	53.4748	-0.0599363	0.956761
RSAD2	0.147822	0.131144	-0.172704	1
MYCN	0	0	0	1
LPIN1	34.7046	13.9348	-1.31644	0.000538752
CMPK2	0	0	0	1
IAH1	35.308	45.2226	0.357047	0.315969
LDHA	2074.13	2041.29	-0.0230268	0.96241
SAA2	0.267589	0.702168	1.3918	0.493637
ANO3	0.00448768	0.00357142	-0.329472	1
IL6ST	61.8448	62.8753	0.0238396	0.987839
FST	1.9739	1.83663	-0.103982	0.937264
CFHR4	0	0.0101418	Inf	1
NAV1	0.461937	0.533748	0.208462	0.93279
CDC73	22.7652	22.7293	-0.00228205	0.996008
TIMM17A	89.8475	101.651	0.178074	0.420854
CRB1	0.0367912	0.0928414	1.33541	1
CFHR5	0	0	0	1
ERN2	0.0185468	0.0576568	1.63632	1
RPS15A	1741.56	2282.97	0.390531	0.185142
RAX	0	0.00407994	Inf	1
NARS	119.468	115.823	-0.044702	0.943166
GRP	0	0	0	1
KIAA1468	12.5351	12.7242	0.0216074	0.977754
FBXO18	39.6055	45.3521	0.195471	0.800224
RBM17	82.8207	88.818	0.100861	0.68418
IL2RA	0	0	0	1
ANKRD16	2.08886	1.60964	-0.37598	0.66691
ECHDC3	2.7462	3.01928	0.136765	0.907376
IL15RA	4.73212	4.33272	-0.127213	0.769891
CCNH	47.5786	50.1077	0.0747209	0.918859
HRH4	0.0304895	0.0254337	-0.261569	1
TMEM241	5.84281	6.94748	0.249828	0.733666
KCTD1	10.1777	9.78375	-0.056952	0.946462
CABLES1	6.74923	8.19073	0.279269	0.872514
DOCK2	0.578431	0.102674	-2.49407	0.00808873
EMP1	63.079	56.7115	-0.153517	0.720856
SOX5	0	0	0	1
RERG	0.149746	0.100448	-0.576072	1
SLCO1B1	0.0359069	0.0632291	0.816327	1
KLRD1	0.0584935	0.0885504	0.598222	1
KLRC1	0.292301	0.279595	-0.0641165	1
C12orf39	0.00614983	0.0222942	1.85805	1
PRH2	0	0.029484	Inf	1
LRP4	2.25593	1.74394	-0.371371	0.478768
MYBPC3	0.0289574	0.0284102	-0.027524	1
DDB2	30.0079	28.4008	-0.0794104	0.754302
ACP2	32.451	26.9593	-0.26748	0.27214
USP26	0	0	0	1
FAM127A	34.3156	41.761	0.283291	0.179939
RAB33A	0.0336105	0.0641784	0.933176	1
SOX3	0	0	0	1
RBMX2	17.6578	20.1816	0.192741	0.395695
MST4	17.958	17.5351	-0.0343787	0.943194
FOLH1B	0	0	0	1
PIWIL4	0	0.00344883	Inf	1
MTNR1B	0	0	0	1
PUM1	46.9015	32.4779	-0.530175	0.0763708
SPOCD1	0.902519	0.634132	-0.509175	0.441339
YARS	76.5059	68.4878	-0.159725	0.530215
PHC2	27.63	27.1502	-0.0252735	0.971696
CDCA8	35.0103	29.0443	-0.269525	0.0316329
GNL2	67.3743	72.6432	0.108629	0.86143
EIF2C4	3.15542	3.14949	-0.0027176	0.998443
HOOK1	15.138	14.6605	-0.0462449	0.983786
CYP2J2	0	0.0234111	Inf	1
BTF3L4	40.0128	45.9019	0.198094	0.584286
ZCCHC11	28.5521	31.1095	0.123757	0.879379
PRPF38A	44.1596	46.2148	0.0656261	0.885544
DSC2	0.0556051	0.06352	0.191994	1
DSG3	0.0126852	0.0389729	1.61932	1
RNF138	28.058	28.5853	0.0268606	0.980734
ELP2	72.7184	66.0421	-0.138934	0.806156
DSG1	0	0	0	1
DSC3	0.0135031	0.00473754	-1.51108	1
DSC1	0	0	0	1
DTNA	2.07012	2.87251	0.472593	0.315969
FHOD3	0.13491	0.194694	0.529207	1
TPGS2	131.739	146.687	0.15506	0.660993
DAGLA	1.33496	0.913175	-0.547829	0.877222
SLC43A3	0.532662	0.362676	-0.55454	0.496877
TIMM10	93.424	101.485	0.119404	0.696377
GIF	0	0	0	1
DHX34	11.9766	11.3152	-0.0819557	0.930155
APLNR	0	0.00701056	Inf	1
FADS2	33.5551	32.5227	-0.0450871	0.973059
C11orf10	227.862	273.856	0.265258	0.709792
TCN1	1.0454	1.90669	0.867022	0.695145
GPR77	4.83845	3.57245	-0.437631	0.0128282
TMEM165	38.5269	39.0052	0.0178004	0.969618
CLOCK	8.15529	11.2024	0.458002	0.630934
PDGFRA	0	0.0118151	Inf	1
GGACT	2.66498	3.27451	0.297155	0.847769
COL4A2	5.3836	5.51586	0.035015	0.978551
CLDN10	0	0	0	1
DZIP1	0	0.0058538	Inf	1
UBAC2	62.1113	72.1108	0.21536	0.331731
ARGLU1	69.5733	75.5717	0.119312	0.876777
BIVM	11.9346	11.724	-0.0256885	0.973538
ERCC5	24.2049	20.9038	-0.211537	0.59529
TPP2	47.7985	35.5841	-0.425733	0.601957
KDELC1	12.3606	10.8552	-0.18736	0.409724
CARS2	99.8696	90.6409	-0.139884	0.719019
ARHGAP32	1.23476	1.77946	0.527216	0.540687
STT3A	155.206	128.586	-0.271451	0.715833
ADAMTS8	0.00436785	0	-Inf	1
ACRV1	0.0894721	0.297559	1.73367	1
ETS1	8.47918	8.67166	0.0323824	0.979981
SLC37A2	0.179954	0.138228	-0.380585	1
KLB	0.0322264	0.100889	1.64645	1
TMED7	43.7286	33.4201	-0.387859	0.36255
APC	11.8814	10.4216	-0.189125	0.898848
NREP	2.18864	2.88984	0.400959	0.620018
WDR36	14.2651	14.1967	-0.00693114	0.986305
OSTF1	22.1061	21.2877	-0.0544245	0.855612
RFK	24.1481	24.7707	0.0367271	0.956552
UBQLN1	137.347	110.854	-0.309157	0.468702
NAA35	23.6094	22.3825	-0.0769887	0.801625
C9orf40	15.5604	17.8229	0.195854	0.207275
ANXA1	316.809	294.965	-0.103072	0.697974
CTSL1	108.924	122.786	0.172819	0.303254
TMEM2	11.1815	16.1173	0.527501	0.418133
AGTPBP1	8.29456	7.68536	-0.110052	0.804686
GOLM1	60.447	64.7573	0.0993735	0.741052
FAM189A2	0.101001	0.113696	0.170814	1
PSAT1	58.3518	57.3455	-0.0250961	0.947815
ISCA1	30.7473	36.987	0.26656	0.0864144
ADAM19	0.0207764	0.00824445	-1.33345	1
HAVCR2	0.0161772	0.0540142	1.73938	1
CCNJL	0.731668	0.626105	-0.224784	0.814012
TAOK3	10.9024	10.9485	0.00608554	0.992253
USP30	7.07661	5.818	-0.282537	0.740881
SDS	0.462717	0.0542578	-3.09223	0.0710105
MSI1	0	0.00376174	Inf	1
HNF1A	0.384665	0.486874	0.339949	0.746397
FBXO21	19.5922	17.5165	-0.161565	0.720725
TBX3	40.0818	33.0216	-0.279538	0.446074
OASL	5.00056	3.31504	-0.593066	0.00194575
HRK	0.937517	1.17198	0.32203	0.740259
RNFT2	9.50526	6.99712	-0.441966	0.0588561
P2RX4	6.32269	5.82938	-0.117196	0.892537
CCDC64	17.7258	13.8186	-0.359242	0.283604
DTX1	0	0	0	1
TRAFD1	51.455	45.0079	-0.193132	0.512431
DMTF1	21.9244	27.9355	0.349564	0.882984
OCM2	0	0	0	1
C7orf23	20.9715	20.6285	-0.0237893	0.975334
CCDC146	3.13922	3.51238	0.16204	0.959314
TMEM60	14.4988	14.4267	-0.00718748	0.985026
POM121C	33.2116	25.4263	-0.385367	0.402592
CD36	1.47316	0.876162	-0.749647	0.220252
UGT2A3	0	0	0	1
CSN2	0	0	0	1
UGT2B28	0	0	0	1
PNPLA8	18.9177	19.0583	0.010687	0.987618
HILPDA	11.3814	9.45443	-0.267612	0.500525
FAM71F1	0.0638704	0	-Inf	1
RINT1	21.0083	18.807	-0.159689	0.706434
SRPK2	24.6659	28.866	0.226856	0.769182
KCP	0.117727	0.0986996	-0.254335	1
TES	47.9406	44.4143	-0.110225	0.838671
MDFIC	19.2608	19.3012	0.00302387	0.99594
MTO1	59.5219	65.1821	0.131056	0.948179
BAI3	0.00149182	0.00631932	2.0827	1
ANKRD6	0.0130006	0.0231891	0.834869	1
HTR1B	0	0	0	1
KHDC1	4.3625	3.94882	-0.143734	0.841015
KIAA1009	3.44815	2.80216	-0.299283	0.417976
SYNCRIP	171.412	151.852	-0.174803	0.678503
SNX14	53.4811	42.3025	-0.338288	0.832288
NT5E	4.78476	3.39133	-0.496595	0.0845346
MRAP2	0	0	0	1
EPHA7	0	0.00512997	Inf	1
AKIRIN2	19.9075	17.4508	-0.190024	0.240049
ORC3	30.1013	36.4406	0.275719	0.543927
LCA5	0.287323	0.203481	-0.497783	1
MAP3K7	11.3199	11.9914	0.0831379	0.728384
CGA	178.561	185.048	0.0514819	0.852424
GJA10	0.0296163	0	-Inf	1
PRR5L	2.96544	2.24216	-0.403356	0.564917
LMO2	0.588461	0.462804	-0.346546	0.696262
PHF21A	27.3165	24.2553	-0.171476	0.804606
NAT10	64.5053	53.0957	-0.280823	0.400429
EHF	9.95464	10.4647	0.0720855	0.920239
ELF5	0.0187148	0.0318678	0.767919	1
PRRG4	4.87481	6.35514	0.382578	0.00238261
CAPRIN1	408.529	329.554	-0.309922	0.494461
ATP5G2	428.784	473.034	0.14169	0.375063
DNAJC14	27.9613	28.3685	0.0208594	0.974547
CD63	2010.24	2211.67	0.137771	0.915815
PRPH	0.994793	1.66316	0.74146	0.718873
AVIL	0.547688	1.96813	1.8454	0.0672042
AMHR2	0.157372	0.198157	0.332462	1
LACRT	0	0	0	1
GDF11	6.94835	7.17213	0.0457308	0.968887
GLS2	0.537877	0.363627	-0.564819	0.644501
ITGA7	2.50412	2.56486	0.0345758	0.982769
TESPA1	0	0.00276546	Inf	1
FAM186B	0.128324	0.237807	0.889994	1
RDH5	2.41414	2.39877	-0.00921075	0.995664
AGAP2	1.24256	1.1558	-0.104428	0.966305
BLOC1S1	167.75	212.459	0.340869	0.0586312
KRT85	0.00932572	0.0259538	1.47666	1
CDK4	243.523	289.369	0.248854	0.376402
PPP1R1A	0	0	0	1
TROAP	117.243	135.35	0.207196	0.649418
TSPAN31	15.053	13.5857	-0.147962	0.942094
B4GALNT1	24.0144	23.9574	-0.00342498	0.995537
TFCP2	25.3266	23.5265	-0.106363	0.668944
COQ10A	8.75621	9.19851	0.0710935	0.919973
FAIM2	0.100691	0.0842882	-0.25653	1
PAN2	39.3845	30.7428	-0.357379	0.720725
ESPL1	32.4869	23.1175	-0.490872	0.0782308
KRT121P	0.368318	0.255547	-0.527365	0.911266
KRT7	1607.18	1266.81	-0.343331	0.318238
ZC3H10	3.30284	4.15012	0.329446	0.837325
HNRNPA1	2249.25	2199.13	-0.0325118	0.963148
SLC26A10	7.95012	7.90196	-0.00876461	0.991114
ACVR1B	5.84838	5.40685	-0.11325	0.714549
OS9	129.615	99.8614	-0.376238	0.0549395
MIP	0.427888	0.247555	-0.789485	0.850113
KCNH3	0.11069	0.215498	0.961148	1
LTV1	19.7604	19.4818	-0.020481	0.965919
MAP7	29.8054	25.0286	-0.251994	0.0636502
CD164	119.081	110.876	-0.102998	0.806534
LACE1	3.95891	4.47397	0.176452	0.83358
NHSL1	1.09365	1.20394	0.138617	0.931078
AHI1	11.8904	13.0598	0.13533	0.879197
HEY2	0.281975	0.345743	0.29413	1
PKIB	0.0127119	0.0554533	2.12509	1
TAAR5	0	0	0	1
NMBR	0.0101834	0.0291677	1.51816	1
SMPD2	12.7418	11.3017	-0.173033	0.513363
MICAL1	3.81875	2.92932	-0.382534	0.653122
REPS1	22.1895	14.1373	-0.650373	0.330029
STX11	0.552474	0.576534	0.0614993	0.956616
TEC	1.75112	1.40604	-0.316633	0.677327
PRADC1	22.3611	25.1053	0.166999	0.400429
SEMA4F	3.42199	3.3867	-0.014954	0.983921
CCT7	859.818	694.934	-0.307154	0.224536
EGR4	0.00411074	0	-Inf	1
RAB11FIP5	16.9337	16.6594	-0.0235594	0.982241
SMYD5	27.2401	31.3529	0.20287	0.83171
DYSF	2.18881	1.50446	-0.540902	0.194639
CCDC142	7.51021	7.41516	-0.0183753	0.986181
EMX1	0	0	0	1
KCNMB4	0.140851	0.100852	-0.481928	1
USP15	46.7904	51.1206	0.127693	0.777507
GNS	59.9295	50.7712	-0.239258	0.494301
CPM	56.4797	51.2737	-0.139514	0.889218
MDM2	135.367	136.502	0.012052	0.991881
KLHL36	6.38598	7.29759	0.192513	0.756147
BCMO1	0.0114346	0.0296724	1.37571	1
MPHOSPH6	33.3459	39.6355	0.249283	0.24601
CHST5	0.162595	0.309847	0.930279	1
KIAA0513	2.13359	2.27618	0.0933321	0.937556
DYNC1LI2	133.411	124.644	-0.0980642	0.947289
FBXL8	4.51353	4.10551	-0.136694	0.910856
FHOD1	20.5544	17.1035	-0.265157	0.490907
CCDC102A	3.26029	2.76059	-0.240026	0.507391
SLC9A5	0.848116	0.878317	0.05048	0.982706
AGT	0.25763	1.30082	2.33605	0.000538752
ZNF670	3.2195	3.02921	-0.0878913	0.873459
PCNXL2	10.8965	9.25702	-0.235248	0.854398
KCNK1	30.597	25.4979	-0.263011	0.2931
URB2	7.43629	6.64102	-0.163178	0.375738
EGLN1	24.2337	25.5685	0.077357	0.89458
CAPN9	0.0396206	0.0214659	-0.884207	1
COG2	17.4351	17.5288	0.00773601	0.9909
ABCB10	21.4874	21.1304	-0.0241738	0.973473
NTPCR	25.815	26.8138	0.0547645	0.895234
TAF5L	12.3527	13.4173	0.119277	0.846416
GLUL	12.3402	12.6956	0.0409659	0.950099
STX6	12.9474	14.7107	0.184196	0.576341
RGS8	0	0	0	1
RNASEL	2.08296	1.82948	-0.187205	0.390527
DHX9	196.292	159.518	-0.299283	0.345896
KIAA1614	0.0949385	0.120726	0.346673	1
CEP350	17.4918	15.1553	-0.206849	0.85908
NPL	8.73215	13.8788	0.668472	0.175396
FAM129A	0.0261492	0.014505	-0.850216	1
PIGC	19.9043	19.3444	-0.0411617	0.915444
ACBD6	27.5217	28.3057	0.0405243	0.933777
LAMC1	78.1844	41.4049	-0.917078	0.000538752
RC3H1	10.7529	9.98746	-0.106541	0.96105
GPR55	0.0384159	0.0420417	0.130117	1
SP110	5.99133	5.55019	-0.110339	0.916872
MRPL44	13.8976	14.911	0.101535	0.653686
CHRND	0	0	0	1
PAX3	0	0	0	1
DOCK10	0.00153945	0.0400767	4.70228	1
TTLL4	24.836	22.5928	-0.13657	0.752869
USP37	9.18856	6.15039	-0.57916	0.499934
HTR2B	0.0139219	0.00517071	-1.42892	1
ITM2C	23.0908	21.3508	-0.113027	0.761083
SLC19A3	0.037967	0.0421111	0.149454	1
SERPINE2	2.28775	1.54106	-0.570003	0.190062
DNAJB2	17.612	16.9575	-0.0546312	0.916236
WNT10A	0.415728	0.116085	-1.84046	0.341631
TMBIM1	22.1079	23.1479	0.0663244	0.946973
CYP27A1	0.117184	0.0842249	-0.476457	1
EIF4E2	61.3851	68.0425	0.148546	0.589047
ARMC9	9.80907	8.91021	-0.138656	0.874713
CAB39	14.8662	16.1759	0.12181	0.60592
COX5B	223.209	274.624	0.299061	0.0252472
REV1	12.3526	13.3162	0.108373	0.850344
TSGA10	6.23708	9.7527	0.64493	0.72365
MFSD9	8.75747	10.9442	0.321579	0.772323
TMEM127	17.1638	14.7639	-0.217289	0.505639
EDAR	0.268544	0.15167	-0.824221	1
TGFBRAP1	7.76281	6.98273	-0.152788	0.433549
GCC2	10.3174	11.5588	0.163914	0.783271
MRPS9	27.6357	26.2611	-0.073606	0.788037
GPR45	0.00597676	0.0075443	0.336022	1
C2orf49	12.1881	12.2191	0.00366565	0.992372
ANKRD36	2.12316	2.24205	0.0786065	0.923863
EPC2	6.23331	7.03974	0.175522	0.568623
ARHGEF4	18.9486	13.6069	-0.477751	0.0915485
ISCU	112.009	140.878	0.330825	0.160498
ALDH1L2	0.195421	0.309617	0.663899	1
STAB2	0	0.052665	Inf	1
USP44	0.00228856	0.0165408	2.85352	1
SCYL2	21.4904	22.9199	0.0929114	0.903913
CKAP4	24.375	22.8621	-0.0924477	0.664446
PLXNC1	0.128335	0.135838	0.0819692	1
APPL2	15.4656	14.0039	-0.143236	0.901516
PWP1	61.8458	63.8451	0.0459008	0.919247
DRAM1	26.4458	35.77	0.43571	0.0979267
KIAA1033	21.0038	21.6929	0.0465703	0.973364
SLC41A2	11.106	10.9626	-0.0187493	0.981365
VILL	1.16284	0.700246	-0.731722	0.411189
FLNB	163.353	100.72	-0.69764	0.191633
NEK3	4.46109	4.59803	0.0436195	0.960709
PCDH8	0	0	0	1
VPS36	18.2233	24.0445	0.399923	0.320005
RNASEH2B	41.5861	54.8576	0.39959	0.587087
CKAP2	48.1009	42.1194	-0.191578	0.651067
LECT1	0	0	0	1
TBC1D4	17.628	14.2472	-0.307192	0.673755
THSD1	0.225367	0.318153	0.497446	1
BORA	12.9274	12.1586	-0.0884542	0.930453
LRCH1	4.35359	3.59624	-0.275714	0.622307
SUCLA2	33.8663	30.8462	-0.134755	0.663605
RCBTB1	3.44356	3.12945	-0.137994	0.844057
MED4	32.4776	33.5036	0.0448698	0.937253
PHF11	13.9404	11.4019	-0.290003	0.545998
RPL13AP25	0.242277	0.261997	0.112893	1
COG3	5.60216	12.1732	1.11966	0.379741
LMO7	231.036	179.342	-0.365401	0.160498
SCEL	0	0	0	1
ITM2B	65.5332	69.2684	0.0799719	0.774331
SPRY2	1.45384	1.2609	-0.205419	0.602846
NUDT15	17.8595	22.4155	0.327809	0.124579
EDNRB	0	0	0	1
RCBTB2	2.46829	1.88013	-0.392682	0.480265
LCP1	0.043383	0.0200547	-1.11319	1
SETDB2	2.31015	2.344	0.0209884	0.973462
SCRN1	3.14257	2.83416	-0.149025	0.850115
C7orf25	2.22029	2.07383	-0.0984512	0.978836
TNS3	13.3375	10.5826	-0.333789	0.434578
SPDYE1	0.10474	0.171191	0.708792	1
CHST12	8.82668	8.01099	-0.13989	0.611661
IGF2BP3	37.9768	36.8593	-0.0430895	0.969363
GPNMB	3.31565	3.69923	0.157933	0.886556
RAPGEF5	0	0	0	1
