symbol	uninfected_48.FPKM	SC35M_dNS1_48.FPKM	uninfected_48_SC35M_dNS1_48.logfc	uninfected_48_SC35M_dNS1_48.qvalue
PTX3	0.0162645	0.104701	2.68648	1
HESX1	1.48623	1.17935	-0.333665	0.678503
DCLK3	0	0.00373076	Inf	1
SLMAP	35.6986	45.4216	0.347513	0.411538
RPL9	1813.03	925.625	-0.969904	0.000538752
C4orf34	6.96303	8.17481	0.231471	0.821156
RPP14	16.8091	19.5777	0.219969	0.633993
ABHD6	10.7005	13.4674	0.331799	0.51693
DNASE1L3	0.360893	0.436839	0.275533	0.86745
C3orf67	0	0	0	1
RBM47	25.5045	14.7964	-0.785502	0.302135
APBB2	5.13592	7.41826	0.530459	0.107539
IL17RE	0.953556	2.04007	1.09723	0.083574
IL17RC	11.1754	12.2037	0.126992	0.84353
CRELD1	5.80048	11.3189	0.964493	0.000538752
PRRT3	0.375213	0.250404	-0.583451	0.372911
FANCD2OS	6.10813	3.54127	-0.786464	0.774702
PCOLCE2	25.8602	30.8042	0.252392	0.292987
U2SURP	76.2867	82.0378	0.104857	0.85766
MTMR14	16.4619	19.7047	0.259413	0.255023
TTC14	12.2741	11.911	-0.0433192	0.975237
CXCL3	2.14333	8.99641	2.0695	0.000538752
CXCL5	0	0.0120572	Inf	1
PPBP	0	0.0424655	Inf	1
PF4	0	0	0	1
MTHFD2L	7.88493	7.92554	0.00741219	0.990826
CXCL1	0	0	0	1
RCHY1	17.1393	16.0411	-0.0955323	0.874698
PLSCR2	0.0404779	0.0246868	-0.713397	1
CCDC158	0.00280071	0.00612928	1.12992	1
CPA3	0	0	0	1
GYG1	129.87	110.529	-0.232646	0.912344
HPS3	29.9604	35.3431	0.238373	0.257488
TM4SF18	0.00574316	0.108798	4.24367	1
TOPBP1	61.8829	58.3381	-0.0851026	0.930292
RYK	48.4059	46.518	-0.0573943	0.944198
SNRK	7.46074	11.03	0.564043	0.333789
TCF23	0	0	0	1
DNAJC5G	0.0116169	0.0712646	2.61696	1
UCN	1.82575	1.04787	-0.801026	0.320901
ZNF513	2.52931	4.45354	0.816208	0.0755189
SLC4A1AP	15.0795	20.6639	0.454525	0.129755
PLB1	1.33348	14.0615	3.39848	0.000538752
SPDYA	0.250804	0.177529	-0.498505	1
KIAA1143	14.2732	15.8918	0.154971	0.821505
KIF15	11.7526	9.32536	-0.333744	0.47768
TGM4	0.0645342	0.0331044	-0.96304	1
WDR43	86.1626	76.5866	-0.16997	0.668746
ZDHHC3	46.6286	56.3395	0.272932	0.520671
CDCP1	5.63931	26.0779	2.20923	0.000538752
CLEC3B	0.135051	0.04135	-1.70754	1
SLC6A20	0	0.0018897	Inf	1
LZTFL1	12.9513	8.6527	-0.58187	0.169671
FYCO1	4.88507	6.05579	0.309936	0.0615689
CCR1	0.0599861	0.912857	3.92769	0.00194575
RTP3	0.00766256	0.0183128	1.25695	1
LRRC2	0.0037553	0.00741792	0.982088	1
ELP6	33.9652	30.8806	-0.137357	0.57898
FBXO40	0	0.0033242	Inf	1
DTX3L	11.7046	47.7843	2.02946	0.000538752
ZNF148	27.9362	27.883	-0.00275215	0.998228
NMNAT3	1.59224	0.558213	-1.51217	0.000538752
C1orf212	33.7581	38.2341	0.179628	0.556261
ZMYM6	5.41349	5.79836	0.0990862	0.923965
TPRA1	35.9733	57.3813	0.673652	0.042574
YEATS2	12.869	18.1383	0.495132	0.0951966
GRIK3	0	0	0	1
ZC3H12A	5.55088	15.2731	1.4602	0.000538752
MEAF6	41.5591	40.8973	-0.02316	0.966908
SNIP1	8.68579	10.704	0.301422	0.0283169
DNALI1	0.0679215	0.410944	2.597	0.0866226
POLR2H	145.761	130.423	-0.160408	0.935884
KLF15	0.0632831	0.0273755	-1.20893	1
CCDC37	0.064979	0	-Inf	1
CAMK2N2	14.9705	13.2573	-0.175331	0.967682
LIPH	21.1642	64.5519	1.60883	0.0438182
TMEM41A	15.1944	20.909	0.460583	0.00402791
RPN1	159.526	250.133	0.648902	0.000538752
SENP2	66.1438	89.5212	0.436623	0.109242
HEYL	0.0611782	0.00246475	-4.6335	1
IFT122	21.7873	11.2345	-0.955553	0.120448
RHO	0.00341396	0.0117732	1.78599	1
C3orf65	0	0	0	1
RFC4	158.601	132.722	-0.256997	0.762795
RPL39L	40.7858	33.6985	-0.275382	0.055402
BAP1	55.5049	53.049	-0.0652883	0.917235
TKT	383.486	256.841	-0.5783	0.000538752
PRKCD	13.4553	14.3156	0.0894113	0.901199
RFT1	17.9843	16.6256	-0.113334	0.712833
SFMBT1	11.3702	11.7228	0.0440586	0.954955
GNL3	176.6	159.03	-0.151187	0.815146
PBRM1	17.1121	13.9854	-0.29109	0.689482
UVSSA	1.90099	1.72103	-0.143479	0.812562
FAM208A	41.7593	44.1907	0.0816443	0.878268
ARHGEF3	9.2132	6.73665	-0.45167	0.177453
SLBP	82.193	55.1425	-0.575851	0.00149606
LRPAP1	77.0247	84.1886	0.128303	0.540029
ZDHHC19	0.29088	0.333837	0.198719	1
SLC51A	1.22906	1.31967	0.10262	0.970547
UBXN7	51.6046	53.029	0.0392819	0.976498
RNF168	15.0227	16.8398	0.164728	0.379911
PIGX	22.1032	21.4422	-0.0437973	0.944138
MFI2	4.85322	6.24471	0.363691	0.505025
OTOP1	0	0	0	1
S100P	1245.95	1774.18	0.509904	0.0893972
ABLIM2	5.47624	3.17923	-0.784505	0.469773
EXO5	6.36201	7.66432	0.268674	0.428061
CLDN19	0	0.00614544	Inf	1
C1orf50	8.92873	9.22235	0.0466801	0.944698
ERMAP	2.49815	1.82606	-0.452124	0.0786513
ZNF691	7.62671	5.45023	-0.484743	0.00362295
AIMP1	45.6742	36.6346	-0.318169	0.263621
SGMS2	9.74085	12.4116	0.349566	0.492407
METAP1	33.4511	27.3911	-0.288349	0.314629
DNAJB14	12.5059	15.4222	0.302404	0.445198
H2AFZ	500.348	354.544	-0.496969	0.000538752
EMCN	0	0	0	1
SLC9B1	0.655746	0.648204	-0.0166906	0.99108
SLC9B2	11.378	17.0497	0.583494	0.0343017
BDH2	16.208	23.4725	0.534267	0.0269316
PGRMC2	68.0934	65.653	-0.0526545	0.893047
CDC25A	16.7677	22.3373	0.413764	0.017258
CAMP	0.0377754	0.0454169	0.265784	1
ZNF589	4.5823	3.23373	-0.502874	0.323698
FBXW12	0.0265615	0.0236318	-0.16861	1
PLXNB1	25.4876	23.667	-0.10692	0.933902
CCDC51	20.1527	17.0467	-0.241474	0.521251
ATRIP	10.9049	12.6716	0.21662	0.598026
SHISA5	77.3158	216.818	1.48765	0.000538752
SPRY1	0.775564	1.35045	0.80012	0.123881
BSN	0.144834	0.128388	-0.173899	1
APEH	120.104	118.031	-0.025116	0.965749
INTU	5.84657	2.72122	-1.10334	0.295496
RNF123	33.6822	32.7798	-0.0391783	0.9748
HSPA4L	13.1227	11.4643	-0.194917	0.250517
MFSD8	6.8678	10.8188	0.655622	0.546045
C4orf29	5.06471	3.91916	-0.369936	0.432499
CAMKV	0.00404951	0.157835	5.28453	1
MON1A	7.20782	7.61961	0.0801532	0.955264
MST1R	50.6368	82.5311	0.70475	0.217243
RAD54L2	4.74794	5.30431	0.159864	0.605826
TEX264	54.4266	65.039	0.256994	0.550287
GRM2	0	0	0	1
DUSP7	12.5889	15.2831	0.279789	0.0252472
POC1A	15.4919	14.4582	-0.0996254	0.652531
PPM1M	6.83089	7.37862	0.111279	0.837181
AGXT2L1	6.26987	12.2411	0.965227	0.470972
WDR82	35.175	32.3536	-0.120622	0.508231
PITX2	6.2954	7.12744	0.179086	0.8326
C4orf3	62.1101	65.2217	0.0705231	0.875442
PRSS12	2.38072	3.84226	0.690561	0.627163
NDST3	0.00276468	0	-Inf	1
HMGB2	185.118	117.715	-0.653142	0.000538752
SAP30	31.5734	21.2155	-0.573591	0.0353584
SCRG1	0.00583013	0	-Inf	1
HAND2	0	0	0	1
MAD2L1	41.0063	40.5195	-0.0172289	0.970987
ANXA5	273.235	273.299	0.000336707	0.998889
TMEM155	0	0	0	1
ADAD1	0	0	0	1
MAP9	0	0.0013296	Inf	1
GUCY1A3	0	0	0	1
FBXO8	10.3928	14.9199	0.521657	0.0350968
CEP44	14.8792	10.0078	-0.57217	0.0810824
HPGD	2.6845	1.42976	-0.908883	0.0028049
ASB5	0.033271	0.0344049	0.0483477	1
C4orf45	0	0	0	1
TMEM144	2.40101	1.86792	-0.362206	0.743931
FAM198B	0.00576794	0.00302934	-0.929052	1
NPY1R	0.0249901	0.119118	2.25297	1
NPY5R	0	0	0	1
NAA15	35.1001	39.1422	0.157251	0.821828
IL15	3.13906	10.7691	1.77849	0.23155
FAM160A1	4.42526	3.78813	-0.224274	0.847949
ARFIP1	10.3684	10.6914	0.0442617	0.934364
KIAA0947	19.0244	17.0038	-0.16199	0.525696
HHIP	0	0.000847783	Inf	1
ANAPC10	8.59939	11.8538	0.46305	0.653535
ABCE1	60.2541	40.965	-0.556668	0.308416
OTUD4	12.0109	15.6268	0.379681	0.435941
LSM6	34.0209	29.6958	-0.196162	0.439854
TMEM184C	13.8987	14.1054	0.0212961	0.974205
PRMT10	3.53755	4.06142	0.199234	0.823113
ITGA2	3.7492	66.4702	4.14805	0.000538752
MOCS2	26.4164	28.0278	0.0854238	0.743783
SLC45A2	0	0	0	1
EDIL3	0.00198393	0.00210028	0.0822201	1
TMEM161B	12.1789	12.1191	-0.00710112	0.989499
ELOVL7	2.97224	5.06446	0.768858	0.00844291
NDUFAF2	74.6909	62.5448	-0.256041	0.221079
ZNF474	0.184824	0.0418159	-2.14403	1
LMBRD2	14.7539	17.6856	0.261479	0.884951
RANBP3L	0.0792031	0.34385	2.11815	1
NIPBL	27.4811	24.6838	-0.154872	0.719459
RNF180	0	0	0	1
GPR98	0.0571377	0.270016	2.24053	1
SLC25A46	14.8328	16.6072	0.163016	0.528045
STARD4	11.8578	26.9836	1.18625	0.000538752
PGGT1B	15.8697	14.7203	-0.108468	0.832117
F2RL2	0.0303039	0.0802078	1.40424	1
CCDC112	7.2676	5.00017	-0.539501	0.202766
ANKRD33B	1.22734	1.58324	0.36735	0.271873
CMBL	51.8875	29.6801	-0.80589	0.000538752
C5orf63	0	0	0	1
PRRC1	27.6053	25.3843	-0.121012	0.744053
F2RL1	0.057718	0.491361	3.08969	0.0138143
AGGF1	13.033	11.371	-0.196821	0.517954
WDR41	47.1182	33.9612	-0.472397	0.191349
PRDM9	0	0.0362027	Inf	1
NDUFS4	76.7014	68.8877	-0.155005	0.36178
SCGB3A2	9.95316	14.6318	0.55588	0.00556088
SPINK1	0.0714151	0.106975	0.582975	1
HTR4	0.0135635	0	-Inf	1
ESM1	0.00993925	0.0616049	2.63184	1
GRPEL2	14.1188	10.9006	-0.373203	0.0329459
CDC20B	0.0111289	0.0157469	0.500759	1
ARSK	5.96445	5.91622	-0.0117131	0.984345
RHOBTB3	75.1893	42.0145	-0.839642	0.28299
GPX8	75.3322	61.6974	-0.288058	0.271873
TIGD6	2.81306	2.00048	-0.491793	0.55195
SPZ1	0	0	0	1
SERINC5	3.40946	3.61568	0.0847211	0.922051
ENPP6	0	0	0	1
CAGE1	0.0501061	0.0672734	0.425051	1
CASP3	12.7963	16.2217	0.342202	0.183798
CCDC111	9.4172	7.61725	-0.306028	0.705395
ERAP1	22.5717	37.6452	0.737953	0.321216
ERAP2	1.1622	6.68547	2.52416	0.00556088
CMYA5	0.11371	0.128437	0.175697	1
EGFLAM	0.0351206	0.254325	2.85628	1
KIAA1430	17.6089	9.5871	-0.877138	0.000538752
TMEM174	0	0	0	1
CARTPT	0	0	0	1
RICTOR	6.70489	15.8352	1.23985	0.000538752
PAPD4	19.0331	20.8634	0.13246	0.827802
EBF1	0	0	0	1
ANKRA2	6.2711	7.5072	0.259557	0.806824
UBLCP1	11.9957	13.2186	0.140044	0.453001
FAM170A	0	0	0	1
UTP15	16.0987	15.479	-0.0566311	0.93111
TLR3	3.008	7.13648	1.24641	0.000538752
KLKB1	1.43605E-60	1.28127E-123	-209.446	1
NSA2	108.176	87.2723	-0.30979	0.437177
GFM2	24.4442	26.1243	0.0959041	0.907105
TERT	0.243118	0.220303	-0.142166	1
SLC6A18	0	0	0	1
CCDC127	24.0229	19.009	-0.337728	0.065892
FOXQ1	2.9588	3.56003	0.266877	0.183798
C6orf195	0.0694951	0.122219	0.814487	1
GPR111	0	0.00203501	Inf	1
ACSL6	0.0397753	0.074911	0.913305	1
IL3	0	0	0	1
CSF2	0	0.293127	Inf	1
SEPT8	14.2842	12.8718	-0.150207	0.508919
SHROOM1	12.2015	9.67104	-0.33531	0.876346
GDF9	0.158687	0.131967	-0.266005	1
UQCRQ	555.109	481.106	-0.206418	0.296358
LEAP2	0.874533	1.38832	0.66676	0.522135
GJB7	0.0853984	0.156489	0.873783	1
SLC35A1	13.7362	12.4292	-0.144251	0.525742
GRIK2	0.83036	0.400677	-1.0513	0.13646
MB21D1	9.3183	12.3358	0.404717	0.0217763
FABP7	0	0	0	1
TLX3	4.64643	8.11847	0.805083	0.000538752
TXLNB	0.0137389	0.0020999	-2.70987	1
CITED2	19.7206	40.4548	1.0366	0.000538752
FAM26D	0.432228	0.613528	0.505338	0.810667
T	0	0	0	1
CREBRF	1.1866	1.94798	0.71515	0.0563503
DCBLD1	6.95389	7.35055	0.0800317	0.95592
SFXN1	48.9868	52.5761	0.102014	0.848746
SAMD3	0	0.00600191	Inf	1
TMEM200A	0	0.0062397	Inf	1
IL22RA2	0	0	0	1
DACT2	0	0	0	1
PDSS2	8.75308	6.57022	-0.413849	0.581981
C7orf72	0	0	0	1
STXBP5	4.6217	5.23115	0.178706	0.544285
HIST1H2AA	0	0	0	1
IL31RA	0	0	0	1
ANKRD55	0.0478138	0.140226	1.55225	1
RAET1E	20.0177	38.1524	0.930499	0.000538752
PI16	0.90613	1.71105	0.917091	0.753878
TBX20	1.5603	2.30945	0.565728	0.174757
DAGLB	16.4899	15.0995	-0.12708	0.938159
KIAA0895	7.43652	7.26529	-0.0336063	0.982836
STK17A	28.1279	48.5152	0.786438	0.000538752
TRA2A	34.4123	45.7193	0.409877	0.235211
FAM183B	0	0	0	1
GALNT10	12.8402	24.3956	0.925957	0.327503
SAP30L	56.289	71.4536	0.344154	0.136297
RPS14	2902.38	1542.53	-0.911938	0.000538752
HCN1	0	0	0	1
MYOZ3	0.00812654	0.0031655	-1.36021	1
COG5	17.5261	11.5699	-0.59913	0.263053
NEUROD6	0	0	0	1
C7orf60	1.51074	1.66355	0.13901	0.936438
GPR85	0	0	0	1
SLU7	61.6242	91.0561	0.56326	0.0125
RP9	8.10922	5.91368	-0.455507	0.0229385
PTTG1	119.526	101.632	-0.233962	0.0874224
CAMLG	28.5345	18.7236	-0.607853	0.000538752
FBXL21	0	0	0	1
BMPER	0	0.827786	Inf	0.000538752
RELL2	0.125465	0.43171	1.78277	0.170124
SMAD5-AS1	0.0227557	0.0940584	2.04733	1
KCNK5	2.85622	2.67268	-0.0958177	0.734848
KIF6	0	0	0	1
ZNF12	10.2249	9.74764	-0.0689635	0.954319
SLC29A4	0.0838712	0.237561	1.50205	1
C7orf62	0	0	0	1
STEAP1	0.105107	0.120244	0.194106	1
CDCA7L	79.9296	26.3443	-1.60124	0.000538752
SP8	0	0	0	1
MIOS	11.6151	8.72803	-0.412269	0.315543
KIAA1324L	12.3171	9.17065	-0.425567	0.219249
USP49	2.49893	2.10565	-0.247041	0.851997
INTS4L1	0.0673768	0.0556259	-0.276494	1
SYTL3	0.391457	0.629771	0.685975	0.495042
IQUB	0.0121536	0.0219211	0.850931	1
HEY1	6.83756	4.714	-0.53653	0.00666586
ZNF704	0.0235444	0	-Inf	1
FABP5	22.2782	27.6052	0.309306	0.0361598
SHH	0	0	0	1
TAGAP	0.00284433	0.0171283	2.59022	1
COL1A2	0	0.0125089	Inf	1
FNDC1	0	0	0	1
CHMP4C	9.39225	11.4977	0.291802	0.362387
SLC13A4	0.0860455	0.0714054	-0.269065	1
PGAM2	0.513982	0.247412	-1.0548	0.870458
BRI3	89.5394	106.966	0.256551	0.251661
LMTK2	9.12804	10.5887	0.214147	0.3648
SLC35G3	0.0229009	0.0172164	-0.411624	1
CTSB	125.157	147.092	0.232972	0.534813
SOX17	1.74527	2.27052	0.379574	0.0699235
SEPT7P5	0	0	0	1
DLC1	0	0	0	1
ADCY1	0.00276832	0	-Inf	1
C8orf48	0	0	0	1
SUN3	0.0145202	0.0729208	2.32827	1
C7orf57	0.00481248	0.00575068	0.256952	1
HNF4G	0.400684	0.62074	0.631526	0.838577
PEX2	22.3457	16.0004	-0.481884	0.083574
RAD21	236.441	176.252	-0.423837	0.159849
SLC30A8	0	0	0	1
MED30	7.15978	8.28989	0.211437	0.568184
TNFRSF11B	0.0569867	1.16224	4.35014	0.549971
SBSPON	0.0812181	0.0749783	-0.115328	1
PHKG1	0.671912	0.498072	-0.431918	0.762338
EN2	0	0	0	1
KCNV1	0	0	0	1
CSMD3	1.04974	0.447115	-1.23131	0.000538752
KIAA0146	64.4534	31.848	-1.01706	0.00592986
ORC5	17.1651	12.8655	-0.415973	0.00149606
DEFA5	0	0	0	1
HEATR2	57.851	36.8724	-0.6498	0.669694
DEFA4	0	0	0	1
DEFA6	0	0	0	1
OSGIN2	14.6587	25.608	0.804831	0.000538752
DEFB1	24.2607	31.7406	0.387709	0.0532749
SUN1	85.6011	62.4435	-0.455078	0.128886
OXR1	17.7435	12.0816	-0.554484	0.0280432
TMEM74	0.0180092	0.0131375	-0.455039	1
FAM86FP	0.369084	0.428318	0.21473	0.920208
GPR146	1.01517	1.53052	0.592302	0.79677
GPER	1.95105	1.64294	-0.24797	0.731898
UNCX	0	0.00473875	Inf	1
TMEM184A	18.4621	19.1785	0.0549201	0.938086
NOS3	0.236935	0.629299	1.40926	0.136811
SPAG11B	0	0	0	1
MICALL2	9.0417	11.0318	0.286996	0.572705
CA3	0	0.00570064	Inf	1
INTS1	43.5183	53.5791	0.300047	0.840522
CDK5	16.9507	18.3572	0.114998	0.923514
SLC4A2	120.401	99.2192	-0.279162	0.547172
SLC7A13	0	0	0	1
FASTK	68.3827	53.6728	-0.349441	0.147655
TMUB1	34.1005	37.3761	0.13232	0.586913
C7orf55	43.4291	24.849	-0.805475	0.551266
GBX1	0	0	0	1
PHAX	52.1906	63.098	0.273805	0.11094
ALDH7A1	200.146	139.889	-0.516774	0.000538752
FOXK1	9.51067	7.38939	-0.364092	0.0223696
COX6C	287.454	242.247	-0.246853	0.248552
OSR2	4.90296	3.19823	-0.616382	0.158396
YWHAZ	389.198	484.172	0.315016	0.24111
BAALC	0.0069792	0.00400778	-0.800257	1
FZD6	13.0538	15.1617	0.215967	0.247314
CTHRC1	0.0288941	0.068936	1.25448	1
SLC25A32	20.9647	15.3344	-0.451193	0.0175605
DCAF13	37.4051	27.2433	-0.457333	0.0597447
DCSTAMP	0	0	0	1
TP53INP1	0.0794472	0.0619519	-0.358847	1
INTS8	45.8307	49.213	0.102725	0.922368
KIAA1429	23.782	29.1032	0.291308	0.556808
FREM1	0	0.0321546	Inf	1
GEM	0.180892	0.268781	0.571299	1
PDP1	7.68633	13.1833	0.778342	0.335948
TMEM67	11.9661	11.3573	-0.075321	0.937655
KIAA0196	33.6544	28.0994	-0.260254	0.757277
RPP25L	23.4191	17.5519	-0.416057	0.00321856
FAM219A	2.11749	4.48058	1.08133	0.000538752
C9orf24	0	0.166052	Inf	1
SNAPC3	7.95054	9.8273	0.305743	0.573936
KIAA1161	4.40715	6.38535	0.534921	0.0028049
NUDT2	15.4664	9.64324	-0.681551	0.000538752
TMEM65	7.05784	6.85264	-0.0425664	0.902844
PSIP1	120.537	72.5898	-0.731643	0.350925
CCDC171	1.06654	0.997171	-0.0970261	0.925689
UBAP1	17.3622	23.7529	0.452152	0.000538752
DIRAS2	0	0	0	1
SYK	0	0	0	1
NIPSNAP3B	0.0634243	0.0610102	-0.0559854	1
ABCA1	0.0720454	0.416226	2.53039	0.000538752
NFIL3	6.67291	12.1428	0.863713	0.000538752
LETM2	1.55745	9.53031	2.61334	0.000538752
METTL2B	17.6364	14.5477	-0.27776	0.581981
PRKACG	0	0	0	1
FXN	42.3988	35.3309	-0.263093	0.501185
ZMAT4	0	0	0	1
NKX6-3	0	0	0	1
TMEM71	0.0983069	0	-Inf	1
MAMDC2	0.115871	0.00567472	-4.35182	1
PRSS37	0	0	0	1
CPA6	0	0	0	1
C8orf34	0.00845567	0.0306582	1.85828	1
TMC1	0.0211504	0.13227	2.64473	1
ALDH1A1	0.0416169	0.0368546	-0.175327	1
KDM1B	7.03436	6.89877	-0.0280799	0.97548
HGSNAT	21.2964	24.0234	0.173829	0.732029
RASEF	3.32626	2.9166	-0.189616	0.449757
GKAP1	7.68077	4.42365	-0.796011	0.0998382
KIF27	1.63405	2.32618	0.509507	0.143939
C9orf64	14.5798	11.466	-0.346614	0.0243963
HNRNPK	466.144	405.049	-0.202681	0.417195
C7orf45	0.0100689	0	-Inf	1
RP11-213G2.3	0.67576	0.890879	0.39872	0.414178
SVEP1	0.0195793	0.00616722	-1.66664	1
TRPV6	0.00821543	0	-Inf	1
C7orf34	0	0	0	1
ANKS6	11.5099	7.70689	-0.578661	0.0775697
FBP1	0.334767	0.613028	0.872797	0.453592
TMEM246	6.65857	8.19572	0.299657	0.0232272
ZHX1	36.3895	39.5013	0.118379	0.739647
CXorf22	0.00321889	0.0147932	2.2003	1
CYBB	0.792399	0.501907	-0.658808	0.712902
DYNLT3	18.0231	27.5861	0.614091	0.00556088
WBSCR27	0.971316	1.13909	0.229865	0.797622
MID1IP1	64.3817	46.1874	-0.479151	0.000538752
NCF1C	0	0	0	1
C9orf84	0.535755	1.42224	1.40852	0.000538752
CXorf58	0.112637	0.0494689	-1.18709	1
KIAA1958	3.24059	3.12361	-0.0530383	0.966215
PTCHD1	0	0.000705785	Inf	1
RNF183	0.221066	0.0669565	-1.72318	1
ASB11	0	0.00720346	Inf	1
PCDH19	0.00102478	0	-Inf	1
PIGA	12.3747	22.0321	0.832208	0.00103163
FIGF	0.0103762	0.0359172	1.7914	1
OR1Q1	0	0	0	1
OR1K1	0	0	0	1
STRBP	23.2172	17.2357	-0.429791	0.043562
CLDN3	0.678791	0.404454	-0.746991	0.2386
GAPVD1	39.8637	35.9814	-0.147822	0.861446
C9orf89	8.26665	11.0583	0.419748	0.431256
WNK2	7.06693	6.95839	-0.0223298	0.982689
ATP7A	7.94857	6.70717	-0.24499	0.0595447
ZNF367	16.0081	12.8206	-0.320345	0.0091353
NLGN4Y	0	0	0	1
HDX	0	0	0	1
NDUFB6	38.3392	35.4486	-0.113092	0.802894
AQP7	1.62733	3.2826	1.01233	0.0144557
NOL6	16.8777	16.5952	-0.0243513	0.950843
AQP3	168.479	230.906	0.454736	0.000538752
TRMT10B	3.87439	3.69733	-0.0674856	0.969862
VCP	102.778	140.623	0.452295	0.0474922
PIGO	17.3575	23.8885	0.460756	0.106415
STOML2	61.9304	64.8143	0.0656629	0.927286
BRWD3	10.1316	9.94	-0.0275486	0.962123
SLITRK5	1.81929	2.12264	0.222481	0.28923
MELK	29.4638	31.837	0.111759	0.593147
ARMC3	0	0	0	1
OTUD1	9.33717	32.3657	1.79341	0.000538752
ARHGAP12	5.87396	10.4601	0.832496	0.119908
FAT3	0	0	0	1
CCDC67	0	0	0	1
HECTD2	8.27137	8.05294	-0.0386114	0.957848
SLC7A3	0	0	0	1
FBXO33	8.28224	9.28476	0.164843	0.745928
DDX26B	0	0	0	1
RP11-484I6.6	0	0.133071	Inf	1
GPR101	0	0	0	1
CLDN2	0.0149818	0.0107945	-0.472915	1
LRFN5	0	0	0	1
LRRC18	0	0	0	1
ZNF488	1.86377	0.76232	-1.28975	0.0108391
SPTSSA	44.9876	32.2897	-0.478451	0.000538752
ANXA8	0.179512	0.121058	-0.568382	1
WRN	6.04426	4.34993	-0.474573	0.0316329
MARCH8	12.554	8.95448	-0.487463	0.363041
TSHR	0.00978422	0	-Inf	1
CFL2	101.65	70.2022	-0.534027	0.0147632
SUGT1	31.5554	32.3927	0.0377822	0.928017
GTF2A1	12.7553	9.13283	-0.481958	0.133547
ZCCHC24	3.31995	3.1446	-0.0782858	0.817218
PGM2L1	1.08452	2.71501	1.3239	0.00321856
PHYHIPL	0	0	0	1
SLC16A9	0.00258547	0	-Inf	1
FOLR2	0.263661	0.317071	0.26612	1
INPPL1	331.953	355.773	0.0999776	0.944226
PHOX2A	0.0137707	0	-Inf	1
MBL2	0.00264651	0	-Inf	1
GJB2	0.00443488	0	-Inf	1
CRYL1	2.21743	1.00169	-1.14646	0.000538752
REEP3	7.33546	11.5018	0.648904	0.000538752
HEPACAM	0	0	0	1
SKA3	15.1372	17.4076	0.201621	0.721079
EFHA1	15.7364	14.8944	-0.0793419	0.890299
C11orf82	20.8247	20.9384	0.00786106	0.994466
PCF11	21.4209	20.7348	-0.0469674	0.947869
PKNOX2	0	0.0426238	Inf	1
RPL10L	0	0	0	1
LRR1	27.8781	36.7972	0.400463	0.543989
RPL36AL	231.666	264.141	0.189263	0.178071
DNAAF2	6.82577	6.46633	-0.0780452	0.766839
C10orf10	0.0418707	0.130766	1.64298	1
MAGEC3	0	0	0	1
C10orf25	0	0	0	1
ZNF22	0	0	0	1
KLHDC2	31.6953	30.1504	-0.0720923	0.864701
EML5	2.41609	1.78404	-0.437522	0.34515
NEMF	31.5633	42.4885	0.428824	0.482638
RPUSD4	16.7073	9.60146	-0.799155	0.135238
ARF6	44.3676	62.7755	0.500694	0.000538752
TTC8	17.956	16.28	-0.141368	0.683161
TMEM63C	0.0490542	0.0470724	-0.0594956	1
NGB	0	0	0	1
NOXRED1	0.12989	0.14569	0.165611	1
CDX2	0	0	0	1
FAM123A	0	0	0	1
AKR1E2	0.0631366	0.0182354	-1.79174	1
KBTBD6	7.05798	3.31293	-1.09115	0.000538752
SSX5	0	0	0	1
SSX3	0	0	0	1
OTX2	0	0	0	1
FAAH2	14.6889	12.2697	-0.259618	0.698707
DRGX	0.0355337	0.0308022	-0.206153	1
NUDT5	102.944	87.7426	-0.230515	0.660874
DACT1	0.00446131	0	-Inf	1
OXGR1	0	0	0	1
UCMA	0	0	0	1
BEND7	0.2803	0.333027	0.248667	1
ATP5C1	239.692	221.403	-0.114503	0.897234
PRPF18	6.44808	7.66703	0.249799	0.312332
TAF3	3.37444	3.54521	0.0712198	0.793264
VSTM4	0.00925224	0	-Inf	1
VDAC2	178.579	169.102	-0.0786691	0.760175
SOHLH1	0	0.00841472	Inf	1
COMTD1	33.2304	20.6657	-0.685267	0.000538752
SLC18A2	1.85839	1.32539	-0.487637	0.00480514
PDZD8	30.7606	24.009	-0.357507	0.831904
ZNF503	5.32698	9.7803	0.876562	0.000538752
DACH1	0	0.00218428	Inf	1
FAM175B	13.2079	18.184	0.461261	0.0479654
QSOX2	37.114	39.6615	0.0957783	0.793538
FAM204A	43.5262	34.1286	-0.350903	0.0957808
NSD1	18.2364	18.8224	0.0456352	0.959455
PRDX3	171.012	124.804	-0.454436	0.00441694
ENOX2	5.37152	5.03715	-0.0927253	0.851196
GHITM	122.994	118.599	-0.0525064	0.838142
CLEC1B	0	0	0	1
SNAPC4	6.63893	6.45401	-0.0407535	0.906086
TMEM52B	4.77739	38.5308	3.01172	0.000538752
PMPCA	69.4968	47.4343	-0.551015	0.000538752
SDCCAG3	199.973	143.707	-0.47668	0.107171
FRMD7	0	0	0	1
AK8	0.256563	0.12712	-1.01311	1
C9orf9	10.3078	7.33639	-0.490589	0.0118335
TSC1	9.40612	9.89943	0.073746	0.912427
GFI1B	0.00839285	0.0145106	0.789874	1
HPRT1	112.784	93.8867	-0.264566	0.196696
LOH12CR1	6.15633	7.1002	0.205788	0.6698
FAM69B	0.908231	0.478666	-0.924039	0.438438
