symbol	uninfected_12.FPKM	SC35M_dNS1_12.FPKM	uninfected_12_SC35M_dNS1_12.logfc	uninfected_12_SC35M_dNS1_12.qvalue
ITGB8	4.62169	4.99206	0.111215	0.618373
HBP1	35.1103	39.0978	0.155194	0.865286
DUS4L	8.59949	7.30599	-0.235172	0.777346
SP4	1.43827	1.73464	0.270309	0.861208
WDR91	4.98019	4.93584	-0.0129072	0.989055
DNAH11	0.345022	0.358273	0.0543714	0.988641
CBLL1	17.4492	19.2264	0.139925	0.852496
DLX5	0	0	0	1
MTPN	79.0425	81.9798	0.0526391	0.939277
STEAP1B	0.0291484	0.00532513	-2.45253	1
PTN	0	0	0	1
MPP6	27.1671	27.7612	0.0312123	0.975101
DFNA5	18.3804	16.0243	-0.197908	0.595682
ATP6V0A4	0.423863	0.370125	-0.195586	0.949851
ZC3HAV1	13.9332	16.2568	0.222513	0.262924
TTC26	7.06602	6.78245	-0.0590912	0.942847
OGDH	91.6092	77.3815	-0.243503	0.401561
NPVF	0	0	0	1
ADAP1	5.34479	4.65741	-0.198604	0.837828
TFEC	0.229704	12.1365	5.72344	0.000538752
H2AFV	261.097	259.807	-0.00714566	0.986536
CAV2	27.658	23.0711	-0.261608	0.589767
CAV1	40.5889	30.7273	-0.401565	0.122063
MET	35.2906	35.4831	0.00784886	0.989027
RNF32	1.6345	0.958616	-0.769829	0.445453
LMBR1	31.5066	33.1902	0.0751	0.897084
NHP2P1	0	0	0	1
WNT2	0.131483	0.0808764	-0.701088	1
HOXA1	0.241115	0.196534	-0.294947	1
DNAJB6	68.6501	77.0472	0.166481	0.487011
HOXA2	0.180894	0.224089	0.30893	1
HOXA3	0.459978	0.291142	-0.659843	0.682981
LFNG	7.80807	5.7547	-0.440227	0.0153955
HOXA5	3.15739	5.50155	0.801106	0.695961
HOXA6	0.959749	0.928607	-0.0475892	0.979556
BRAT1	23.3257	20.6961	-0.172557	0.419873
IQCE	11.5217	11.6479	0.0157117	0.985499
ANKRD7	0	0	0	1
VIPR2	5.11917	5.8997	0.204731	0.617329
TSPAN12	6.46861	7.14824	0.144133	0.850113
SSBP1	276.524	283.007	0.0334329	0.917013
HOXA13	1.42778	1.04062	-0.456329	0.179617
CPED1	0.218606	0.171345	-0.351427	1
EVX1	0.00637953	0.00539124	-0.242832	1
HIBADH	26.6216	23.1712	-0.200263	0.435769
TAX1BP1	41.4818	40.4599	-0.0359847	0.919673
CPVL	26.5988	24.6573	-0.109349	0.75935
CHN2	3.9924	3.27945	-0.283806	0.833676
GRB10	21.8271	19.926	-0.13147	0.678654
ABHD11	13.278	11.6783	-0.185211	0.632252
COBL	17.3405	14.2197	-0.286254	0.403106
FKBP14	4.4629	5.41352	0.278584	0.572186
PLEKHA8	4.53805	4.70501	0.0521262	0.95711
STX1A	8.47154	9.50873	0.166628	0.927817
NOD1	3.61286	3.41405	-0.081657	0.921769
GARS	133.848	144.631	0.11178	0.875442
CRHR2	0.0172909	0.0253718	0.553211	1
EPHB6	0.00425805	0.0118295	1.47413	1
FAM188B	0	0	0	1
GHRHR	0	0	0	1
NSUN5P2	7.39666	6.25556	-0.241736	0.725267
CASP2	19.3433	20.0428	0.0512485	0.922641
CHCHD2	266.587	283.925	0.0909003	0.632027
CCL24	0.195463	0.283838	0.538174	1
HSPB1	346.265	360.652	0.0587292	0.844415
NPTX2	0	0	0	1
PDAP1	253.75	269.64	0.0876253	0.915088
BUD31	113.944	122.231	0.101278	0.958313
PTCD1	15.9803	14.2613	-0.164183	0.900467
CYP3A5	0.376909	0.172913	-1.12417	0.120448
ZKSCAN1	7.04068	6.71748	-0.0677951	0.945147
EIF3B	234.976	241.796	0.0412765	0.947883
SNX8	38.1387	39.9333	0.066337	0.97171
NUDT1	39.2507	37.2987	-0.0735913	0.819273
PTPRZ1	0	0	0	1
TAF6	43.5876	43.519	-0.00227252	0.997536
WASL	11.7869	12.6092	0.0972971	0.628924
HYAL4	0.220481	0.067032	-1.71773	1
SPAM1	0	0	0	1
AIMP2	31.042	28.6481	-0.115782	0.884788
TFR2	17.4412	17.5486	0.00885774	0.984006
FSCN3	0.00641353	0.0875578	3.77105	1
MOSPD3	7.58243	7.17603	-0.079474	0.858672
PAX4	0	0	0	1
PCOLCE	9.60015	9.96021	0.0531195	0.973538
FBXO24	0.140057	0.182451	0.38149	1
PPP1R17	0	0	0	1
RBM28	34.7456	33.6229	-0.0473861	0.940574
USP42	3.57396	4.24128	0.246976	0.166368
IMPDH1	55.8578	56.5207	0.0170219	0.966796
AGFG2	24.297	17.1936	-0.498907	0.000538752
LSM5	141.121	145.347	0.0425643	0.909399
SERPINE1	10.381	20.0055	0.94645	0.000538752
AP1S1	113.655	110.815	-0.0365137	0.936414
MOGAT3	0.0409254	0.038389	-0.092306	1
C1GALT1	12.564	12.2173	-0.0403755	0.952333
PLOD3	84.1287	88.6041	0.0747755	0.903747
RPA3	168.977	178.485	0.0789796	0.905082
ZNHIT1	71.6243	76.6206	0.0972837	0.887691
CLDN15	4.32386	4.10115	-0.0762902	0.887691
NOBOX	0	0	0	1
GLCCI1	26.533	24.9984	-0.0859523	0.933089
MYL10	0	0	0	1
PHF14	31.8753	33.0035	0.0501824	0.960646
NRF1	7.38738	7.57867	0.0368816	0.960311
TMEM106B	15.6407	15.5072	-0.0123634	0.982413
EZH2	35.1935	38.1983	0.118198	0.521189
CEP41	5.74583	5.29205	-0.11869	0.90822
ZNF862	1.3325	1.05437	-0.337747	0.820269
SFRP4	0.00670133	0.0803481	3.58374	1
MEST	60.423	55.9341	-0.111369	0.897771
MEOX2	0	0	0	1
ANKMY2	10.7682	10.2596	-0.0697972	0.808353
ACTR3C	3.45057	2.85935	-0.271151	0.892054
POU6F2	0	0.0123653	Inf	1
TSPAN13	7.60904	7.12077	-0.095681	0.875467
RARRES2	2.29359	1.07808	-1.08915	0.000538752
AC004837.3	0	8.62003E-09	Inf	1
AGR2	10.5045	6.38888	-0.717369	0.000538752
AHR	14.6679	15.5019	0.0797779	0.948296
CHCHD3	72.011	70.5389	-0.029797	0.943508
GIMAP2	0.452028	0.342192	-0.401609	0.702271
TMEM176B	0	0	0	1
GLI3	0.527833	0.876746	0.732076	0.518219
PSMA2	207.45	218.103	0.0722464	0.846854
MRPL32	41.961	44.1829	0.0744402	0.925865
COA1	52.4706	48.7676	-0.105587	0.825932
BLVRA	97.2469	93.7315	-0.0531179	0.938018
URGCP	28.5083	24.0023	-0.248211	0.683161
TMEM248	47.3877	47.1297	-0.00787885	0.985123
STAG3L4	6.28019	6.12099	-0.037044	0.964531
RHEB	123.179	132.894	0.109518	0.591016
PRKAG2	2.97619	1.64218	-0.857857	0.0645446
AEBP1	0.0608457	0.0806798	0.407052	1
POLD2	476.691	522.572	0.132574	0.919283
MYL7	0.248353	0.311673	0.327641	1
GCK	0.222328	0.269468	0.277421	1
BCL7B	39.9349	43.2718	0.115777	0.801983
YKT6	53.0962	53.8007	0.0190151	0.968885
TBL2	29.4686	30.7035	0.0592236	0.934065
GALNTL5	0.0558577	0	-Inf	1
CLIP2	2.61773	1.42406	-0.878304	0.0864144
EIF4H	219.96	231.978	0.0767439	0.846854
LIMK1	11.8614	11.3626	-0.0619785	0.911266
SPATA6L	1.93095	1.88698	-0.0332331	0.984874
SLC1A1	1.5954	1.64503	0.044192	0.969501
LHX2	6.24176	7.33046	0.231952	0.639587
FKTN	18.4151	14.9593	-0.299844	0.714231
FSD1L	2.36552	2.91568	0.301675	0.782694
CNTNAP3	0	0	0	1
SPIN1	35.8828	38.0198	0.0834607	0.893746
NMRK1	5.55431	6.27295	0.175535	0.764437
TMEM245	24.3696	24.3665	-0.000181663	0.999547
PRUNE2	0	0	0	1
MEGF9	4.03283	4.23821	0.0716609	0.77709
TRIM14	33.1737	32.8859	-0.0125688	0.982875
CORO2A	2.70687	2.65427	-0.0283079	0.944198
TGFBR1	15.0285	14.2426	-0.0774879	0.910975
SEC61B	194.102	198.414	0.0317036	0.927333
C5	0.618671	0.667668	0.109957	0.963197
OGN	0.0585096	0.0393618	-0.571878	1
ASPN	0	0.0346629	Inf	1
ECM2	0.414506	0.244262	-0.762967	0.791736
TLE4	1.52633	1.17317	-0.379658	0.608719
LHX6	0.678266	0.732898	0.111761	0.916719
PTGR1	126.449	140.405	0.151043	0.562371
SUSD1	5.3069	5.22208	-0.0232457	0.972212
AMBP	0.561692	0.477404	-0.23457	0.94167
AKNA	6.17134	8.10753	0.393677	0.709121
TNFSF8	0.0159099	0.0313038	0.976412	1
DNM1	0.491223	0.504121	0.037394	0.98794
ENG	30.1706	26.1215	-0.207904	0.206406
AK1	207.543	193.989	-0.097438	0.750336
CDC37L1	4.77158	6.30921	0.402993	0.0348316
RLN2	0	0	0	1
RLN1	0	0	0	1
PLGRKT	9.35005	9.75491	0.0611541	0.953146
TBC1D13	25.1707	21.7524	-0.210574	0.544692
KIAA1432	4.49243	4.82957	0.104396	0.901564
KDM4C	5.1134	4.82342	-0.0842271	0.890043
DOCK8	0.440176	0.315165	-0.481975	0.809698
KANK1	2.62676	2.25892	-0.217654	0.477608
ELAVL2	0	0	0	1
NCS1	43.7046	101.407	1.2143	0.414987
TESK1	7.20179	7.28997	0.0175584	0.980185
KCNT1	0.0116258	0.0100414	-0.211364	1
CA9	77.8262	74.7417	-0.058343	0.959314
FUBP3	146.197	140.209	-0.0603328	0.970905
TYRP1	0.0223563	0	-Inf	1
CREB3	18.0831	17.1388	-0.077373	0.942382
RGP1	10.9179	9.50732	-0.199585	0.827886
MPDZ	2.80581	2.41097	-0.218804	0.892551
LHX3	0.00982623	0.0497845	2.34099	1
DDX58	1.13918	1.83487	0.687683	0.000538752
EDF1	438.905	404.427	-0.118027	0.496339
PIP5K1B	0	0	0	1
GLIS3	3.86679	1.0989	-1.81508	0.00402791
BAG1	120.882	125.09	0.0493713	0.887172
RAPGEF1	23.9659	25.3561	0.0813528	0.911471
NPDC1	164.632	154.332	-0.0932052	0.880592
APBA1	0	0	0	1
SETX	10.2897	10.7288	0.0602857	0.850601
SH3GL2	6.27062	4.05954	-0.627293	0.380244
PTGDS	9.76321	6.765	-0.529265	0.850029
ABCA2	48.9923	52.3582	0.0958599	0.940507
SHB	3.26578	4.03062	0.303574	0.727757
UBE2R2	14.5268	14.8217	0.0289945	0.934779
FAM108B1	11.2822	10.7376	-0.0713767	0.843347
EXOSC3	70.4883	74.2434	0.0748774	0.938532
ZFAND5	58.5978	60.6603	0.0499044	0.931611
DVL1	32.5812	31.6386	-0.0423564	0.899
PDLIM1	33.0666	38.3102	0.212354	0.438519
CCNJ	3.08	3.11571	0.0166318	0.980289
DNTT	0	0	0	1
GATA3	0.106611	0.0534687	-0.995592	1
ATRNL1	0.0100559	0.00628129	-0.678912	1
HPS1	17.6964	16.6036	-0.0919645	0.799642
PHYH	10.8819	10.3068	-0.0783292	0.807352
RASSF4	0.305	0.226643	-0.428391	1
DNMBP	3.77858	3.77862	1.62159E-05	0.999958
RAB11FIP2	5.33102	6.23434	0.225826	0.832819
CXCL12	0	0	0	1
ERLIN1	22.1023	24.6069	0.154866	0.661419
EIF3A	142.947	151.545	0.084267	0.868376
PKD2L1	0.171708	0.253257	0.560649	1
CUBN	0.00312337	0.00130981	-1.25374	1
TRDMT1	4.95045	5.69112	0.201151	0.928573
RBP3	0.00214237	0.00162756	-0.396499	1
GDF10	0	0	0	1
DDX50	23.5297	23.4204	-0.00672074	0.989053
MAPK8	17.029	17.7288	0.058101	0.939
SEC23IP	33.5991	34.4093	0.0343731	0.974171
ATE1	23.1375	26.0274	0.169798	0.908402
NSMCE4A	37.0931	36.2327	-0.033858	0.950545
PLEKHA1	17.0534	16.367	-0.0592675	0.921973
PALD1	0.00407172	0.00209938	-0.955675	1
UNC5B	4.33416	3.02373	-0.519425	0.000538752
CDH23	0.0115646	0.0209174	0.854993	1
C10orf54	8.70145	5.38648	-0.691914	0.00238261
SPOCK2	0.490256	1.19919	1.29045	0.4414
MICU1	27.6051	26.3651	-0.0663035	0.7873
PPP3CB	14.5101	11.0344	-0.395048	0.269749
FAM190B	6.77327	5.58546	-0.278175	0.50319
BMPR1A	29.279	26.104	-0.165597	0.818447
MINPP1	13.9315	15.0447	0.110904	0.731205
ACTA2	1.72278	1.12719	-0.611999	0.603243
LIPA	30.6906	29.2986	-0.066967	0.933557
TLX1	0.00729198	0.00486759	-0.583103	1
C10orf2	40.5181	29.7348	-0.446414	0.696511
LZTS2	14.0599	12.7123	-0.145359	0.643785
SFXN3	33.8738	30.4198	-0.155157	0.645185
KAZALD1	20.6953	12.1002	-0.774272	0.0450161
FBXW4	9.93378	11.2433	0.178653	0.801181
FGF8	0	0.0499704	Inf	1
NPM3	122.509	111.538	-0.135358	0.670454
TNKS2	11.5137	12.1994	0.0834544	0.689813
PITX3	0.704475	0.545478	-0.369029	0.96241
GBF1	17.5682	15.5537	-0.175711	0.251405
ARHGAP21	13.1214	11.826	-0.149958	0.893085
CPEB3	0.997988	1.05251	0.0767433	0.851391
FBXL15	10.597	8.4135	-0.332879	0.155143
CUEDC2	43.4336	42.4606	-0.0326857	0.931689
SUFU	4.18627	3.95963	-0.0802985	0.804995
ANKRD26	2.49443	2.39387	-0.0593642	0.935884
ACBD5	15.9014	15.2924	-0.0563397	0.891108
LHPP	12.8014	18.6536	0.543155	0.763903
LARP4B	26.506	26.8263	0.0173278	0.979339
GTPBP4	47.8348	52.5863	0.136624	0.753482
C10orf137	15.3491	19.1411	0.318523	0.094826
BCCIP	93.2319	99.0419	0.0872155	0.783977
MTPAP	10.7763	10.9212	0.019269	0.971518
NEURL	4.91506	4.81368	-0.0300674	0.973556
SH3PXD2A	15.9605	14.5734	-0.131163	0.604882
PITRM1	22.4777	25.0371	0.155568	0.632566
OBFC1	5.46029	6.72354	0.300242	0.136811
MAP3K8	8.76752	10.4673	0.255654	0.306938
DKK1	34.4665	23.9727	-0.523798	0.0175605
EBF3	0.00472341	0.00458059	-0.0442959	1
GLRX3	382.723	396.865	0.0523486	0.973117
SORCS1	0.0600228	0.0710277	0.24287	1
FAM208B	26.0194	28.4733	0.130021	0.902362
XPNPEP1	108.904	105.711	-0.0429292	0.941753
SMC3	40.264	43.577	0.114077	0.510098
SHOC2	14.5544	14.9534	0.0390121	0.956299
TFAM	68.6312	77.3016	0.171634	0.450631
CCDC6	15.6976	17.1903	0.131049	0.426679
CUL2	25.9033	27.762	0.0999782	0.866747
CCNY	31.1512	31.4437	0.0134818	0.983852
UBE2S	183.281	180.67	-0.0207039	0.980134
RPL28	1048.74	1013.91	-0.0487168	0.922513
ZMIZ1	9.12086	10.1812	0.158664	0.690941
DNAJC12	19.4005	29.4975	0.6045	0.000538752
PPIF	91.2039	91.63	0.00672461	0.987568
PBLD	2.81882	3.35825	0.252618	0.915757
TSPAN14	13.3904	12.1182	-0.144026	0.686725
LGI1	0	0	0	1
TBC1D12	2.86854	2.48252	-0.208511	0.886417
CYP2C18	0.00412103	0.0069958	0.763485	1
KRT23	0.310903	0.263345	-0.23951	1
CRYBA1	0	0.0704235	Inf	1
NUFIP2	24.2722	29.1947	0.266402	0.738431
GIT1	49.4162	50.4623	0.0302209	0.979565
TADA2A	17.0113	13.0805	-0.379078	0.137852
AATF	70.7901	74.9808	0.0829756	0.877514
DHRS11	16.03	15.7186	-0.0282974	0.953834
ZNHIT3	41.0783	41.7159	0.0222184	0.977171
MLLT6	44.6654	50.795	0.185531	0.863526
PSMB3	561.596	564.217	0.00671861	0.988617
CWC25	12.2079	13.3562	0.129701	0.648665
RPL19	1893.51	1856.02	-0.0288537	0.945009
FBXL20	6.58823	6.35303	-0.052447	0.96358
RUNDC3A	0.04307	0.124044	1.5261	1
UBTF	49.6163	49.2505	-0.0106752	0.983545
CSF3	0.0264121	0	-Inf	1
PSMD3	130.807	122.761	-0.0915912	0.833676
CASC3	38.0819	39.6957	0.0598777	0.911483
RAPGEFL1	7.81973	5.7467	-0.444386	0.0773682
RGS9	0.00792339	0.0277311	1.80732	1
RNF43	0.0210106	0.0183201	-0.197691	1
WNT3	3.40258	3.42094	0.00776302	0.983277
ASPA	0	0	0	1
RAD51C	35.3021	36.1168	0.0329178	0.953378
SEPT4	1.1846	0.754615	-0.650593	0.383258
MTMR4	25.4922	26.3708	0.0488812	0.966457
TRIM37	13.4361	14.1784	0.0775745	0.920185
P2RX1	0.144815	0.160004	0.143894	1
DHX40	18.3011	19.0169	0.0553571	0.919501
KRT37	0	0.0110127	Inf	1
TUBD1	19.565	19.7757	0.0154534	0.979782
KPNB1	462.729	481.571	0.0575816	0.934594
GOSR2	32.4618	32.1849	-0.0123611	0.979269
PNPO	41.5889	33.7089	-0.303068	0.490074
FAM18B4P	0	0	0	1
RPS6KB1	28.2263	23.0902	-0.28976	0.706288
TRIM16L	58.1716	47.5463	-0.290981	0.23924
ZNF29P	7.42219	0	-Inf	1
CDK5RAP3	72.5433	63.1557	-0.199928	0.592785
CBX1	64.4753	65.739	0.0280011	0.957591
RECQL5	26.3075	22.8604	-0.202625	0.770833
PIGL	16.4324	14.4893	-0.181557	0.928627
GALK1	29.1131	26.2798	-0.147714	0.893011
INTS2	8.40641	9.03535	0.104091	0.934785
CAMTA2	21.1922	14.725	-0.525266	0.704207
MED13	26.3255	22.4888	-0.227256	0.937556
HOXB6	7.2765	7.60688	0.0640603	0.968531
ENO3	80.1811	58.0776	-0.46528	0.605858
AC003958.6	0	0	0	1
PFN1	699.512	656.463	-0.0916355	0.729752
RNF167	289.347	279.824	-0.048282	0.960839
SLC25A11	48.1914	41.7493	-0.207025	0.652531
RASD1	0.0302746	0.109246	1.8514	1
CHRNE	1.36448	1.29804	-0.0720122	0.972882
RAI1	9.95564	10.2919	0.0479262	0.967107
NUP88	95.1358	97.7722	0.0394364	0.978708
C1QBP	588.268	592.042	0.00922615	0.990476
SLC6A4	0.00171967	0.00886787	2.36646	1
BLMH	56.1904	48.5814	-0.209918	0.860052
CPD	32.5233	35.1386	0.11158	0.936379
GOSR1	26.5852	26.0954	-0.0268299	0.962123
CCDC47	72.3915	77.4407	0.0972726	0.842778
MED31	26.6871	31.3263	0.231232	0.745564
DRG2	24.8308	23.9626	-0.051344	0.92199
FTSJ3	88.558	95.7713	0.112971	0.918553
AKAP10	19.3304	22.9945	0.250415	0.758241
ALDH3A1	52.4215	42.8786	-0.289899	0.388728
SMARCD2	22.5927	22.2441	-0.0224315	0.969615
ICAM2	1.4298	0.943991	-0.59897	0.305564
SYNGR2	63.6139	55.9433	-0.185377	0.238329
B9D1	33.5821	28.2814	-0.24784	0.302724
UTP6	94.0725	93.5519	-0.00800722	0.98687
DDX5	732.677	713.066	-0.0391424	0.944166
C17orf75	36.6807	35.1854	-0.0600459	0.976861
CYTH1	13.49	15.4434	0.195094	0.687691
PSMD11	271.053	259.044	-0.0653804	0.912387
LGALS3BP	532.16	516.181	-0.0439839	0.956552
ASIC2	0.00372882	0.00610338	0.710888	1
CCL7	0	0	0	1
CCL2	0.283558	0.696552	1.29659	0.162869
CCL8	0	0	0	1
CCL1	0	0	0	1
PEX12	4.65483	4.17608	-0.15658	0.933267
HNF1B	0	0.00656387	Inf	1
KRT32	0	0	0	1
DHX58	0.741103	0.796453	0.103915	0.95711
KAT2A	65.0612	66.4839	0.0312067	0.978506
RAB5C	105.697	114.591	0.116563	0.832458
NAGLU	21.1134	17.5768	-0.264484	0.834524
HSD17B1P1	0.445847	0.467491	0.0683908	0.987106
HSD17B1	7.27494	5.73633	-0.342809	0.835394
MLX	30.9348	30.0836	-0.0402526	0.95002
CNTNAP1	1.55298	1.60041	0.043403	0.961695
ABI3	0	0	0	1
EZH1	13.7935	12.7873	-0.109274	0.841631
DLX4	4.88709	3.88908	-0.329546	0.291056
PPP1R9B	19.2345	16.9481	-0.18257	0.465796
COL1A1	22.6743	19.9789	-0.182576	0.742054
SGCA	0.170981	0.112704	-0.6013	1
PTGES3L-AARSD1	20.4183	20.9189	0.0349465	0.961193
MRPL27	95.4075	87.0884	-0.131623	0.484396
VAT1	103.476	110.431	0.0938441	0.853084
LRRC59	95.3834	95.4042	0.000315094	0.998687
RND2	0.0112504	0.00678161	-0.730282	1
ALOX12	0.329898	0.451362	0.452264	0.920097
HDAC5	6.97771	7.97922	0.193494	0.780138
ABCC3	42.0601	39.2391	-0.10016	0.866784
LUC7L3	315.112	328.329	0.0592763	0.963852
PPY	0	0	0	1
MPP2	5.28882	4.81516	-0.135364	0.810258
SMURF2	9.17326	10.3852	0.179029	0.896877
DUSP3	23.5617	21.8226	-0.110623	0.609782
CACNG1	0	0.0194013	Inf	1
EFTUD2	259.485	233.875	-0.14991	0.746631
HLF	0.515093	0.366225	-0.492104	0.707832
SLC16A6	9.69052	11.237	0.213608	0.709099
PRKAR1A	127.264	122.164	-0.0590075	0.948872
EFNB3	0.0390704	0.0178114	-1.13328	1
FAM20A	0.0571129	0.0888365	0.637336	1
YWHAE	791.033	814.521	0.0422142	0.937264
AC016292.3	1.12832	0.411253	-1.45608	0.772425
MMD	7.8487	8.58421	0.129232	0.861208
RANGRF	26.6132	26.7911	0.00961071	0.981527
DPH1	28.3266	29.9631	0.0810321	0.895473
MAP2K6	22.0343	28.1215	0.351926	0.302016
DHRS7B	13.8452	12.5056	-0.146809	0.681054
WSB1	53.4153	52.2132	-0.0328373	0.965317
RCVRN	0.0709301	0.110489	0.639429	1
MYH1	0	0	0	1
SLC9A3R1	56.8309	47.0549	-0.272332	0.129222
MYH3	1.12494	0.709918	-0.66412	0.525351
NAT9	19.8759	19.1139	-0.0563952	0.933739
TMEM104	4.63559	3.9454	-0.23258	0.694671
SEBOX	0.0555184	2.01437E-29	-91.1547	1
TNFAIP1	34.6253	39.267	0.181489	0.816997
IFT20	27.1966	29.7079	0.127419	0.82106
TMEM97	43.4545	44.0076	0.0182484	0.978094
CDR2L	17.4909	17.0732	-0.0348717	0.916356
PMP22	9.35031	10.721	0.197352	0.642292
FOXN1	7.34769	3.43586	-1.09662	0.311955
UNC119	37.2017	41.918	0.172202	0.95463
ALDOC	17.5025	17.5553	0.0043491	0.997817
SUPT6H	34.1861	36.5727	0.097357	0.788505
RAB34	175.235	192.202	0.133333	0.534921
PHF12	35.3408	37.6144	0.0899514	0.856089
PHOX2B	0	0.00341904	Inf	1
TMEM33	62.4723	61.8739	-0.0138858	0.979228
GABRA4	0	0	0	1
GNRHR	0.0340014	0.0455301	0.421227	1
SLAIN2	35.5242	31.7281	-0.163041	0.877948
OCIAD1	163.175	150.254	-0.119013	0.793948
UGT2B10	0	0	0	1
CWH43	0	0	0	1
DCUN1D4	29.5859	30.4155	0.0398983	0.959857
USP46	4.11286	4.27743	0.0566016	0.956603
SULT1E1	0.538736	0.576551	0.0978688	0.93766
ODAM	2.05788	2.38478	0.212695	0.78631
SMR3A	0	0	0	1
CHIC2	4.81829	6.90394	0.518899	0.469343
NMU	0.14175	0.192141	0.438813	1
KIAA1211	3.32298	3.33909	0.00697711	0.995403
LAMTOR3	15.266	16.7128	0.130628	0.569955
PF4V1	0	0	0	1
NFKB1	23.7869	26.1304	0.13556	0.778281
AREG	0.134179	0.384962	1.52056	0.480118
MANBA	6.69414	5.58244	-0.262002	0.397964
UBE2D3	207.371	219.904	0.0846595	0.837392
MAPK10	0.523565	0.350998	-0.576907	0.365991
ELF2	12.1551	13.2732	0.126964	0.698464
NDUFC1	160.129	159.766	-0.00327511	0.995991
UCP1	0	0	0	1
TBC1D9	1.99279	1.93168	-0.0449341	0.960875
ZNF330	23.2138	26.5936	0.196101	0.498966
INPP4B	0.285073	0.31108	0.125952	1
GAB1	3.85354	3.30996	-0.219372	0.742786
KLHL2	8.79094	9.50552	0.112749	0.873609
IL2	0	0	0	1
CPE	5.21105	5.39561	0.0502113	0.96292
RPL34	867.42	864.753	-0.00444298	0.989212
WFS1	3.66152	3.47868	-0.0739044	0.905687
ANXA10	1.26617	1.18574	-0.0946829	0.932052
GRPEL1	73.5359	70.1735	-0.0675241	0.91013
GAR1	37.355	41.0457	0.135929	0.47421
FRG1	64.1068	85.0917	0.40854	0.304372
CLCN3	18.6567	16.2478	-0.199449	0.559621
AADAT	3.78231	3.82222	0.015146	0.983226
GALNT7	10.8332	9.62704	-0.170294	0.767533
DHX15	103.067	111.306	0.110955	0.872392
SOD3	0	0	0	1
SEPSECS	4.26128	3.90277	-0.126789	0.861327
CPZ	2.00449	2.17975	0.120931	0.843245
TRIM2	1.57097	1.03052	-0.608276	0.254754
SLC2A9	0	0	0	1
FBXW7	2.71017	2.50717	-0.112325	0.698464
NEIL3	6.1696	6.3734	0.0468876	0.895285
TBC1D19	2.77126	2.95699	0.0935835	0.881727
CLNK	0	0.00860231	Inf	1
WHSC1	46.5864	51.1075	0.133625	0.819934
SH3D19	10.7341	11.5881	0.110444	0.85936
STIM2	17.4257	16.4685	-0.0815037	0.926101
NKX3-2	0.0845183	0.0573317	-0.559932	1
MFSD10	23.9901	22.8411	-0.0708047	0.816346
GLRB	0	0	0	1
BST1	0.0421384	0.114851	1.44656	1
RAPGEF2	10.6872	9.27075	-0.205127	0.730478
HGFAC	0.0209532	0.0652627	1.63909	1
SNX25	7.07945	7.60723	0.103734	0.931532
LRP2BP	0.206344	0.279939	0.440065	1
UFSP2	15.0055	16.2539	0.115298	0.855405
KLF3	6.76232	9.21731	0.446828	0.000538752
KLHL5	18.1135	18.3708	0.0203466	0.967188
FAM149A	0	0	0	1
NCAPG	55.0574	54.6673	-0.0102582	0.984304
UGDH	47.5259	48.3211	0.0239392	0.977215
PPARGC1A	4.61845	4.14322	-0.156657	0.958968
DDX25	0	0	0	1
CRYAB	3.43737	3.37845	-0.024943	0.984006
DBX1	0	0	0	1
HTATIP2	165.301	147.391	-0.165452	0.343949
CTSC	113.591	119.497	0.0731231	0.912487
CCDC34	75.7053	77.5547	0.034821	0.945261
ZBTB16	0	0	0	1
ELP4	9.08184	8.39044	-0.114239	0.657535
ZNF259	34.2656	35.849	0.0651723	0.91398
MTCH2	426.746	424.341	-0.00815326	0.982647
FNBP4	66.9118	80.1414	0.260287	0.465949
TECTA	0.0114648	0.00419663	-1.44991	1
SC5DL	35.6188	37.3049	0.0667255	0.947235
CRTAM	0	0	0	1
C11orf63	0.616485	0.615589	-0.00209871	0.997352
B3GAT1	0.0170766	0.0212294	0.314047	1
HSPA8	2167.04	2984.63	0.461826	0.0118335
P2RX3	0.262351	0.185894	-0.49702	1
VWA5A	40.6584	46.8245	0.203711	0.159688
DNAJC4	39.6455	26.0624	-0.605184	0.258468
SIAE	7.64214	6.85189	-0.157476	0.866897
SNX15	23.6824	24.6796	0.0595016	0.937264
LPXN	0.844036	0.834928	-0.015652	0.989071
DTX4	8.16439	6.83717	-0.255946	0.693047
ATG2A	10.9677	9.4009	-0.222389	0.165488
EHD1	57.7896	45.9146	-0.331857	0.229337
OSBP	24.0547	21.834	-0.139746	0.599635
UNC93B1	28.4895	29.481	0.0493575	0.937952
PUS3	7.54277	7.907	0.0680364	0.900626
DCPS	20.6232	18.591	-0.149667	0.616538
SUV420H1	42.9307	39.7072	-0.112608	0.81512
FOXRED1	29.6528	27.5604	-0.105575	0.892813
PPP6R3	55.7327	57.685	0.0496727	0.928435
NRXN2	0.639139	0.505012	-0.339811	0.826971
MS4A6A	0	0	0	1
MS4A4A	0	0	0	1
ST3GAL4	35.7742	37.2601	0.0587094	0.878716
CPT1A	58.9893	55.8136	-0.0798357	0.872682
CCND1	9.11746	8.14242	-0.163173	0.922553
CCDC86	108.429	102.091	-0.0868943	0.814493
PRPF19	231.809	196.071	-0.241563	0.840407
TMEM109	82.5128	95.7548	0.214726	0.610367
CCKBR	0	0	0	1
HPX	0.0594415	0.149026	1.32602	1
TRIM3	7.18455	6.70711	-0.0992061	0.943374
