symbol	Uninfected_24.FPKM	SC35M_wt_24.FPKM	uninfected_24_SC35M_wt_24.logfc	uninfected_24_SC35M_wt_24.qvalue
CORO1A	1.08603	0.593419	-0.871941	0.376601
MAPK3	112.265	152.013	0.437282	0.0445311
GDPD3	109.061	72.7197	-0.584721	0.659378
ELMO3	4.00449	2.60157	-0.622235	0.00194575
MT4	0	0	0	1
PHKB	30.1695	43.6716	0.533602	0.0496721
LYRM1	16.8272	42.151	1.32477	0.0147632
NUTF2	94.6891	229.079	1.27458	0.000538752
NUP93	79.6874	81.4895	0.0322626	0.959334
CENPT	22.8156	23.9895	0.07238	0.947276
TSNAXIP1	0.663179	1.02337	0.625854	0.741736
NFAT5	9.19182	6.14053	-0.581987	0.149939
LONP2	20.2826	12.9041	-0.652412	0.000538752
N4BP1	18.768	10.3501	-0.858631	0.308632
CBLN1	0	0	0	1
ARL2BP	39.5028	58.9367	0.577211	0.00948013
PLLP	38.9928	28.6937	-0.442471	0.17183
ZNF423	0	0	0	1
CCL22	0	0	0	1
DHODH	10.3475	9.2088	-0.168191	0.725242
CCL17	0.0515361	0.0582949	0.177786	1
CTCF	21.7261	15.9559	-0.445344	0.000538752
ACD	17.6212	14.273	-0.304016	0.0272177
POLR2C	41.3504	60.8997	0.558532	0.0482046
PARD6A	6.84202	7.73964	0.177844	0.451939
ZNF821	2.78633	4.12519	0.566093	0.792428
MMP15	12.6416	13.7939	0.12585	0.543304
USB1	22.9309	64.8527	1.49987	0.000538752
CYB5B	184.401	254.354	0.463997	0.00321856
CCDC113	7.01919	6.77844	-0.0503514	0.969615
PRSS54	1.66629	1.92298	0.206705	0.822161
NME3	11.3422	16.0347	0.4995	0.113143
NDRG4	2.56185	3.14613	0.296393	0.537037
PSMD7	85.4957	83.8169	-0.0286094	0.953956
SETD6	20.3923	14.9612	-0.446801	0.541868
SLC38A7	10.536	9.4441	-0.157847	0.760939
VAC14	18.2765	18.3856	0.00859042	0.989071
HAS3	0.697908	0.892062	0.354107	0.909632
TMCO7	18.2632	13.0086	-0.48947	0.212832
COG4	48.4138	28.5397	-0.762449	0.000538752
SMPD3	0.951267	1.35655	0.512021	0.495853
SLC7A6OS	18.1737	19.7034	0.116591	0.7578
SLC7A6	61.247	62.4904	0.0289967	0.97542
PLA2G15	8.52983	11.3993	0.418358	0.223567
ESRP2	23.1526	20.0034	-0.210929	0.709642
FA2H	43.8576	36.0344	-0.283452	0.246142
WDR59	25.1603	24.7216	-0.0253763	0.979021
MON1B	22.7431	21.0935	-0.108636	0.887062
CMC2	181.637	384.806	1.08308	0.000538752
AXIN1	12.0635	10.0759	-0.259739	0.217654
HCFC1R1	83.8272	149.121	0.830989	0.000538752
NPRL3	21.811	19.1349	-0.188854	0.544679
MLYCD	1.34733	0.554887	-1.27983	0.000538752
MPG	22.5888	32.0017	0.502545	0.0890076
NECAB2	0.48591	1.19951	1.30368	0.146301
HSDL1	20.0413	20.5689	0.0374894	0.970591
TAF1C	27.7554	28.4997	0.0381767	0.963128
NAGPA	11.3297	8.96775	-0.337297	0.722958
WFDC1	0.0159416	0.00981915	-0.699128	1
SEC14L5	0.196579	0.108572	-0.856452	1
COTL1	117.692	321.017	1.44764	0.000538752
USP10	88.8624	95.917	0.110214	0.803263
CRISPLD2	0.21159	0.347765	0.71684	1
TSC2	42.6577	29.2962	-0.542093	0.317815
ZNF500	8.54717	7.13846	-0.259834	0.894592
RP11-723C11.2	0	0	0	1
NME4	30.7201	118.576	1.94856	0.000538752
ABCC1	21.2641	11.1218	-0.935025	0.000538752
NOMO3	3.39602	3.07786	-0.141916	0.8955
LMF1	5.46736	4.99213	-0.131188	0.865611
FOXF1	2.54929	2.07339	-0.298103	0.154849
NARFL	15.1648	13.4576	-0.172297	0.922593
MTHFSD	13.744	11.5189	-0.254797	0.54418
CLCN7	44.1778	38.711	-0.190576	0.617389
HAGHL	27.8145	30.5138	0.133626	0.938906
FAM173A	23.3771	24.4842	0.0667564	0.982949
SLC7A5	221.238	186.225	-0.248554	0.0494337
METRN	10.5983	29.9496	1.49871	0.33431
FBXO31	17.8236	13.3603	-0.41584	0.74282
STUB1	46.8898	68.6073	0.549087	0.321879
RHBDL1	4.09807	6.1613	0.58829	0.747995
NUBP1	24.0658	25.8833	0.105035	0.785865
UBE2I	98.7367	156.068	0.660515	0.000538752
ZP2	0	0.0482062	Inf	1
MEFV	0.406208	0.534781	0.396731	0.616305
CRYM	0.0166948	0	-Inf	1
EEF2K	13.4326	10.8056	-0.313962	0.546439
SOLH	9.99332	17.9562	0.845447	0.000538752
PIEZO1	96.9628	54.887	-0.820967	0.00321856
GSPT1	141.148	162.054	0.199267	0.501148
ZNF174	5.35218	3.48946	-0.617122	0.235999
CLUAP1	31.323	21.8373	-0.520429	0.417881
UBFD1	45.5436	58.4795	0.360684	0.323579
PRSS33	0.0921488	0.161334	0.808015	1
EARS2	19.4656	28.0071	0.524868	0.624246
TCEB2	494.866	1445.15	1.54611	0.000538752
GGA2	67.1065	62.5161	-0.102225	0.93632
AQP8	0	0.039752	Inf	1
CPPED1	2.82409	2.55314	-0.145517	0.715791
USP31	5.40987	6.46041	0.256032	0.653721
HMOX2	52.3988	53.2274	0.0226373	0.973538
DNAJA3	126.895	122.392	-0.0521256	0.964027
CORO7-PAM16	0.839939	0.475817	-0.819878	0.875153
BFAR	53.3955	48.7138	-0.132386	0.719923
SALL1	0	0	0	1
TOX3	0	0	0	1
RRN3P2	0.0520844	0.0595947	0.194333	1
RBL2	19.702	18.9934	-0.0528413	0.933573
QPRT	2.13249	2.09591	-0.0249649	0.982447
XYLT1	0	0	0	1
PYCARD	0.0436456	0.647498	3.89097	0.398145
RPGRIP1L	6.42102	6.35511	-0.0148865	0.981365
MAZ	239.073	472.1	0.981638	0.000538752
STX4	27.1123	33.8397	0.319772	0.241679
CDIPT	43.6024	50.6507	0.216172	0.244582
BCKDK	31.7962	36.9275	0.215841	0.665111
KAT8	19.4444	16.428	-0.243202	0.184081
NOMO1	37.0108	27.8578	-0.409868	0.170276
IL21R	0	0.16973	Inf	1
SYT17	0.0715956	0.429977	2.58632	0.0558874
TMC5	15.355	14.0294	-0.130257	0.965999
CCP110	16.4439	13.2853	-0.30772	0.841693
C16orf62	11.1078	9.99544	-0.15223	0.896849
SLC6A2	0	0	0	1
RNF40	64.3075	50.3131	-0.354053	0.539414
C16orf88	25.808	20.6905	-0.31885	0.35122
AQP9	0	0	0	1
AAGAB	49.5022	78.6096	0.667211	0.000538752
IQCH	4.94282	4.54462	-0.121173	0.965358
LACTB	14.8677	20.5016	0.463555	0.603871
CORO2B	0	0.0182896	Inf	1
CSK	85.0719	81.9147	-0.0545591	0.933007
HERC1	43.675	19.2894	-1.179	0.000538752
TRIP4	13.3568	16.7305	0.324906	0.572601
MTFMT	44.252	46.1251	0.0598101	0.980365
RASL12	0.0123763	0.15776	3.67208	1
AP3B2	0.208561	1.65765	2.9906	0.000538752
ACSBG1	8.02845	8.96407	0.159033	0.66413
IGDCC4	0.367651	0.294519	-0.319979	0.775496
RAB11A	267.101	310.232	0.215959	0.605712
CTSH	0.174831	0.714314	2.0306	0.00103163
GOLGA8UP	0.113941	0.243767	1.09722	1
TTC23	10.2881	8.72524	-0.237709	0.628973
CD276	77.27	76.8743	-0.00740785	0.987896
FAH	5.86905	10.2327	0.801984	0.168738
KIAA1199	0.440336	0.667551	0.600272	0.831724
RPAP1	50.544	37.4148	-0.43393	0.237933
HOMER2	2.24682	1.95385	-0.201568	0.952157
EHD4	6.91314	7.09576	0.0376154	0.912828
TMEM87A	52.308	49.7425	-0.0725527	0.895509
ZFP106	25.8288	18.8077	-0.457656	0.253504
CEP152	8.43768	5.18707	-0.701926	0.142688
ATP8B4	3.66584	2.88599	-0.345081	0.768358
OCA2	0	0	0	1
DTWD1	57.3808	35.1753	-0.706005	0.176671
TGM5	0.0101674	0.066841	2.71678	1
FAM189A1	0	0.183393	Inf	1
GABPB1	33.3234	31.8372	-0.0658189	0.932514
TJP1	15.9868	10.1729	-0.652146	0.00808873
BMF	3.88608	0.664378	-2.54824	0.000538752
DMXL2	17.2522	8.04159	-1.10122	0.216125
SCG3	0.0172961	0.0247646	0.517833	1
DNAJC17	19.4794	22.873	0.231701	0.661473
EIF3J	173.921	256.693	0.561615	0.0118335
SPG11	30.8707	30.8137	-0.00266441	0.998144
RHOV	54.3511	25.5689	-1.08792	0.000538752
VPS18	15.3011	9.37425	-0.706865	0.000538752
OIP5	31.6707	41.8773	0.403022	0.302911
SLC30A4	0.972594	0.581478	-0.742113	0.48371
BLOC1S6	47.101	41.0282	-0.199142	0.656033
MYEF2	0.00413344	0.0346441	3.0672	1
SGK3	5.59269	6.54165	0.226111	0.755925
PDGFRL	1.8043	1.4591	-0.306356	0.847332
CSPP1	5.86397	7.3701	0.329805	0.752869
ZDHHC2	18.8172	21.6696	0.203625	0.747246
BRF2	6.82476	3.27464	-1.05944	0.00629617
TRIM35	9.67117	6.61595	-0.547742	0.377728
ZFAND1	46.3458	60.4808	0.384039	0.0780051
RP1	0.00248354	0.00810886	1.7071	1
CA2	0.0443246	0.106739	1.26791	1
FZD3	2.37496	1.63392	-0.539565	0.628144
INTS9	13.395	9.75653	-0.457256	0.583663
RIPK2	9.2789	7.2199	-0.361975	0.0369265
EYA1	0	0.0118417	Inf	1
NBN	29.0321	29.2257	0.00958728	0.988974
TRPA1	0.164832	0.455693	1.46706	0.237279
CPQ	0.033315	0	-Inf	1
DECR1	93.6763	155.183	0.72821	0.00149606
CALB1	26.241	49.0211	0.901578	0.000538752
IMPAD1	22.3054	30.1964	0.436984	0.364713
SFRP1	0	0	0	1
LAPTM4B	101.31	188.779	0.897924	0.000538752
UBE2W	6.1114	5.82849	-0.0683804	0.905954
POP1	14.1325	12.0599	-0.228798	0.67484
NIPAL2	14.0594	1.88277	-2.9006	0.000538752
IKBKB	62.6233	62.9372	0.00721266	0.996053
PLAT	4.77364	2.94897	-0.694879	0.0901844
JPH1	5.98622	2.95531	-1.01833	0.000538752
DKK4	0	0.314103	Inf	1
STK3	11.5192	12.0489	0.0648594	0.9363
GDAP1	9.51874	8.32187	-0.193864	0.896776
RAB2A	112.432	133.601	0.248875	0.425256
EIF3E	233.382	354.685	0.603845	0.000538752
EMC2	31.3124	25.2704	-0.309285	0.294409
ESRP1	0	0	0	1
WISP1	0	0.0938441	Inf	1
NDRG1	373.43	175.173	-1.09206	0.000538752
ZC2HC1A	4.0413	1.95221	-1.04972	0.155299
IL7	2.13543	0.714303	-1.57992	0.0217763
STMN2	0	0.168043	Inf	1
ARMC1	20.8991	19.3382	-0.111983	0.704164
TRPS1	0.0205989	0.00688977	-1.58004	1
SPAG1	5.3388	5.28763	-0.0138953	0.989692
CHRAC1	58.2359	53.1988	-0.130516	0.712332
NCALD	0.00823403	0.0123221	0.581582	1
SNX16	4.2048	3.27087	-0.362362	0.440029
GML	0	0	0	1
UBR5	46.7449	29.4925	-0.664461	0.377811
GSDMD	29.9272	19.6292	-0.608459	0.00844291
TSTA3	94.9796	165.785	0.803621	0.000538752
PYCRL	10.2996	8.2822	-0.314498	0.324027
EEF1D	1466.92	2912.11	0.98928	0.000538752
ANXA13	0	0	0	1
SQLE	30.1302	26.5198	-0.184139	0.434057
SH2D4A	34.9648	22.705	-0.62289	0.00666586
INTS10	143.302	200.031	0.481168	0.057517
ERI1	11.1064	8.55326	-0.376838	0.0768017
SLC39A14	49.4557	27.649	-0.83891	0.181133
MTMR9	3.30495	3.10857	-0.0883771	0.829112
LEPROTL1	65.5049	92.2633	0.494153	0.0542109
DCTN6	33.3136	43.9735	0.400525	0.102761
R3HCC1	28.743	39.3014	0.451368	0.60203
GSR	41.4593	50.5602	0.286305	0.342725
TNFRSF10A	12.7194	15.7596	0.309197	0.763887
UBXN8	23.8562	37.0593	0.635467	0.00194575
PPP2CB	88.4748	108.287	0.291526	0.807352
ERICH1	7.53387	11.3513	0.591397	0.29166
NEFM	0	0	0	1
TUSC3	26.6649	32.8081	0.299109	0.126552
NEFL	0.0227481	0	-Inf	1
ARHGEF10	11.1419	7.73337	-0.526829	0.0917335
KLHDC4	29.6979	23.0737	-0.364113	0.287678
MCM4	684.916	405.677	-0.755596	0.00480514
ADAM2	0	0	0	1
KCTD9	32.9137	36.7719	0.159912	0.827694
FGL1	0.144897	1.13646	2.97144	0.000538752
ASAH1	44.3284	82.456	0.895393	0.000538752
BNIP3L	59.7622	40.2594	-0.569905	0.0128282
MAN2B1	44.5432	38.899	-0.195472	0.938309
KCNN4	29.4771	23.2983	-0.33937	0.355078
TULP2	2.58995	4.72794	0.868289	0.708444
NUCB1	179.327	91.1878	-0.975685	0.000538752
DHDH	0.501863	1.37269	1.45164	0.0232272
GYS1	56.8034	52.9609	-0.101049	0.862238
MAP4K1	1.15997	3.41552	1.55802	0.0199952
CGB2	0	0.199829	Inf	1
ECH1	137.051	216.692	0.660926	0.394756
HNRNPL	311.284	464.921	0.578756	0.000538752
NFKBIB	9.55947	9.15957	-0.061651	0.925085
LHB	0.361112	1.21968	1.75599	0.792667
CGB	0	0.265828	Inf	1
TUBB4A	1.86737	0.905555	-1.04413	0.0246834
SARS2	47.1231	32.811	-0.522258	0.483845
KCNA7	0.0120494	0.109631	3.18562	1
SNRNP70	132.409	161.475	0.286307	0.108673
CLPTM1	30.4307	42.5207	0.482637	0.00103163
RELB	3.12958	3.769	0.268212	0.568811
CLASRP	70.5815	77.2891	0.130975	0.866468
LIN7B	3.23068	6.45986	0.999665	0.0718729
PPP1R37	7.20075	4.06865	-0.823597	0.0942594
FCGRT	3.84927	7.4525	0.953139	0.19092
PIH1D1	126.931	154.622	0.284709	0.887906
CKM	0.0315048	0.136022	2.11019	1
ARHGEF18	8.78436	4.7514	-0.886584	0.0098168
PPP1R13L	31.0387	21.2413	-0.547195	0.613997
PEX11G	1.84798	0.583134	-1.66405	0.253894
ERCC2	8.66757	7.03017	-0.302069	0.367642
DOT1L	15.4083	17.7513	0.20422	0.872322
PLEKHJ1	110.379	84.0886	-0.392484	0.571659
SLC17A7	0.0391159	0.277809	2.82827	1
RNASEH2A	125.75	120.805	-0.057877	0.941525
KLC3	0.116637	0.265014	1.18404	1
CD37	1.60322	1.88906	0.236695	0.902968
SF3A2	86.7256	63.0898	-0.459052	0.348522
AMH	4.87276	10.331	1.08417	0.240976
DKKL1	0.362375	0.673596	0.894402	0.706168
LYL1	0.0275094	1.03655	5.23572	0.44985
OAZ1	446.364	1593.36	1.83578	0.000538752
TRMT1	92.5997	115.346	0.316889	0.408461
STX10	106.207	282.782	1.41282	0.000538752
RETN	0	0	0	1
FCER2	0	0.0354326	Inf	1
DMPK	38.1532	45.2001	0.244521	0.851677
CLEC4M	0	0	0	1
RSPH6A	0.00581838	0.245436	5.39858	1
TBC1D17	15.187	12.0236	-0.336966	0.673629
IL4I1	0.258911	0.864043	1.73865	0.317387
TLE6	10.3136	15.8032	0.61567	0.022651
CCDC130	9.0003	6.96743	-0.369348	0.147984
PTOV1	112.901	113.051	0.00191287	0.997967
AES	279.581	566.258	1.01819	0.000538752
NOVA2	0	0.0102333	Inf	1
SGTA	42.0854	51.5938	0.293876	0.123211
KIR3DX1	0.00262237	0.0481741	4.19932	1
LILRB1	0	0.0167953	Inf	1
MED25	45.4754	35.8887	-0.341558	0.246802
LILRA1	0	0	0	1
SNAPC2	7.68629	21.1034	1.45711	0.527199
C19orf53	203.222	488.618	1.26565	0.000538752
TIMM44	45.7081	49.6145	0.118311	0.75232
CCDC61	3.22207	4.62033	0.520006	0.424254
IL27RA	16.0813	24.7636	0.622834	0.000538752
ASF1B	137.125	97.8456	-0.486915	0.00321856
TNNT1	88.0306	164.221	0.899559	0.000538752
VRK3	19.3456	12.0481	-0.683194	0.0144557
FAM32A	59.1715	93.819	0.664977	0.000538752
PPP6R1	61.5645	68.5837	0.155768	0.747612
C19orf44	5.07333	4.8475	-0.065691	0.977805
MED26	4.93863	5.25483	0.0895332	0.957188
OLFM2	0.104756	0.290453	1.47127	1
RASAL3	0.00692475	0	-Inf	1
AKAP8	15.7754	16.0514	0.0250309	0.978866
EPHX3	0.0341445	0.295342	3.11266	1
ILVBL	45.6012	27.0613	-0.752839	0.00808873
ZNF419	2.47747	1.92046	-0.36742	0.382075
SYDE1	18.1198	15.2315	-0.250512	0.422181
CASP14	0.36158	0.118889	-1.6047	0.105869
SLC1A6	0	0.0374202	Inf	1
AURKC	0.0838084	0.227656	1.44169	1
POP4	64.642	89.5221	0.469772	0.000538752
CCNE1	19.944	11.438	-0.802114	0.000538752
URI1	60.8537	81.8456	0.42756	0.558328
PDCD5	243.002	630.199	1.37484	0.000538752
ANKRD27	13.9019	14.3136	0.0421055	0.95873
RPS16	2014.65	5177.4	1.36169	0.000538752
TIMM50	169.176	281.711	0.735693	0.000538752
LGALS13	0	0	0	1
FBL	619.189	1138.92	0.879215	0.000538752
DYRK1B	11.282	5.18448	-1.12175	0.000538752
CLC	0	0	0	1
CNTD2	0.164514	1.2756	2.95489	0.00480514
GPI	310.157	286.072	-0.116617	0.716694
AKT2	103.61	191.988	0.889855	0.000538752
PLD3	353.058	255.751	-0.465167	0.428925
PRX	0.890143	0.459315	-0.954554	0.000538752
PIAS4	38.8782	30.4035	-0.354722	0.907538
NUMBL	14.4708	11.4	-0.344112	0.504161
EBI3	7.35276	13.5688	0.883938	0.0814738
CCDC94	13.4676	11.3695	-0.244317	0.298917
SHD	4.14783	5.44398	0.392305	0.86239
TBCB	106.77	218.989	1.03636	0.000538752
FSD1	1.13586	1.52273	0.422872	0.638414
POLR2I	86.0205	209.703	1.28559	0.000538752
OVOL3	0.287101	1.30045	2.17938	0.450772
CLIP3	0.786462	2.03175	1.36928	0.456868
ZFR2	0	0	0	1
SLC1A5	248.122	117.056	-1.08385	0.174301
PRKD2	14.9745	14.1881	-0.0778325	0.942926
TJP3	20.0654	8.7969	-1.18964	0.0907571
APLP1	3.21333	2.94994	-0.12338	0.938234
CACTIN	13.2763	16.8478	0.343708	0.169826
CCDC9	16.3022	8.65903	-0.912787	0.256556
HNRNPUL1	172.663	170.238	-0.0204073	0.980459
FZR1	13.4397	8.38342	-0.680894	0.682202
BBC3	4.37877	2.83814	-0.625579	0.0166357
TGFB1	21.4105	30.7418	0.521884	0.745143
DENND3	19.1579	8.19992	-1.22426	0.00194575
ATP5SL	22.7964	29.9569	0.394081	0.0641032
CEACAM4	0	0	0	1
PLIN3	63.0721	74.2083	0.234578	0.29809
MYH14	0.0195597	0	-Inf	1
MRPL4	46.8509	75.6288	0.690857	0.000538752
SIGLEC8	0	0	0	1
CD79A	0.137656	0.928535	2.75388	0.0288688
LIM2	0	0	0	1
ICAM4	0.16339	3.83685	4.55353	0.0184811
RPS19	2330.81	7319.7	1.65096	0.000538752
GLTSCR2	102.767	110.315	0.102251	0.761131
NKG7	0.399141	0	-Inf	1
ICAM5	9.16458	12.2459	0.418163	0.189618
ETFB	169.517	183.867	0.117233	0.537987
CD33	10.5191	10.1144	-0.0566053	0.936379
CEACAM5	0.00410976	0	-Inf	1
CRX	0.076236	0.351918	2.20669	1
BABAM1	243.196	467.474	0.942767	0.000538752
TYK2	86.8171	97.6995	0.170371	0.815852
SULT2A1	0.0513259	0.0223949	-1.19652	1
CDC37	130.892	216.071	0.723132	0.000538752
NAPA	65.5364	106.245	0.697025	0.00238261
RABAC1	28.5908	48.6449	0.766739	0.000538752
ATP1A3	0.040301	0.0980134	1.28216	1
MEIS3	5.89336	11.6559	0.983903	0.000538752
PTPRS	13.4403	14.6183	0.121209	0.883776
CNFN	5.14549	12.9767	1.33455	0.000538752
ZNRF4	0	0	0	1
MEGF8	1.72862	1.23028	-0.490628	0.793282
KDELR1	134.031	218.079	0.702283	0.000538752
CYTH2	15.8926	8.79451	-0.85368	0.000538752
GRWD1	33.6263	32.5556	-0.046681	0.947762
GRIN2D	0.582	0.41937	-0.472793	0.0586312
SYNGR4	0.767532	2.18027	1.50621	0.182158
CLEC11A	0	0	0	1
CCDC114	0.478641	0.280844	-0.769175	0.796818
CARD8	8.01266	8.53756	0.0915419	0.925833
LIG1	95.0669	71.4229	-0.412556	0.0712235
SIGLEC6	0.00787064	0.224789	4.83594	1
ZNF175	2.044	1.59681	-0.356207	0.642453
PLA2G4C	3.68201	3.80238	0.0464099	0.975617
SIGLEC5	0	0	0	1
CABP5	0	0.0985704	Inf	1
HAS1	0.00992483	0.155622	3.97086	1
RAB3D	7.50901	7.05072	-0.0908524	0.891361
DBP	14.1777	5.52398	-1.35984	0.460982
TMEM205	26.5533	37.6413	0.503425	0.293437
CAPS	0.429355	1.09878	1.35566	0.135578
LPPR2	14.4268	21.2683	0.559958	0.000538752
FAM83E	0.268023	19.4574	6.18181	0.000538752
RASIP1	39.9878	52.3121	0.387587	0.00238261
THEG	0	0	0	1
FGF21	0.194867	0	-Inf	1
BCAT2	39.5317	49.2154	0.316099	0.0144557
MIER2	4.69855	3.54215	-0.407591	0.390085
PLEKHA4	2.10227	2.80189	0.414452	0.512748
PPP2R1A	172.45	201.274	0.222984	0.262924
TNPO2	52.4842	56.3669	0.102966	0.898973
WDR83OS	174.162	382.91	1.13657	0.000538752
CACNG7	0	0.0153924	Inf	1
GCDH	21.8339	27.3989	0.327549	0.13646
LILRB5	0.0032198	0.0207635	2.68901	1
KLF1	0	0.111232	Inf	1
DNASE2	33.1405	30.747	-0.108149	0.713046
MAST1	3.16566	5.33253	0.752315	0.752966
LENG1	5.5781	2.94035	-0.923783	0.0098168
PRPF31	32.8368	43.3415	0.400437	0.205655
TFPT	5.56459	3.37111	-0.723051	0.401086
JAK3	0.484406	0.283067	-0.775073	0.0337615
RPL18A	1331.02	3721.18	1.48323	0.000538752
SLC5A5	0.0125945	0.62127	5.62435	0.549811
CTB-52I2.8	0.0611701	5.66915	6.53416	0.000538752
ARRDC2	13.7959	10.4209	-0.404753	0.062502
PIK3R2	46.7168	30.9383	-0.594546	0.820487
RAB3A	1.19882	1.22567	0.0319581	0.987626
PDE4C	0.598561	0.804805	0.427141	0.734978
ISYNA1	2.4911	3.74709	0.588986	0.541005
ELL	4.02538	2.81465	-0.51617	0.00629617
CRTC1	4.9507	4.44411	-0.155738	0.565755
WBP7	9.33127	9.02996	-0.047354	0.95955
COMP	0.00423802	0	-Inf	1
UPK1A	0.0117884	0.310391	4.71864	1
COPE	152.496	272.194	0.835863	0.306938
DDX49	50.5999	85.7983	0.761812	0.0252472
ETV2	0.971734	1.79181	0.882781	0.224954
ATP4A	0.00272887	0	-Inf	1
ARMC6	36.5417	36.6741	0.00521844	0.994497
TMEM147	83.5654	207.607	1.31287	0.000538752
GAPDHS	0.0430554	0.21687	2.33256	1
AC104537.2	0.127943	0	-Inf	1
MAG	0.0723001	0.0267036	-1.43696	1
TMEM59L	0.780693	1.60498	1.03973	0.745073
HAMP	0.0314534	6.64909	7.7238	0.550724
USF2	149.562	310.054	1.05178	0.000538752
LSR	37.2044	44.9595	0.273153	0.373534
KXD1	52.3531	103.106	0.977782	0.000538752
FKBP8	154.206	206.974	0.424598	0.0105062
SUGP1	40.086	26.452	-0.599723	0.0199952
HPN	0.580449	0.601872	0.0522872	0.974147
ZNF14	1.19138	0.754798	-0.658474	0.00441694
SCN1B	1.40826	1.36494	-0.0450701	0.97619
PBX4	1.01238	1.47989	0.547748	0.459258
ERF	37.3563	50.2821	0.428692	0.823123
GSK3A	20.8066	25.8035	0.310526	0.271225
ATP13A1	45.0895	31.958	-0.496611	0.0568101
ZNF574	2.79968	2.67091	-0.0679314	0.894022
GRIK5	0.147017	1.99587	3.76297	0.0134864
SIPA1L3	29.4068	28.5403	-0.0431514	0.98062
ZNF85	0	0	0	1
ETHE1	16.7422	22.5871	0.432013	0.00878921
CADM4	1.48493	2.12847	0.519423	0.547234
SMG9	24.8969	17.5681	-0.503007	0.195782
AVL9	12.4071	10.0398	-0.305433	0.855808
RUNDC3B	0	0.0516228	Inf	1
C7orf63	1.39338	0.637217	-1.12873	0.128026
GTPBP10	23.6168	18.4202	-0.358521	0.520435
RASA4	0.678016	0.440596	-0.621862	0.422748
CDK6	10.4647	7.30968	-0.517653	0.00321856
PMPCB	63.188	57.6146	-0.133215	0.735341
DNAJC2	25.7076	42.2363	0.716287	0.0753108
TFPI2	0.0388559	0.0692147	0.832946	1
BET1	20.9252	19.2409	-0.121066	0.694344
NAMPT	55.7365	44.9025	-0.311828	0.743018
TWISTNB	13.1309	16.6012	0.338315	0.644886
PIK3CG	0	0	0	1
PON3	0.00791674	0.108622	3.77826	1
PON2	59.8659	106.749	0.834419	0.000538752
ITGB8	4.10646	2.77219	-0.566871	0.000538752
HBP1	35.1553	12.0151	-1.5489	0.00737689
DUS4L	7.03521	8.15022	0.212245	0.7663
SP4	1.16813	1.32509	0.181891	0.928937
WDR91	4.01815	3.62156	-0.149922	0.939601
DNAH11	0.734637	0.591456	-0.312761	0.95514
CBLL1	17.5334	13.8041	-0.345015	0.616971
DLX5	0	0	0	1
MTPN	79.5864	100.817	0.341142	0.235337
STEAP1B	0.00945298	0	-Inf	1
PTN	0	0	0	1
MPP6	27.0235	18.7605	-0.526519	0.204785
DFNA5	24.3165	15.2545	-0.672702	0.00194575
ATP6V0A4	0.350856	0.346645	-0.0174223	1
ZC3HAV1	13.0536	13.6952	0.0692193	0.840707
TTC26	5.72877	7.1856	0.326883	0.520952
OGDH	123.23	69.5401	-0.825443	0.000538752
NPVF	0	0	0	1
ADAP1	4.88198	7.79758	0.67556	0.301175
TFEC	0.0419962	0.0679418	0.69404	1
H2AFV	260.866	441.341	0.758586	0.000538752
CAV2	20.1104	21.7878	0.11558	0.889597
CAV1	30.2504	35.2779	0.22181	0.594857
MET	31.2157	25.3082	-0.302666	0.274551
RNF32	1.36695	3.40252	1.31565	0.0181708
LMBR1	28.8524	23.9164	-0.270691	0.439765
NHP2P1	0	0.109112	Inf	1
WNT2	0.143177	0.05866	-1.28735	1
HOXA1	0.140369	0.154994	0.142991	1
DNAJB6	56.4954	62.4851	0.145381	0.544796
HOXA2	0.137405	0.890657	2.69644	0.000538752
HOXA3	0.642406	1.13045	0.815342	0.510002
LFNG	8.68861	3.299	-1.3971	0.000538752
HOXA5	4.68039	6.73759	0.525605	0.843107
HOXA6	1.23623	1.11404	-0.150152	0.942377
BRAT1	23.4266	16.7975	-0.479897	0.087226
IQCE	13.9939	13.8221	-0.0178219	0.98602
ANKRD7	0	0.323743	Inf	1
VIPR2	8.4209	6.0466	-0.477851	0.149768
TSPAN12	7.3614	8.48646	0.205183	0.774134
SSBP1	227.121	427.26	0.911653	0.000538752
HOXA13	1.51767	0.804364	-0.915937	0.0302636
CPED1	0.260332	0.307539	0.240413	1
EVX1	0	0	0	1
HIBADH	38.0798	40.507	0.0891466	0.815512
TAX1BP1	37.0667	43.5866	0.233762	0.18304
CPVL	35.4624	35.4404	-0.000891902	0.998144
CHN2	2.82886	1.76486	-0.680666	0.464291
GRB10	21.6842	15.6444	-0.471002	0.0108391
ABHD11	12.5076	12.0176	-0.0576499	0.923322
COBL	26.5443	26.0749	-0.0257389	0.970515
FKBP14	3.66986	6.50334	0.825456	0.072953
PLEKHA8	3.88413	4.30912	0.1498	0.72382
STX1A	5.1841	5.04314	-0.0397715	0.984045
NOD1	3.91884	3.90099	-0.00658775	0.992949
GARS	178.552	117.1	-0.608611	0.149106
CRHR2	0	0	0	1
EPHB6	0	0	0	1
FAM188B	0	0	0	1
GHRHR	0	0	0	1
NSUN5P2	6.07507	9.75245	0.682865	0.0913482
CASP2	27.1552	16.3093	-0.735531	0.000538752
CHCHD2	250.148	604.874	1.27386	0.000538752
CCL24	0.293486	0.256128	-0.19643	1
HSPB1	271.499	548.44	1.01439	0.000538752
NPTX2	0	0	0	1
