symbol	uninfected_24.FPKM	SC35M_dNS1_24.FPKM	uninfected_24_SC35M_dNS1_24.logfc	uninfected_24_SC35M_dNS1_24.qvalue
GOLGB1	25.6797	24.4613	-0.0701304	0.973683
TERF1P1	0	0	0	1
C11orf86	64.2673	38.2922	-0.747033	0.000538752
LIPM	0.00835585	0.027612	1.72444	1
GPR151	0.00333663	0.00652155	0.966824	1
DMRT2	0	0	0	1
ZNF483	0.00251674	0	-Inf	1
PLAC8L1	0.264205	0.183915	-0.522613	1
SLC2A14	0	0.00354416	Inf	1
GPR137	85.8845	67.3604	-0.350497	0.379911
SNCG	12.999	8.42036	-0.626446	0.0125
MMRN2	2.737	1.95451	-0.48579	0.488379
MZT2A	187.253	159.321	-0.233049	0.230718
TNKS	11.8152	12.0843	0.0324885	0.974147
ZNF449	1.24534	1.66402	0.418133	0.6518
ZNF295	6.7705	9.25549	0.451046	0.487011
PPP1R3B	1.50863	2.4085	0.674901	0.000538752
OR10K1	0	0	0	1
FAM86B3P	1.35723	0.897723	-0.596325	0.390429
GPR148	0	0	0	1
STOX2	0.419596	0.451468	0.105626	0.970931
MAP3K11	20.6524	25.5769	0.308531	0.283358
TRIB1	11.3363	13.8394	0.287834	0.102761
CST9	0	0	0	1
KCNK7	1.45271	1.82219	0.326931	0.915872
SFT2D3	2.47516	1.84827	-0.421349	0.503297
AC007967.3	0	0	0	1
TLR9	0.0226744	3.34258E-07	-16.0497	1
C1QB	0	0	0	1
C1QA	0	0	0	1
NDNF	0	0	0	1
IQCF1	0	0	0	1
OLR1	20.9273	119.722	2.51623	0.000538752
GLIPR1L1	0.041936	0.0155337	-1.43278	1
DAG1	117.908	92.0621	-0.356987	0.304852
INSM1	0	0	0	1
DAB1	0.264369	0.108139	-1.28967	1
ARV1	17.8015	14.9697	-0.249948	0.118014
NAA20	44.7066	48.5065	0.117689	0.559621
CCDC36	0.0662837	0.0381121	-0.798404	1
RNASE8	0	0	0	1
SAA1	2.0512	12.5465	2.61275	0.000538752
MINOS1	607.812	626.912	0.0446386	0.912309
EHBP1L1	47.1111	34.7701	-0.43822	0.720949
THAP2	4.21441	5.32529	0.337529	0.826479
TMEM196	0	0	0	1
RNF26	15.5236	13.4629	-0.205473	0.216125
PPP1R14B	290.377	283.295	-0.0356208	0.92331
RNASE11	0	0	0	1
SSSCA1	38.2597	43.6654	0.190663	0.451087
AGR3	0	0	0	1
SMARCC1	71.5394	71.1108	-0.00866992	0.990866
ZNF417	3.05648	2.0807	-0.554804	0.562523
PTPRM	11.9252	11.2438	-0.0848751	0.914793
FKBP2	99.8229	87.2593	-0.194062	0.238728
VEGFB	46.5261	34.643	-0.425477	0.0934949
PEAK1	5.6946	5.39464	-0.0780667	0.950099
TNFRSF10D	3.64147	4.37629	0.265186	0.0929099
MST1	5.74459	5.35912	-0.100206	0.965361
TNFRSF10C	2.67351	1.60379	-0.737246	0.0166357
GMPPB	11.8463	12.0534	0.0250097	0.980201
MOB1B	3.12119	2.88599	-0.113028	0.843507
ZNF622	32.1813	42.7921	0.411122	0.000538752
CSPG4	27.2852	14.9812	-0.864962	0.000538752
SNX33	9.93501	8.06301	-0.301203	0.318999
C2orf70	0	0	0	1
NABP1	8.45945	15.0926	0.835206	0.000538752
NUDT18	4.19434	2.42672	-0.789437	0.000538752
GPR113	0.418784	0.393725	-0.08902	0.979676
NLRP13	0	0	0	1
CHD2	84.3463	111.401	0.401368	0.179939
XCR1	0.00927867	0.00821262	-0.176074	1
CCDC106	8.97989	7.29746	-0.299304	0.517127
CCR9	0.00381568	0	-Inf	1
CCDC41	8.52201	10.0868	0.243199	0.586329
SULT1B1	0.00747752	0	-Inf	1
NUDT4	26.8437	28.3014	0.0762868	0.899356
PC	202.639	181.906	-0.155723	0.898316
UGT2A1	0	0	0	1
SCAI	4.29618	3.68108	-0.222928	0.509429
GPRC6A	0	0	0	1
NMNAT1	4.49943	4.16636	-0.110953	0.911429
LRFN4	129.635	125.386	-0.0480777	0.983858
BET3L	26.3342	14.8887	-0.82272	0.000538752
APOBEC4	0	0.00387174	Inf	1
SLC19A1	20.0913	19.4083	-0.049898	0.926408
HSPB7	0.035406	0.0795755	1.16833	1
RCE1	25.4255	24.4904	-0.0540556	0.956453
UQCRH	547.633	498.693	-0.135057	0.395695
TAS1R1	0.0324617	0.0542356	0.740501	1
HES3	0.0446704	0	-Inf	1
EIF1AX	192.875	195.131	0.0167709	0.973402
SPDYE6	0	0	0	1
OR1L1	0	0	0	1
CXorf23	2.10277	2.78969	0.407812	0.160803
PSMD1	77.2318	95.3959	0.304731	0.346511
GPR64	1.32951	0.792069	-0.747196	0.000538752
SPATA3	0	0	0	1
MUC13	3.50246	10.7043	1.61175	0.000538752
SUSD5	0.00927056	0.0212533	1.19696	1
HEG1	23.1667	52.2497	1.17337	0.000538752
WFIKKN2	0.00976022	0	-Inf	1
C11orf80	14.8832	11.4254	-0.381444	0.451451
TOMM20	244.316	242.356	-0.0116191	0.98875
AP000769.1	0.129381	0.0879612	-0.556685	1
C1orf100	0.0794034	0.0213039	-1.89809	1
AGFG1	30.9592	45.2644	0.54801	0.00103163
STAT5B	39.8935	41.7926	0.0670947	0.942303
CD7	0.0807932	1.15859	3.84199	0.202081
TOPAZ1	0	0.00361203	Inf	1
CNP	47.5535	85.4306	0.845202	0.00321856
JUP	89.0887	79.7669	-0.159452	0.817935
HAP1	0.0135472	0.0374029	1.46515	1
TDRD12	0.0369831	0.0111913	-1.72449	1
PPIAP7	0	0	0	1
CCDC13-AS1	0.00464464	0.0127977	1.46224	1
EIF1	407.957	371.622	-0.134581	0.871009
ENDOV	14.5699	14.2183	-0.0352399	0.982834
RNF213	48.8144	107.221	1.1352	0.0489389
TIGD3	1.33997	0.916015	-0.548757	0.051382
KCNH6	0.0115643	0	-Inf	1
MARCH10	0.20701	0.296234	0.517034	1
PLK3	2.18943	7.89724	1.85079	0.000538752
NET1	31.5697	39.5011	0.323354	0.304001
DPY19L1	14.3147	13.1695	-0.120304	0.888179
RP11-89N17.1	0	0.0682634	Inf	1
AC142401.2	6.28135	4.68431	-0.423238	0.929232
PHOSPHO1	1.56598	0.441017	-1.82816	0.016323
ZNF791	8.04759	7.34431	-0.131929	0.916096
TUBB8	0.0649184	0.0232308	-1.48259	1
PHC3	14.2535	20.6038	0.531598	0.286715
GPR160	7.85515	6.47283	-0.279242	0.345788
CBX2	14.3264	11.6432	-0.299187	0.0479654
SPTBN2	152.53	131.278	-0.216473	0.681095
GOLIM4	32.2419	27.6939	-0.219367	0.226693
KRT28	0	0.00656319	Inf	1
RBM4B	18.1218	16.0456	-0.175548	0.859831
USMG5	660.197	650.143	-0.0221398	0.963406
HOXB2	7.61414	0.101089	-6.23499	0.0489389
C1QTNF1	0.660084	0.977107	0.565866	0.410651
MARCH3	1.30803	1.3135	0.00602941	0.994653
SWSAP1	1.77029	1.4713	-0.266897	0.449349
SLCO4C1	0	0	0	1
RBM4	62.6673	78.5988	0.326795	0.446286
PIFO	0	0	0	1
XXYLT1	15.0394	14.8291	-0.0203241	0.96241
SNURFL	0	0	0	1
UBXN2A	12.1402	14.5503	0.261254	0.343949
RP11-18M17.1	0	0	0	1
RAX2	0.00440274	0.0109924	1.32003	1
LRRC63	0	0	0	1
TCAP	0.22071	0.788393	1.83676	0.00556088
CCS	25.4966	22.1017	-0.20615	0.268329
LRRC33	0.00731761	0.0129742	0.826203	1
CEP19	3.47593	2.40742	-0.52991	0.277063
KLHL15	4.52329	4.62399	0.0317647	0.928701
FBXO45	14.0758	14.8416	0.0764336	0.782188
SPERT	0	0	0	1
FAM46D	0	0	0	1
GNG5	98.4367	117.024	0.249534	0.183798
FAM3C2	0.156175	0.643723	2.04327	0.200904
SLC25A30	1.19233	1.52605	0.356015	0.663605
C9orf131	0.108579	0	-Inf	1
CD34	0.0373029	0.249337	2.74074	1
CTSF	8.50549	6.97998	-0.285171	0.541692
PIK3R6	0	0	0	1
RP11-1407O15.2	3.97153	5.54225	0.480775	0.00948013
MSRB3	23.3817	18.8875	-0.307949	0.610157
MRPL45	43.1545	44.3336	0.0388921	0.913696
LEMD3	9.24374	13.4014	0.535833	0.282382
C16orf91	15.1032	15.5791	0.0447586	0.908458
SOCS7	7.86427	6.44294	-0.287595	0.551317
TLR10	0.033745	0.00483224	-2.80391	1
TLR1	0.295859	0.636691	1.10569	0.394003
TLR6	4.83253	4.9071	0.0220931	0.982271
FAM174A	8.98115	9.62528	0.0999275	0.863417
RGMB	4.34403	4.57861	0.0758763	0.874289
FAM53A	1.13853	0.76323	-0.576985	0.587595
KIAA1239	0	0	0	1
CYB561D1	4.36279	4.46254	0.0326148	0.96699
GSTA3	0	0.0642819	Inf	1
ZDHHC24	7.70655	6.70609	-0.200613	0.752814
RP11-23P13.6	0.00324747	0.0280988	3.11312	1
TRMT10C	22.7486	25.2244	0.149037	0.44426
SELP	0	0	0	1
CTU2	12.1937	18.0359	0.564744	0.704045
AGAP8	0.411874	1.11845	1.44123	0.0615689
FAM21D	0	0.0284694	Inf	1
MGA	15.8374	16.6068	0.0684398	0.889605
C12orf66	2.47343	2.59994	0.0719669	0.886203
ARL13A	0.0348174	0.0346461	-0.00711587	1
SNX31	0	0.0119476	Inf	1
PIGG	19.267	20.7146	0.10452	0.876044
PRPF8	162.309	166.932	0.0405228	0.977805
ADCY6	25.0531	20.0292	-0.322884	0.414737
REP15	0.0433155	0.0624819	0.528555	1
PITPNA	69.5982	65.7616	-0.081805	0.853915
DDX23	197.684	227.598	0.203292	0.737259
ZNF80	0.00374404	0.00511297	0.449568	1
ZNHIT2	14.0085	13.5475	-0.0482756	0.92875
EVX2	0	0	0	1
ZBTB4	13.7722	9.88314	-0.478719	0.000538752
TNK1	21.9588	20.985	-0.065443	0.979091
ZHX3	29.4491	16.0935	-0.871743	0.608452
PHLDA3	22.3406	19.5741	-0.190725	0.280663
DIRC1	0	0	0	1
SLC16A11	0.0667876	0.140474	1.07265	1
SLC16A13	3.8811	3.30345	-0.232492	0.337187
GLIS1	0.0134449	0	-Inf	1
OR2Y1	0	0	0	1
CHRNA9	35.4938	34.332	-0.0480123	0.942437
PODN	0	0	0	1
STAG3L3	2.27996	2.44475	0.100678	0.839065
SLC6A19	0.00346506	0.0121866	1.81435	1
SNHG11	10.4898	15.1336	0.528765	0.00629617
PMS2P2	0.162231	0.190815	0.23412	1
C11orf45	1.20701	0.909995	-0.407508	0.633549
EXO1	36.2987	32.3495	-0.166175	0.634784
RALGAPA1	8.38553	7.65386	-0.131714	0.909562
WBSCR16	35.7293	32.5543	-0.134262	0.69558
RP11-313P13.4	0	0	0	1
C20orf166-AS1	0	0	0	1
LIG4	2.88844	3.28813	0.186978	0.355465
C20orf166	0	0	0	1
PPIAP24	0	0	0	1
TRHR	0	0.0100358	Inf	1
RPL35P9	0	0	0	1
GTF2IRD2B	1.98371	2.03929	0.0398616	0.970547
ABRA	0.00343925	0	-Inf	1
ATP2A2	107.652	118.574	0.139406	0.708799
ZWILCH	65.983	68.7452	0.0591658	0.977308
RPL4	4552.51	3883.73	-0.22922	0.34515
SNAPC5	136.987	120.454	-0.185555	0.847382
STARD6	0.0772438	0.0229418	-1.75144	1
GOLGA6L2	0	0	0	1
VWC2L	0	0	0	1
C12orf76	7.5874	5.31647	-0.513138	0.506498
ZCCHC12	0	0	0	1
CNTNAP2	0	0	0	1
GALNTL6	0.0629039	0.0113872	-2.46573	1
LINGO2	0.421198	0.256401	-0.716094	0.701854
BBS1	21.0516	19.5705	-0.105255	0.970547
DENND4A	9.4802	9.42786	-0.00798665	0.991793
AC005017.2	0	0	0	1
IGDCC3	0	0.00217549	Inf	1
GCSAM	0.0931986	0.180237	0.951514	1
ANKRD36C	1.12854	0.906297	-0.316406	0.411988
SLC26A9	0.142925	0.302545	1.08189	1
MFSD4	0.83674	0.266392	-1.65123	0.0445311
PELI3	6.56335	3.6575	-0.843574	0.584602
TTC9B	0.10124	0.268127	1.40514	1
MYO1H	0.245424	0.102186	-1.26408	1
TMEM81	2.01704	1.9601	-0.0413165	0.953699
MRPL11	90.1593	95.6875	0.0858538	0.710817
KLK15	0.0247153	0	-Inf	1
IL20RB	44.8491	36.6948	-0.289502	0.113521
GOLT1A	0.0144768	0.0503637	1.79865	1
RP11-209A2.1	0	0	0	1
AKIRIN1	28.7979	34.5427	0.262415	0.197884
NPAS4	0	0	0	1
MSL2	14.4346	14.5385	0.0103479	0.988471
ZNF497	1.99601	1.32751	-0.588395	0.0472592
KLF14	0	0	0	1
TRAM1L1	0	0	0	1
CMKLR1	0.00193356	0.00571181	1.56269	1
ANGEL2	17.7712	20.8976	0.233796	0.697597
UGT8	0.143126	0.105473	-0.440416	1
KY	0	0.00677034	Inf	1
IQCK	5.65105	4.74197	-0.253033	0.841181
SLCO2A1	0.270706	0.492432	0.863199	0.421273
ZNF266	8.44991	8.99705	0.0905164	0.888157
OR7D4	0	0	0	1
SLC29A2	20.9242	16.831	-0.314051	0.0134864
BRSK2	2.12906	1.51096	-0.494757	0.454203
VN1R6P	0	0	0	1
FAM47DP	0	0	0	1
GRIK1-AS1	0	0.0578373	Inf	1
B3GNT1	12.3646	10.4506	-0.242621	0.102943
TMEM167A	90.0954	92.6576	0.0404557	0.946951
LEP	0	0.00358732	Inf	1
SH3PXD2B	2.1086	2.21893	0.0735793	0.965486
RP11-79L9.2	0.0455243	0.143751	1.65887	1
KIAA1551	6.78621	8.60395	0.342393	0.745257
LARP7	77.8766	72.7873	-0.0975037	0.931128
FGFBP3	1.84091	1.60033	-0.202053	0.47635
NR1D2	7.51468	10.4613	0.477282	0.613337
PABPC5	0	0.00394754	Inf	1
BRMS1	40.2199	45.248	0.169943	0.523874
RPL15	723.727	720.122	-0.00720539	0.983256
C4orf32	5.64251	6.20333	0.136707	0.498857
HRAS	83.5891	69.4969	-0.266365	0.869192
WDR49	0	0	0	1
SRP72	73.7662	74.0422	0.00538713	0.988139
PCP2	0.355972	0.338403	-0.0730211	0.986947
RIN1	21.2536	17.6673	-0.266629	0.389407
C4orf26	0.0376039	0.00577526	-2.70293	1
THAP6	23.6265	21.6775	-0.124207	0.959588
CEP135	3.1278	4.3217	0.46645	0.00441694
FZD4	4.32106	4.80072	0.151863	0.897691
CD248	0.0298701	0.0459937	0.622731	1
BTC	0.991948	2.86452	1.52996	0.00103163
PDZK1	0.623762	0.55076	-0.179573	0.916096
EMR1	0.594606	1.2354	1.05497	0.000538752
DENND6A	21.4557	20.5907	-0.0593729	0.958827
PDE12	10.029	10.9568	0.127638	0.502552
GLMN	8.10751	10.7989	0.413553	0.0933008
DNAH12	0.0420752	0.0342909	-0.295147	1
YIF1A	103.512	94.704	-0.1283	0.831767
CNIH2	0.445855	0.645907	0.534753	0.822302
AMY1B	0	0	0	1
NLRP6	0.00682933	0.0329052	2.2685	1
NDUFA11	144.134	134.301	-0.101946	0.641535
RSRC1	30.7875	29.8515	-0.0445407	0.925982
CATSPERD	0.00695435	0.0585832	3.0745	1
C3orf55	0	0	0	1
RAB1B	83.558	83.4541	-0.00179526	0.995839
METTL15P1	1.12145	0.847737	-0.403683	0.671259
OR9G1	0	0	0	1
PTDSS2	25.9388	22.976	-0.174983	0.588978
C19orf70	48.7354	47.9527	-0.0233594	0.986311
C3orf33	3.3182	3.77848	0.187404	0.725242
AC067721.2	0	0	0	1
OR5M3	0	0	0	1
SEZ6L2	25.143	22.7242	-0.145927	0.867654
ASPHD1	23.9118	18.4725	-0.372344	0.0561282
OR5R1	0	0	0	1
KCTD13	9.39027	10.637	0.179853	0.924473
P2RY14	0	0	0	1
AMZ1	0.641599	0.259449	-1.30622	0.343355
GPR171	0	0	0	1
GPR149	0	0	0	1
CD164L2	0	0	0	1
FUT1	0.94113	0.477098	-0.980107	0.000538752
DHX36	73.5118	85.2242	0.213288	0.56859
OR5J2	0	0	0	1
ZIC4	0	0	0	1
OR10AG1	0	0	0	1
AC026271.5	0.0158104	0.0173561	0.13457	1
OR4S2	0	0	0	1
FBXW8	3.16802	3.50429	0.145539	0.702219
CA5A	0	0	0	1
ZG16	0.284495	0.0718967	-1.98441	1
KLC2	24.5771	33.6306	0.452462	0.470802
SLC22A1	0.82019	1.1484	0.485596	0.889175
TEX36	3.68887	4.49086	0.283812	0.620318
CTBP2	37.2944	42.2472	0.179897	0.57593
CHST2	0	0	0	1
ZDHHC14	7.32957	4.95284	-0.565472	0.537233
ATR	15.0731	17.9298	0.250392	0.722735
C17orf76-AS1	684.728	587.539	-0.220846	0.239648
UBE2C	125.302	128.887	0.0406935	0.925972
DSG4	0	0.00341328	Inf	1
GK5	11.2558	9.08236	-0.309525	0.539714
VCPIP1	2.21716	3.14152	0.50275	0.000538752
RTP1	0.0225844	0.00601467	-1.90877	1
DES	6.19636	7.10621	0.197661	0.677327
PDIK1L	6.10817	4.79934	-0.347904	0.19092
SPSB4	0	0	0	1
RAG2	0.432044	0.407688	-0.0837154	0.97716
TRAF6	3.32975	4.86285	0.546389	0.276189
ZNF654	1.45791	2.06022	0.498892	0.360544
FAM18B2	2.2005	4.26133	0.953475	0.0857737
MRPS22	50.6443	54.7413	0.112231	0.903812
PACS1	37.1446	37.6152	0.0181626	0.981458
WFDC5	0	0	0	1
MARCKSL1	8.65161	23.6751	1.45233	0.000538752
SH3BP5L	10.7394	12.556	0.225467	0.394003
OR2T1	0	0	0	1
C1orf126	0.159873	0.0447939	-1.83555	1
YPEL2	2.70663	2.60328	-0.056164	0.970561
CADM2	0	0	0	1
ABO	0.0145975	0	-Inf	1
PSMD2	378.792	402.262	0.0867271	0.939221
FAM182B	0.54228	0.512591	-0.0812291	0.974253
PPM1E	0.00314117	0.0144359	2.20029	1
FAM131A	7.54054	6.2567	-0.269267	0.927715
CSRP2	10.6041	13.6621	0.365559	0.821828
INHBC	0.112964	0.0535782	-1.07614	1
PARL	57.3637	64.3501	0.165804	0.520282
DDIT3	14.8526	31.2491	1.0731	0.0258047
PCCA	8.01884	11.4062	0.508357	0.14862
HIGD2B	0.0113971	0.0723913	2.66715	1
DCTN2	124.423	117.735	-0.0797182	0.864625
NPPA	0.16931	0.0988306	-0.776639	1
ZNF408	7.61549	11.9215	0.646559	0.0101569
CTDSP2	61.3958	52.9571	-0.213314	0.548267
CKAP5	86.8165	89.2038	0.039137	0.962728
ARHGAP1	24.7034	26.2997	0.090338	0.738431
MED16	7.18359	7.75468	0.110362	0.646507
ATG13	86.394	93.8675	0.119694	0.818585
GAL3ST3	0.0602254	0.0174901	-1.78383	1
C1orf127	0.26972	0.149742	-0.848987	1
CHST1	0	0	0	1
GOLGA8A	10.7803	9.78987	-0.139036	0.843061
VWA3A	0.0150441	0	-Inf	1
TP53I11	1.98744	0.553255	-1.84489	0.000538752
APITD1	56.0732	41.3839	-0.438242	0.000538752
DOLK	10.8127	10.5022	-0.0420318	0.977981
PHYHD1	0.0900339	0.271156	1.59058	1
CATSPER1	3.79317	3.5723	-0.0865525	0.913254
ANKRD30BP1	0	0	0	1
CCNE2	47.19	39.9705	-0.239544	0.670454
AGXT2L2	23.2779	21.8659	-0.0902763	0.947276
ANKS4B	0.00352901	0	-Inf	1
CST6	0.0405111	0.0700095	0.789235	1
GRAMD2	3.99689	3.26432	-0.292095	0.627364
RP11-681B3.3	0	0	0	1
ZNF519	4.17869	3.4728	-0.266952	0.655167
LSM1	31.4413	37.1737	0.241619	0.523007
PROP1	0	0	0	1
ISX	0.01127	0.0270356	1.26237	1
BANF1	742.132	818.411	0.14115	0.659167
APOF	0.0183242	0.0128482	-0.512193	1
CHRNA7	0.0777523	0.117948	0.601188	1
TMEM9B	20.48	26.065	0.3479	0.00808873
NRIP3	0.0147453	0.00897018	-0.717045	1
PTPN2	41.7644	51.7265	0.30863	0.247581
SCUBE2	0.529394	1.79817	1.76412	0.0305365
EIF1AD	23.9563	26.4456	0.142623	0.910856
SMAD2	89.8883	111.175	0.306628	0.206839
EIF3F	152.499	135.071	-0.175085	0.243654
OR10A6	0	0	0	1
ZNF25	0.422491	0.417543	-0.0169966	0.985654
OR10P1	0	0	0	1
ARL10	0.0209966	0.0187342	-0.164481	1
CLTB	122.509	104.762	-0.225764	0.45823
PCSK1	2.75531	2.84198	0.0446788	0.988575
LPL	0	0.0057202	Inf	1
RFESD	3.1824	2.29631	-0.470798	0.540536
CCDC14	24.6304	21.1855	-0.21736	0.60663
TBC1D10C	0.309354	0.129861	-1.25229	1
SART1	44.1682	50.9929	0.207287	0.764604
PPP2R2D	23.2756	24.3523	0.0652435	0.896703
MCTP1	7.64723	12.9777	0.763027	0.481875
POLD4	25.1124	17.0891	-0.555326	0.0153955
OR52W1	0	0	0	1
LRRC25	0.0114552	0.0537923	2.23139	1
DPP10	0	0	0	1
CLCF1	3.38007	3.45361	0.0310555	0.972338
AL078621.13	0	0	0	1
TSGA10IP	0.0220301	0	-Inf	1
GPR152	0	0	0	1
UBQLNL	0	0.00572787	Inf	1
UBQLN3	0	0	0	1
PNLIP	0	0	0	1
LIPT2	3.27209	3.28862	0.00727154	0.997427
KCNE3	0.189826	0.201039	0.0827914	1
CABP4	0	0.0301639	Inf	1
ALG10B	10.2798	9.37292	-0.133249	0.762459
DRAP1	93.3416	91.4048	-0.03025	0.953251
LONRF3	3.73029	6.64849	0.833736	0.000538752
UCP3	0.34422	1.05148	1.61102	0.00480514
UCP2	163.997	107.566	-0.60845	0.0321586
C11orf68	12.5116	9.6689	-0.371845	0.0098168
PAAF1	20.0846	20.9548	0.0611905	0.943831
MRPL48	108.279	102.951	-0.0727951	0.926719
RAB6A	62.7521	56.9936	-0.138863	0.607653
P2RY2	0.796028	0.577478	-0.463054	0.22524
FOSL1	3.25883	15.5708	2.25642	0.000538752
ERCC4	12.0961	14.268	0.238238	0.756243
C7orf10	1.50078	1.2244	-0.293638	0.868022
CCDC85B	41.5701	37.1473	-0.162287	0.328106
RP11-276H1.3	0.00504353	0	-Inf	1
TMEM70	21.1139	24.6174	0.221482	0.364226
LINC00476	11.3158	9.90168	-0.192599	0.948748
OR4B1	0	0	0	1
RPS6KB2	74.4789	68.4274	-0.122258	0.656733
RMI2	30.6262	37.0267	0.273801	0.0699235
PRM1	0	0	0	1
DRD5P2	0.0239083	0	-Inf	1
TOM1L2	16.3526	12.4971	-0.38792	0.4414
TEX26	0	0	0	1
GOLGA8EP	0	0	0	1
ZNF77	1.60997	2.18695	0.441888	0.0494337
GPR156	0.100983	0.0642431	-0.652497	1
LINC00521	0.170769	0.097878	-0.802987	1
LINC00116	14.2401	13.9654	-0.0281051	0.968873
C1orf172	0.00544087	0.00608852	0.162254	1
B3GNTL1	12.0128	11.601	-0.0503179	0.977592
RBMXL3	0	0	0	1
MLXIP	10.619	10.9154	0.0397049	0.981811
C11orf44	0	0	0	1
BAK1P1	0.601443	1.11377	0.888953	0.00878921
RWDD4P2	0	0	0	1
NR2F1	28.4812	32.1819	0.176238	0.653686
C15orf54	0	0	0	1
EIF3KP1	0	0	0	1
AURKAIP1	122.554	119.188	-0.0401828	0.898812
TTLL11	3.70253	2.98392	-0.311299	0.293915
EIF4E1B	0.0319492	0	-Inf	1
TOMM5	102.217	113.222	0.14752	0.652688
AC112229.7	0.201574	0.213091	0.0801595	1
RP11-121M22.1	0.0204497	0.00614588	-1.73439	1
C15orf53	0	0	0	1
SLC35E3	6.64335	6.01038	-0.144456	0.908463
PRIMA1	0	0	0	1
ZNF169	0.816878	0.967248	0.243766	0.823881
RUVBL1	67.1107	73.262	0.126523	0.829048
SFN	219.482	159.2	-0.463263	0.000538752
OR52B3P	0	0.0356245	Inf	1
MSRA	10.3053	9.25902	-0.154457	0.632882
ZNF645	0	0	0	1
CCDC168	0.00119621	0.00940793	2.9754	1
CTDNEP1	116.804	120.778	0.0482632	0.941856
AP001266.1	1.85763	2.6189	0.495498	0.433472
ETV4	1.5764	2.26764	0.524557	0.628753
FAM172BP	0.152385	0.425832	1.48256	0.0586312
SWI5	74.5537	65.954	-0.176819	0.691212
GAPT	0	0	0	1
BAIAP2	28.6351	27.4528	-0.0608294	0.954124
CALCB	0	0	0	1
AC004840.9	0.973583	0.695426	-0.485407	0.171214
CREG2	26.7091	23.8992	-0.160366	0.515688
WBSCR28	0.883408	0.916998	0.0538395	0.971168
HOXD8	1.11413	0.791366	-0.4935	0.7173
RPL7AP66	0.0831406	0.0229398	-1.8577	1
AC009336.1	0.00553351	0.0233313	2.076	1
ZDHHC21	0.0509761	0	-Inf	1
TSPEAR	0.00684151	0.00314453	-1.12147	1
PLEKHF2	7.63235	9.26358	0.279442	0.129222
S1PR2	5.12537	5.63455	0.136642	0.968598
A2M	2.09309	1.48335	-0.496774	0.571204
ARL4D	10.7902	20.8181	0.948117	0.000538752
AC127496.1	0.683922	0.547467	-0.321059	0.741579
DOK7	0.831641	0.741668	-0.165188	0.927348
LRRN1	0	0	0	1
UBE2O	18.8883	23.1448	0.293195	0.533744
ORAI3	6.92672	3.94632	-0.811665	0.0285934
KLHL38	0	0.010809	Inf	1
RP11-544L8__B.4	0	0	0	1
UNC119B	14.3201	10.3707	-0.465532	0.0211982
DENND2C	1.77026	1.54655	-0.194914	0.702343
PLEKHD1	0.00615188	0	-Inf	1
FAM220BP	0	0	0	1
ASCL3	0.0243717	0.0335831	0.462526	1
TUBB6	64.0398	57.5576	-0.153962	0.797913
LYSMD3	2.31804	3.03399	0.388311	0.624733
AMIGO3	2.03756	0.668393	-1.60807	0.536647
B3GALT6	10.6736	9.00216	-0.245701	0.0818934
ZNF613	0.678392	0.996707	0.555051	0.514987
C11orf16	0.143197	0.197557	0.464268	1
CXorf59	0	0.0109721	Inf	1
TMPRSS7	0.00863892	0.00554841	-0.638778	1
RP1-146I3.1	0	0	0	1
NUPR1	10.8933	17.8464	0.712199	0.000538752
JAKMIP2	0	0.00415757	Inf	1
RPL23P2	2.52839	1.89646	-0.41491	0.759462
MBLAC2	0.631896	0.671955	0.0886765	0.952897
TPRN	139.255	103.267	-0.431353	0.712429
LINC00302	0	0	0	1
KCNE1L	0.257162	0.538866	1.06725	0.782475
AL357153.1	0.0199	0.0277623	0.480357	1
ZNF683	0	0	0	1
SLC35A4	56.2117	51.629	-0.12269	0.698333
AIM1L	28.9641	14.1034	-1.03823	0.0111727
IP6K1	21.8044	28.1304	0.367511	0.342047
SSNA1	85.8043	87.0172	0.0202503	0.960423
CSTF3	61.3804	69.7636	0.184696	0.682315
YES1	17.9877	19.1099	0.0873098	0.885418
CHMP6	14.2909	13.265	-0.10747	0.805027
AQP7P4	0	0	0	1
DLEU1	15.4069	12.7413	-0.27407	0.250267
UFSP1	1.27465	1.32487	0.0557507	0.961061
AL445665.1	0.0121939	0.0409362	1.74722	1
MC5R	0	0	0	1
TMEM39A	17.3985	17.3777	-0.00172309	0.997309
TCP11L1	13.2971	10.3903	-0.355865	0.427424
GPX2	0.301562	0.18302	-0.720457	1
CCDC57	21.1841	21.6477	0.031231	0.978551
HSF5	0.00245197	0	-Inf	1
FOXG1	0	0	0	1
SPHK1	12.2269	17.5684	0.522924	0.0141357
BNIP3	59.6945	33.1722	-0.847621	0.000538752
ENTHD1	0	0	0	1
MYPOP	3.02143	3.02546	0.0019209	0.996044
CH17-12M21.1	0	0	0	1
CIDEA	0.0139288	0	-Inf	1
OR11H4	0	0	0	1
OR4D11	0	0	0	1
LRRTM4	0.276251	0.229219	-0.269252	1
ATAD5	4.81556	5.33072	0.146625	0.487604
C8orf40	27.3994	25.1408	-0.124114	0.888143
OR11H6	0	0	0	1
ZNF404	0.0562718	0.0641716	0.189524	1
RTTN	5.74254	5.06588	-0.180876	0.711878
CTAGE15P	0.0553076	0.0290319	-0.929841	1
OR4K17	0	0	0	1
OR10H4	0	0	0	1
RP5-1193P9.4	0	0	0	1
