symbol	uninfected_48.FPKM	SC35M_wt_48.FPKM	uninfected_48_SC35M_wt_48.logfc	uninfected_48_SC35M_wt_48.qvalue
SMAP1	6.72204	8.26914	0.298838	0.643868
RPS12	1534.09	7589.4	2.3066	0.000538752
C6orf62	88.9022	52.9704	-0.747033	0.00103163
B3GAT2	3.26981	2.19015	-0.578179	0.000538752
GMNN	64.4609	54.929	-0.230856	0.190778
EYA4	24.6434	9.18916	-1.4232	0.000538752
SOBP	0.00700412	0.100811	3.84731	1
NR2E1	0	1.24992	Inf	0.000538752
SNX3	120.476	158.417	0.394981	0.00194575
SLC17A2	0	0.0492686	Inf	1
HBS1L	46.5496	51.3661	0.142047	0.694138
TRIM38	5.51628	4.46929	-0.303651	0.309106
PEX7	2.96985	2.4972	-0.250083	0.432952
ZBTB24	4.79888	3.59043	-0.41854	0.00737689
FIG4	3.4945	5.33228	0.609668	0.34404
PERP	107.376	139.539	0.378001	0.000538752
KIAA1244	1.17336	0.372737	-1.65442	0.000538752
SLC16A10	0	0.774763	Inf	0.000538752
HECA	3.19761	1.89201	-0.757071	0.000538752
GPR126	8.29351	7.84459	-0.0802845	0.914241
PHACTR2	2.98868	3.82701	0.356708	0.769213
EPM2A	1.32169	1.28081	-0.045329	0.968974
OR12D3	0	0	0	1
SLC39A7	80.4777	82.8259	0.0414938	0.926646
CCR6	0.0318936	0.556079	4.12395	0.00149606
UNC93A	0	0.109716	Inf	1
SLC22A2	0	0.308185	Inf	1
PHF1	16.1121	31.1641	0.951738	0.0379494
CUTA	202.676	303.067	0.580461	0.000538752
PACRG	0	0	0	1
QKI	49.1943	23.7672	-1.04952	0.00362295
C6orf118	0	0	0	1
PDE10A	1.41155	2.03866	0.53034	0.152593
MDFI	0.0646113	0.0874511	0.436691	1
TFEB	9.79048	6.55488	-0.578812	0.180994
SMOC2	0	0.0345765	Inf	1
CCND3	75.0871	72.9646	-0.0413689	0.974205
BYSL	36.4985	39.975	0.131264	0.657906
FAM120B	7.40463	3.00126	-1.30286	0.000538752
TBP	10.9705	8.1798	-0.423493	0.185745
GUCA1B	0.0829462	1.22648	3.8862	0.0455263
PRPH2	0.00323533	0.764129	7.88376	0.357551
KIAA0240	4.20012	3.39953	-0.305097	0.0277639
PPP2R5D	25.2284	24.8413	-0.0223049	0.982311
MRPL2	84.2201	72.7443	-0.21133	0.653077
PTK7	0.412441	3.46638	3.07117	0.000538752
SRF	16.276	17.0083	0.0634942	0.866293
CUL9	12.1472	12.3573	0.0247322	0.982785
NUDT3	27.4634	28.6458	0.060816	0.826538
C6orf108	118.795	240.256	1.0161	0.000538752
DUSP22	5.46289	5.7122	0.0643813	0.875845
EXOC2	27.9484	67.6037	1.27434	0.000538752
COX7A2	845.108	3112.12	1.88069	0.000538752
TMEM30A	40.3557	45.329	0.167662	0.841778
GMDS	23.4029	20.5799	-0.185455	0.695866
SENP6	30.8775	26.2752	-0.232851	0.53555
IMPG1	0.00265542	0	-Inf	1
VEGFA	65.1227	52.7387	-0.304298	0.38333
PRPF4B	37.9383	23.0673	-0.717808	0.0532749
TTK	21.8855	16.7394	-0.386729	0.152413
SLC29A1	28.9676	14.9604	-0.953294	0.000538752
WISP3	0.058959	0.40413	2.77703	0.0361598
BTN2A1	6.75595	16.0335	1.24686	0.000538752
LAMA4	0	0.00802097	Inf	1
FAM46A	84.6842	47.345	-0.83888	0.273354
CLIC5	0.314828	0	-Inf	1
FBRSL1	294.03	347.741	0.24205	0.90968
ENPP5	0	0	0	1
LY86	0	0	0	1
PRSS16	2.33275	1.7003	-0.45624	0.43219
MEP1A	0.0224073	0	-Inf	1
TBX18	0	0	0	1
ERBB2IP	20.7079	11.3592	-0.866322	0.0470165
PCDHB2	0.866522	0.311909	-1.47411	0.000538752
HARS2	21.3118	16.4721	-0.371624	0.521455
NUDT12	6.66414	3.48724	-0.934334	0.000538752
CEP72	16.6017	7.93256	-1.06547	0.0737956
MAN2A1	28.2707	19.8276	-0.511795	0.34515
SEMA5A	0	0	0	1
C7	0	0	0	1
PAPD7	21.2973	10.8436	-0.97383	0.000538752
GHR	0	0.0588897	Inf	1
HMGCS1	10.5742	23.891	1.17592	0.00103163
DAP	58.9337	92.7388	0.654081	0.0051878
NME5	0	10.1771	Inf	0.000538752
BRD8	92.243	35.4874	-1.37813	0.000538752
KIF20A	64.5142	52.636	-0.293567	0.558328
NNT	52.0836	19.2477	-1.43615	0.000538752
MRPS30	106.42	57.0909	-0.898443	0.000538752
HSPA9	636.221	509.385	-0.320773	0.800241
MRPS27	294.785	186.391	-0.661328	0.471933
PFDN1	38.7331	43.4416	0.165512	0.850526
HBEGF	0.68834	7.88805	3.51848	0.000538752
SLC4A9	0.0278936	0.257946	3.20906	1
LOX	11.5744	3.52844	-1.71383	0.000538752
GZMK	0	0.145852	Inf	1
CDH9	0	0	0	1
APBB3	10.6801	8.75388	-0.286931	0.855581
TMCO6	15.9457	14.0952	-0.177963	0.942814
SPARC	0.246282	0.443743	0.849412	1
IK	147.052	133.281	-0.141857	0.890005
HMGCR	55.3308	59.0182	0.0930789	0.935853
COL4A3BP	11.6311	8.4849	-0.455024	0.329925
FAF2	18.4569	39.1616	1.08528	0.0501676
HAND1	0	0.101636	Inf	1
PCDHB3	0.0131229	0	-Inf	1
PCDHB5	0.0153421	0.0903017	2.55726	1
PCDHB6	0	0.0639882	Inf	1
PCDHB7	0.0121829	0.0140906	0.209873	1
PDE8B	17.1068	4.726	-1.85588	0.00629617
CLK4	6.31772	9.78825	0.631647	0.0358995
PCDHB15	0	0	0	1
HAVCR1	0	0.123955	Inf	1
GRM6	0	4.39767	Inf	0.000538752
ITK	0	0.0626255	Inf	1
RNF130	37.3095	46.0625	0.304051	0.250658
THG1L	20.5176	8.15657	-1.33083	0.000538752
ARSB	7.30293	10.5385	0.529127	0.182308
CLINT1	50.0373	46.6378	-0.101506	0.893582
THBS4	0.118104	2.65232	4.48912	0.00480514
CNOT6	25.6375	33.3888	0.381108	0.527707
IL12B	0	0	0	1
BTNL8	0	0.0679075	Inf	1
TTC1	40.3323	41.3523	0.0360304	0.933045
MSH3	9.6631	6.8989	-0.486121	0.2777
RASGRF2	0.0978247	0.145046	0.568237	1
GABRG2	0.00481885	0	-Inf	1
CCNG1	101.025	36.4577	-1.47042	0.000538752
POLR3G	10.9406	15.6512	0.516579	0.510555
DROSHA	265.417	184.681	-0.523224	0.425636
CDH6	0	0.132818	Inf	1
LMNB1	194.226	89.1089	-1.1241	0.000538752
ARRDC3	20.0331	38.4633	0.941098	0.000538752
GOLPH3	56.4524	30.9469	-0.867238	0.000538752
SUB1	460.922	695.259	0.593029	0.000538752
NPR3	0.651036	1.76459	1.43853	0.00402791
FAM172A	8.5973	6.09742	-0.495685	0.734978
SLC27A6	0.0373252	0	-Inf	1
TARS	375.514	224.139	-0.744473	0.00149606
IRX4	0	0.339282	Inf	1
LNPEP	4.12482	2.93111	-0.492884	0.163179
PDE4D	13.7199	10.1962	-0.428247	0.195782
RAD1	38.5292	23.0401	-0.741806	0.101416
BRIX1	73.3265	142.646	0.960036	0.000538752
AGXT2	0	2.79348	Inf	0.000538752
PRLR	0	0.0530954	Inf	1
SLC12A7	5.65855	5.93645	0.0691688	0.945361
IL4	0	0.308103	Inf	1
RAD50	26.4175	17.5733	-0.588107	0.448032
IL5	0.0167579	0.41533	4.63134	0.158553
ST8SIA4	0.00620991	0.0593282	3.25607	1
GNPDA1	35.0949	48.4692	0.465808	0.101803
PCDH12	0.184539	0.871623	2.23978	0.066107
SKP1	378.112	665.702	0.816063	0.000538752
NUP155	35.2313	46.1411	0.389194	0.254898
PPP2CA	226.813	291.035	0.359693	0.355078
FGF1	0	0	0	1
NR3C1	39.8845	22.6257	-0.817867	0.0283169
C5orf15	27.7301	37.1992	0.423816	0.20304
PPWD1	21.0423	21.3327	0.0197709	0.976621
LIFR	10.8975	11.4777	0.0748302	0.92996
TRIM23	6.21871	4.55539	-0.44904	0.299467
C5orf44	11.3345	10.8721	-0.0600956	0.960877
C9	0.00422687	0.390131	6.52822	0.062502
SEC24A	6.96715	11.323	0.700612	0.0489389
TXNDC15	37.4732	40.7221	0.119953	0.859857
TTC33	16.9715	11.5487	-0.555378	0.0474922
RARS	65.0461	58.3038	-0.157874	0.561926
WWC1	55.7265	39.8006	-0.485574	0.647539
H2AFY	197.64	276.647	0.485167	0.559424
TCERG1	93.1789	90.7562	-0.0380064	0.956497
DPYSL3	0.0145318	0.0097246	-0.579505	1
SMAD5	28.1161	19.8984	-0.498742	0.655698
CSNK1A1	108.293	70.6118	-0.616958	0.00362295
HMGXB3	14.6525	18.1601	0.309629	0.474912
ERGIC1	47.8529	80.8354	0.75638	0.000538752
PDGFRB	2.78115	4.11376	0.564772	0.69037
CDX1	0.0112574	0	-Inf	1
ATP6V0E1	133.613	207.884	0.637726	0.000538752
BNIP1	7.69137	8.88318	0.207835	0.390875
STC2	43.5502	55.6451	0.353573	0.383258
CPEB4	15.9629	21.1875	0.408496	0.48357
HRH2	0	0	0	1
DBN1	30.5692	33.0975	0.114642	0.899428
ZNF346	18.3945	12.7347	-0.530503	0.510491
UNC5A	0.00604354	0.0399305	2.72403	1
EHHADH	3.17701	20.6965	2.70365	0.00629617
CNTN3	0	0.0126483	Inf	1
SMC4	327.653	335.308	0.0333187	0.968827
SELK	43.2618	99.5219	1.20192	0.000538752
ACTR8	18.3245	13.1397	-0.47984	0.0285934
TBCCD1	7.51006	15.3279	1.02926	0.00149606
TIMMDC1	77.4985	103.023	0.410724	0.000538752
CRBN	25.7827	21.205	-0.281995	0.711024
KNG1	0.00249603	0.516458	7.69287	0.551107
HRG	0.0424456	1.84259	5.43998	0.286619
BCL6	7.08702	12.2581	0.790486	0.0638704
HGD	0.0480721	1.87138	5.28276	0.516568
CLDN16	0	0.0653506	Inf	1
ARL6	3.33145	2.69296	-0.306954	0.708256
NPHP3	2.73164	7.20349	1.39893	0.0277639
CD86	0	0	0	1
AMOTL2	17.2117	29.868	0.795209	0.00592986
NIT2	38.9956	46.3068	0.247915	0.362024
FAM162A	92.8662	97.6763	0.0728537	0.833038
OGG1	11.471	17.4529	0.605468	0.468618
KPNA1	50.2701	35.9013	-0.485664	0.102761
PCCB	44.226	58.0927	0.393463	0.326093
UBE3A	22.6579	20.1885	-0.16648	0.360312
ARMC8	19.3429	38.0756	0.977057	0.219516
CEP70	7.40871	7.7724	0.0691375	0.937603
RBP2	0	0	0	1
RBP1	0.115809	0.0405318	-1.51462	1
SLC25A36	41.7399	33.502	-0.317178	0.433717
GRK7	0.0381608	1.63812	5.4238	0.00362295
RNF7	69.26	153.271	1.14599	0.000538752
TFDP2	17.3699	277.718	3.99896	0.000538752
XRN1	21.6666	20.2716	-0.0960088	0.966153
KAT2B	9.56663	16.7988	0.812272	0.181281
BCHE	0.0712743	0.245611	1.78492	1
SERPINI2	0	0.875085	Inf	0.000538752
PDCD10	87.0495	90.7633	0.0602727	0.943203
LRRC31	0	1.16872	Inf	0.000538752
WNT5A	55.4754	22.24	-1.31869	0.000538752
PFKFB4	8.24887	20.2257	1.29392	0.000538752
COL7A1	131.761	430.363	1.70763	0.00103163
FGF12	0.0369055	1.42879	5.27481	0.169361
PRKAR2A	35.8732	31.6507	-0.180669	0.737199
HES1	2.77431	362.362	7.02916	0.000538752
USP4	12.8928	30.6704	1.25028	0.000538752
ACAP2	69.826	48.5287	-0.524924	0.82934
ECT2	71.9934	59.1657	-0.283104	0.432634
GNAT1	0.00851391	8.6452	9.98786	0.330893
GNAI2	55.2997	80.4475	0.540776	0.000538752
TFG	70.5959	44.4897	-0.666114	0.000538752
USP9Y	0	0	0	1
HYAL1	19.2277	13.511	-0.509054	0.0445311
TUSC2	16.6404	64.5895	1.95661	0.000538752
NPRL2	14.3899	18.9288	0.395521	0.627261
RPL24	1085.89	2407.07	1.14841	0.000538752
CYB561D2	13.5826	10.6049	-0.357022	0.450422
C3orf14	0	0.0302159	Inf	1
FXR1	182.904	81.375	-1.16843	0.000538752
CBLB	2.23203	3.03381	0.442775	0.49481
BBX	56.5516	29.0309	-0.96198	0.179507
IFT57	0	0	0	1
GNB4	13.8763	20.4375	0.558593	0.0981172
HHLA2	0.105704	0.935671	3.14597	0.000538752
IQCG	6.40436	46.183	2.85023	0.000538752
GBE1	31.2716	16.6561	-0.908801	0.000538752
MORC1	0	0	0	1
UMPS	55.53	25.5869	-1.11786	0.00238261
NCBP2	70.9048	57.222	-0.309315	0.0957808
SNX4	16.0732	16.8103	0.0646901	0.949487
C3orf52	3.46585	4.00366	0.208112	0.82106
FRMD4B	1.93898	3.67961	0.924256	0.13422
SLC41A3	66.7149	44.8226	-0.573784	0.0321586
ROPN1B	0.0476444	0	-Inf	1
PLXNA1	14.1988	9.57623	-0.568237	0.354969
ATP6V1A	82.7609	71.408	-0.212863	0.627397
ABTB1	17.6996	9.72805	-0.863492	0.000538752
PODXL2	30.6363	49.9459	0.705123	0.000538752
UPK1B	0.0656092	1.16053	4.14474	0.297251
CSPG5	0.911419	4.27261	2.22893	0.000538752
KLHL18	14.3859	69.269	2.26755	0.000538752
SCAP	26.5731	31.3338	0.237753	0.488577
CCDC48	0	0.59389	Inf	0.0690123
KIAA1257	0.01888	1.33067	6.13915	0.0091353
NEK11	3.195	2.63439	-0.278342	0.919046
MRPL3	173.839	184.288	0.0842096	0.837557
PLSCR4	4.26682	1.30362	-1.71064	0.000538752
HEMK1	8.48463	5.15431	-0.719074	0.0202939
CISH	0.404741	0.261373	-0.630887	0.853033
MAPKAPK3	22.492	35.254	0.648375	0.0051878
ACVR2B	1.84911	1.55043	-0.254162	0.469
WDR48	22.2423	28.7263	0.369065	0.739647
COMMD2	37.1111	20.7759	-0.836943	0.0147632
GORASP1	28.1572	37.2953	0.405492	0.769526
PEX5L	0.0199586	0.547815	4.77861	0.000538752
RRP9	18.1448	22.7031	0.323331	0.0157125
ABCC5	15.0753	19.5147	0.372379	0.265396
AADAC	0.0178234	0	-Inf	1
ABHD14B	33.0775	39.2668	0.247462	0.327702
EIF1B	25.3238	29.781	0.233897	0.138716
ABHD14A-ACY1	0.208914	0.406685	0.961005	0.866349
ARHGEF26	0.135555	0.415195	1.61491	0.397273
KLHL24	11.7467	17.8435	0.603143	0.150737
PLCH1	0.0237311	0.144193	2.60315	1
VIPR1	0	0.0281723	Inf	1
DNAH1	1.58665	1.41355	-0.166668	0.892975
SSR3	171.276	218.177	0.34918	0.177924
ZBTB47	5.10798	2.82921	-0.852354	0.0374305
TNNC1	31.2434	70.1635	1.16717	0.00402791
NKTR	11.5975	22.5448	0.958981	0.0981172
CLCN2	17.433	19.0528	0.128187	0.972288
FOXP1	3.56153	6.8331	0.940043	0.0051878
EIF4G1	276.931	333.748	0.269232	0.556609
SPCS1	129.362	339.663	1.39269	0.000538752
NEK4	11.5497	29.316	1.34384	0.00362295
SLC4A3	0	0.0132308	Inf	1
INO80D	0.941662	1.34813	0.517678	0.369428
EEF1B2	502.183	1813.95	1.85285	0.000538752
ADAM23	0.0140527	0.389506	4.79273	1
DGUOK	45.9522	108.168	1.23506	0.000538752
MOB1A	55.0948	45.9354	-0.262309	0.288375
KANSL3	13.9766	15.5725	0.155982	0.861795
LMAN2L	13.736	17.7642	0.371012	0.0809086
RTKN	7.15473	5.20873	-0.457965	0.20052
TTL	14.4535	15.021	0.0555641	0.843731
IL1A	0.753582	3.70232	2.29659	0.000538752
CCL20	0.249145	4.10342	4.04177	0.000538752
PIKFYVE	3.75118	3.82173	0.0268815	0.976958
KCNIP3	0.0721436	0.0200314	-1.84861	1
FAHD2A	10.6961	8.63864	-0.308215	0.375063
NCL	822.749	788.691	-0.0609909	0.901967
ACTR1B	33.1386	23.5607	-0.492132	0.000538752
SLC35F5	26.0517	28.3342	0.121168	0.842926
ZAP70	0.195212	0.856262	2.13301	0.329523
ACTR3	68.422	67.8771	-0.0115357	0.982174
STEAP3	7.16029	3.97639	-0.848557	0.000538752
EPB41L5	0.393921	0.0467139	-3.07598	0.0157125
TFCP2L1	0.00209657	0.0291314	3.79647	1
SF3B14	130.139	326.226	1.32582	0.000538752
TP53I3	21.309	14.4863	-0.556774	0.0131611
DNAJC27	1.6418	2.57056	0.6468	0.606526
POMC	0	0.0432633	Inf	1
STAM2	4.61104	4.35729	-0.0816613	0.935819
OTOF	0.0345059	0.233744	2.76001	1
GPD2	24.4279	16.3628	-0.578108	0.225759
CENPA	27.98	17.339	-0.690375	0.0450161
CYTIP	0	0	0	1
ACVR1	2.43777	3.09342	0.343643	0.711067
TANC1	6.05566	2.70526	-1.16251	0.000538752
SLC30A3	0.766629	2.78951	1.86341	0.000538752
MPV17	37.7547	60.0607	0.669765	0.000538752
GTF3C2	94.5977	59.9362	-0.658378	0.0951966
EIF2B4	23.0735	23.9964	0.0565823	0.95979
NRBP1	24.9124	21.6231	-0.204292	0.4891
ITGB6	0.0114967	1.38687	6.91446	0.16905
FNDC4	0	0.106366	Inf	1
ITGA4	0	0	0	1
PSMD14	43.2471	56.6393	0.3892	0.210087
SNX17	45.7502	37.2795	-0.295397	0.0410376
ASB3	15.6006	14.4095	-0.114575	0.936254
PPM1G	121.73	108.722	-0.163045	0.278146
PDE1A	1.52682	0.581095	-1.39369	0.000538752
REEP6	6.41849	10.7565	0.744903	0.000538752
PCSK4	1.41718	7.78756	2.45814	0.000538752
GCG	0	0	0	1
APC2	1.69457	14.7153	3.11833	0.000538752
IFIH1	4.72431	5.23139	0.147092	0.600597
RPS15	1523.34	5574.16	1.87152	0.000538752
GCA	2.30041	2.85395	0.311073	0.541068
INO80B	35.4286	27.2976	-0.37614	0.370791
MOGS	48.1233	59.7429	0.312033	0.435941
TTC31	11.4411	10.0454	-0.187693	0.840933
NDUFS7	74.6532	134.767	0.852194	0.000538752
PCGF1	81.8272	179.115	1.13023	0.129574
GRB14	1.22566	1.20278	-0.0271777	0.990368
CLIP4	7.5784	11.7809	0.636489	0.378717
TLX2	0.0165093	1.85051	6.8085	0.326093
SPTBN1	34.3537	19.0846	-0.848058	0.000538752
AUP1	77.5644	101.974	0.394729	0.00666586
RTN4	153.257	146.565	-0.0644154	0.892829
HTRA2	22.6228	16.134	-0.487675	0.446448
LOXL3	2.98367	2.22279	-0.424717	0.66691
DOK1	2.62853	1.26356	-1.05677	0.320482
GALNT3	0	0	0	1
POLE4	92.2004	229.081	1.31301	0.000538752
TACR1	0.00387742	0.0238436	2.62043	1
CCDC88A	18.9506	16.5979	-0.191249	0.782768
ACADL	0.28206	0.50091	0.828547	0.318238
EVA1A	0.0197375	0	-Inf	1
MRPL19	47.3926	49.8276	0.0722837	0.889803
LANCL1	56.4987	26.5288	-1.09066	0.0252472
WDR75	16.6351	17.3693	0.06231	0.910362
EFEMP1	47.4719	22.677	-1.06585	0.000538752
REG1A	0	0	0	1
FANCL	32.5968	20.3056	-0.682856	0.000538752
FN1	0.379005	2.1375	2.49564	0.000538752
STAT1	24.4298	20.0248	-0.286851	0.659558
GLS	41.8907	26.7923	-0.644811	0.172557
PAPOLG	7.20927	7.77558	0.109098	0.926172
DNAH6	0.0196541	0.261813	3.73564	1
PECR	5.43546	2.35286	-1.20799	0.000538752
UNC50	31.9973	26.76	-0.257875	0.0951966
IGFBP2	0.0171494	0.364988	4.41162	0.00629617
ELMOD3	5.51991	9.29031	0.751082	0.357619
IGFBP5	0	0.0406774	Inf	1
USP34	53.3277	107.306	1.00877	0.273268
EFHD1	0.0551245	0.501517	3.18553	0.146627
KCNJ13	0.0136396	0.293805	4.42898	1
CCT4	173.508	251.894	0.537817	0.00402791
GGCX	26.1638	46.7794	0.838299	0.000538752
NEU2	0	0.228262	Inf	1
EHBP1	16.8263	27.7366	0.72107	0.00808873
OTX1	2.12828	1.289	-0.723442	0.0150847
TXNDC9	40.0695	25.2503	-0.666205	0.553127
COQ10B	6.05798	43.8644	2.85614	0.000538752
GNLY	0	1.4419	Inf	0.335027
SF3B1	94.5169	78.8949	-0.260641	0.724836
ST3GAL5	0.943732	6.29886	2.73864	0.000538752
CHST10	4.72586	1.89121	-1.32127	0.000538752
PDCL3	20.6684	16.979	-0.283679	0.165637
MOB4	14.096	16.9537	0.266316	0.943485
HSPE1	246.408	383.58	0.638478	0.150097
KDM3A	36.5872	15.7203	-1.21871	0.000538752
PLCD4	2.00683	5.75382	1.5196	0.000538752
CHMP3	76.8779	116.202	0.595992	0.0780051
ZNF142	7.24633	8.2486	0.186899	0.871167
IL1R2	0.162056	0.500544	1.62701	0.415956
PRKAG3	0	0.0618251	Inf	1
SMYD1	0	0	0	1
IL1R1	0.663354	1.00964	0.605984	0.611297
WNT6	1.41928	0.138033	-3.36207	0.278472
IL1RL2	0.0106902	0	-Inf	1
IL1RL1	0.0406086	1.95205	5.58706	0.000538752
IL18R1	1.20712	1.86793	0.629865	0.57651
IL18RAP	0	0.0306401	Inf	1
SLC9A2	0.911743	0.389797	-1.22591	0.000538752
FHL2	8.60465	24.5961	1.51524	0.000538752
MLPH	0	0.338268	Inf	1
CNPPD1	12.0701	4.56076	-1.40409	0.000538752
UXS1	11.5664	19.6988	0.76817	0.000538752
ABCB6	8.31435	5.97289	-0.477173	0.628157
STK16	14.5894	19.6712	0.431164	0.556484
SLC5A7	0	0	0	1
HDLBP	476.307	344.588	-0.467016	0.451779
PPP1R7	63.3733	93.6095	0.562779	0.227644
PASK	10.1576	10.2713	0.0160512	0.989071
STK25	59.0745	51.1655	-0.207365	0.635963
TPO	0.15176	0.0582761	-1.38082	1
PROC	0.115007	0.293407	1.35118	1
ID2	21.6091	582.819	4.75334	0.000538752
TAF1B	11.0736	9.91166	-0.159928	0.839181
HPCAL1	46.4286	75.0581	0.692994	0.000538752
ODC1	143.614	197.75	0.46148	0.00441694
BIRC6	20.6775	11.4008	-0.858924	0.110006
NOL10	17.4043	19.5882	0.170536	0.327596
PLEKHB2	19.2254	31.1371	0.695622	0.000538752
GORASP2	41.3942	27.1957	-0.606048	0.00773312
STRN	9.43157	6.30828	-0.580251	0.00773312
CEBPZ	66.6724	113.459	0.76701	0.0223696
PRKD3	24.5436	22.8367	-0.103988	0.949794
DCAF17	9.36481	9.98327	0.0922629	0.971391
QPCT	0	0.599895	Inf	0.0870367
RAB3GAP1	11.7427	7.26654	-0.692429	0.000538752
SLC25A12	13.319	7.44881	-0.838406	0.222731
FAM82A1	0.699415	0.881014	0.333017	0.841072
DLX2	0.17643	1.45564	3.04448	0.000538752
LCT	0	1.42565	Inf	0.000538752
DARS	77.9813	27.7621	-1.49001	0.000538752
SRSF7	114.124	168.905	0.565605	0.000538752
SDC1	13.0956	12.3583	-0.0836021	0.851295
PLCL1	0.181947	0.347241	0.932418	1
SLC1A4	4.85901	3.49669	-0.474669	0.600645
SOS1	39.0138	13.4662	-1.53464	0.00149606
KYNU	138.45	118.606	-0.223181	0.103327
RP11-153K16.2	0	0	0	1
WIPF1	0.00717318	0.0790853	3.46272	1
ORC2	30.1389	20.001	-0.591558	0.349358
COX7A2L	90.299	136.165	0.592569	0.000538752
PNO1	22.5474	48.4819	1.10449	0.000538752
ORC4	29.4996	19.0408	-0.631597	0.00878921
PLEK	0.00397023	0.508082	6.9997	0.511853
RND3	21.5645	70.1803	1.70241	0.000538752
ATF2	16.11	7.84749	-1.03765	0.00737689
THADA	14.4231	23.5898	0.709777	0.434057
AAK1	2.66575	13.8641	2.37874	0.000538752
TRAK2	8.93303	6.3267	-0.497698	0.670214
C2orf42	7.27231	23.463	1.6899	0.000538752
TIA1	63.5047	42.8382	-0.567964	0.278027
PCYOX1	44.8057	90.5184	1.01453	0.000538752
KISS1R	0	0.802897	Inf	0.000538752
EPAS1	34.892	54.4059	0.640867	0.1539
ARID3A	9.67385	8.86351	-0.126212	0.897691
SUMO1	107.687	132.053	0.294266	0.156383
CD207	0	0	0	1
GRIN3B	0.0086715	1.17627	7.08373	0.266806
VAX2	0.0425502	0.208165	2.29049	1
ATP6V1B1	9.89135	4.7749	-1.0507	0.274329
NFE2L2	64.3317	113.826	0.823223	0.00238261
MSH6	74.041	40.6101	-0.866485	0.145668
PLEKHA3	7.87789	7.34543	-0.100962	0.911486
SPR	28.7795	30.3356	0.0759723	0.762911
EPHA4	0	0	0	1
PARD3B	0.947146	1.20908	0.352256	0.785933
FARSB	30.3213	27.2828	-0.152336	0.366042
ALMS1	6.9836	4.67629	-0.578605	0.65293
BCL9	8.4317	2.95281	-1.51373	0.0597447
PRRX1	0	0	0	1
DHCR24	76.9935	36.5181	-1.07612	0.000538752
DNAJC16	12.0459	8.31604	-0.534568	0.659221
MARK1	5.2919	1.86908	-1.50146	0.154218
TNR	0	0	0	1
MORN1	13.4463	18.8062	0.484002	0.309202
GPX7	0	0.336814	Inf	1
CACYBP	200.609	220.864	0.138767	0.847538
SCP2	45.0644	88.2926	0.970306	0.000538752
TPSG1	0	0	0	1
PAPPA2	0.0306801	0	-Inf	1
RALGPS2	13.5766	7.82747	-0.794509	0.0656664
ANGPTL1	0.013633	0.247772	4.18384	1
CEP104	46.5054	55.2438	0.248416	0.694249
FAM20B	22.884	15.6373	-0.549352	0.0310803
TCEANC2	4.11018	1.55827	-1.39925	0.000538752
TMEM59	228.083	367.368	0.687671	0.000538752
LRRC42	22.282	16.4794	-0.435212	0.0805186
WRAP73	11.6878	12.4933	0.0961579	0.902565
NPHS2	0	0.0355598	Inf	1
MRPL37	94.2722	120.889	0.35878	0.00592986
ICMT	94.0665	78.0548	-0.269194	0.852106
RPL22	1274.88	4516.68	1.8249	0.000538752
CHD5	0.0114362	4.85921	8.73097	0.000538752
QSOX1	41.5253	22.9717	-0.854131	0.000538752
STXBP3	62.6015	25.3087	-1.30657	0.187966
PHF13	8.15588	5.67982	-0.521996	0.128552
ERRFI1	8.13965	12.2865	0.594031	0.000538752
PARK7	371.954	584.612	0.652355	0.000538752
KIAA1324	3.87036	7.62814	0.978866	0.277565
OPRD1	0	0.210733	Inf	1
AMPD2	44.0841	40.0946	-0.136852	0.758709
SRSF4	110.579	59.8506	-0.885635	0.203455
MECR	13.436	16.4731	0.294006	0.40479
KCNC4	2.82092	2.05534	-0.456789	0.0214887
EDEM3	12.9	16.2412	0.332288	0.603687
WDR77	67.4227	63.2506	-0.0921547	0.919952
ATP5F1	416.366	431.142	0.0503101	0.893053
RAP1A	62.4111	62.4441	0.000762197	0.998048
HDAC1	78.0022	106.702	0.451998	0.016942
CAPZA1	248.023	318.745	0.36193	0.609448
S100PBP	16.5859	29.8039	0.845538	0.431808
RNF19B	4.09916	5.63558	0.459237	0.00238261
SCAMP3	62.0565	96.6122	0.638622	0.000538752
TRIM62	1.29275	1.84575	0.513767	0.588541
ASH1L	9.51675	25.7445	1.43573	0.00737689
DLGAP3	0	0.0471597	Inf	1
SFPQ	184.945	250.714	0.438942	0.0121662
RHOU	12.3204	3.54395	-1.79762	0.0115022
GON4L	7.49997	43.1226	2.52349	0.000538752
ARHGEF2	81.2973	76.482	-0.0880882	0.947762
LAMTOR2	81.232	142.884	0.814724	0.000538752
MEF2D	13.7255	23.7763	0.792665	0.00149606
DOCK7	4.14901	4.29017	0.0482664	0.915446
SRM	276.803	545.299	0.978187	0.000538752
DLEU2L	0.2277	0	-Inf	1
FBXO2	40.1988	44.8394	0.157612	0.447344
FBXO6	1.35051	3.18833	1.2393	0.000538752
C1orf21	0.0296267	0.019559	-0.599065	1
SWT1	0.86808	2.17599	1.32578	0.0051878
MAD2L2	47.491	62.7345	0.401603	0.00149606
DNAJC6	3.03918	2.18275	-0.477535	0.384068
LEPR	0.896227	1.67253	0.900099	0.0656664
IVNS1ABP	36.8012	24.5788	-0.582337	0.000538752
KIAA2013	25.8046	21.5257	-0.261568	0.0394902
MFN2	68.8336	60.636	-0.182939	0.923081
