gene	process	chr	function	ENSG
ETFA	Electron Transport Chain	NA	electron carrier activity; flavin adenine dinucleotide binding	NA
ETFB	Electron Transport Chain	NA	electron carrier activity	NA
ETFDH	Electron Transport Chain	NA	electron-transferring-flavoprotein dehydrogenase activity	NA
ETHE1	Amino Acid Metabolism	NA	hydrolase activity	NA
EXOG	Replication & Transcription	NA	hydrolase activity; metal ion binding; nucleic acid binding	NA
FAHD1	Amino Acid Metabolism	NA	catalytic activity	NA
FAM162A	Apoptosis	NA		NA
FARS2	Translation	NA	ATP binding; magnesium ion binding; phenylalanine-tRNA ligase activity; tRNA binding	NA
FASN	Fatty Acid Biosynthesis	NA	[acyl-carrier-protein] S-acetyltransferase activity; [acyl-carrier-protein] S-malonyltransferase activity; 3-hydroxypalmitoyl-[acyl-carrier-protein] dehydratase activity; 3-oxoacyl-[acyl-carrier-protein] reductase (NADPH) activity; 3-oxoacyl-[acyl-carrier-protein] synthase activity; enoyl-[acyl-carrier-protein] reductase (NADPH; B-specific) activity; fatty acid synthase activity; myristoyl-[acyl-carrier-protein] hydrolase activity; oleoyl-[acyl-carrier-protein] hydrolase activity; palmitoyl-[acyl-carrier-protein] hydrolase activity; zinc ion binding	NA
FASTK	Electron Transport Chain	NA	protein kinase activity	NA
FASTKD1	Electron Transport Chain	NA	protein kinase activity	NA
FASTKD3	Electron Transport Chain	NA	protein kinase activity	NA
FASTKD5	Translation	NA		NA
FDPS	Metabolism of Lipids & Lipoproteins	NA	dimethylallyltranstransferase activity; geranyltranstransferase activity	NA
FDX1	Fe-S cluster biosynthesis	NA	2 iron; 2 sulfur cluster binding; electron carrier activity	NA
FDX1L	Fe-S cluster biosynthesis	NA	2 iron; 2 sulfur cluster binding; electron carrier activity	NA
FDX2	Heme Biosynthesis	NA	2 iron; 2 sulfur cluster binding; electron carrier activity	NA
FDXR	Fe-S cluster biosynthesis	NA	electron carrier activity; ferredoxin-NADP+ reductase activity; NADPH-adrenodoxin reductase activity	NA
FECH	Heme Biosynthesis	NA	2 iron, 2 sulfur cluster binding, ferrochelatase activity metal ion binding	NA
FEN1	Replication & Transcription	NA	DNA binding; endonuclease activity; flap endonuclease activity	NA
FGR	Mitochondrial Signaling	NA	ATP binding; protein tyrosine kinase activity	NA
FH	TCA Cycle	NA	fumarate hydratase activity	NA
FIS1	Mitochondrial Dynamics	NA	  	NA
FKBP8	Apoptosis	NA	FK506 binding; peptidyl-prolyl cis-trans isomerase activity	NA
FOXRED1	Electron Transport Chain	NA	oxidoreductase activity	NA
FPGS	Folate & Pterine Metabolism	NA	ATP binding; tetrahydrofolylpolyglutamate synthase activity	NA
FTH1	Heme Biosynthesis	NA	ferric iron binding; ferrous iron binding	NA
FTMT	Heme Biosynthesis	NA	ferric iron binding; ferrous iron binding	NA
FTSJ2	Translation	NA	rRNA (uridine-2'-O-)-methyltransferase activity	NA
FUNDC1	Mitochondrial Dynamics	NA	  	NA
FUNDC2	Mitochondrial Dynamics	NA	  	NA
FXC1	Import & Sorting	NA	P-P-bond-hydrolysis-driven protein transmembrane transporter activity	NA
FXN	Fe-S cluster biosynthesis	NA	ferric iron binding; ferroxidase activity; iron chaperone activity	NA
GADD45GIP1	Translation	NA	  	NA
GARS	Translation	NA	ATP binding; glycine-tRNA ligase activity	NA
GATC	Translation	NA	ATP binding; glutamyl-tRNA synthase (glutamine-hydrolyzing) activity	NA
GBAS	Electron Transport Chain	NA		NA
GCAT	Heme Biosynthesis	NA	glycine C-acetyltransferase activity; 5-aminolevulinate synthase activity; pyridoxal phosphate binding	NA
GCDH	Fatty Acid Degradation	NA	flavin adenine dinucleotide binding; glutaryl-CoA dehydrogenase activity	NA
GCSH	Amino Acid Metabolism	NA	  	NA
GDAP1	Mitochondrial Dynamics	NA	glutathione transferase activity	NA
GFER	Apoptosis	NA	flavin-linked sulfhydryl oxidase activity	NA
GFM1	Translation	NA	GTP binding; GTPase activity; translation elongation factor activity	NA
GFM2	Translation	NA	GTP binding; GTPase activity; translation elongation factor activity	NA
GHITM	Apoptosis	NA		NA
GK	Replication & Transcription	NA	glycerol kinase activity	NA
GK2	Replication & Transcription	NA	glycerol kinase activity	NA
GLDC	Amino Acid Metabolism	NA	glycine dehydrogenase (decarboxylating) activity; pyridoxal phosphate binding	NA
GLRX5	ROS Defense	NA	electron carrier activity; protein disulfide oxidoreductase activity	NA
GLS	Amino Acid Metabolism	NA	glutaminase activity	NA
GLS2	Amino Acid Metabolism	NA	glutaminase activity	NA
GLUD1	Amino Acid Metabolism	NA	glutamate dehydrogenase (NAD+) activity; glutamate dehydrogenase [NAD(P)+] activity; identical protein binding	NA
GLUD2	Amino Acid Metabolism	NA	glutamate dehydrogenase (NAD+) activity; glutamate dehydrogenase [NAD(P)+] activity; identical protein binding	NA
GLUL	Amino Acid Metabolism	NA	glutamate synthase activity; glutamate-ammonia ligase activity	NA
GLYAT;	Translation	NA	N-acetyltransferase activity	NA
GLYATL2	Translation	NA	N-acetyltransferase activity	NA
GLYATL3	Translation	NA	N-acetyltransferase activity	NA
GLYCTK	Fructose Metabolism	NA	glycerate kinase activity	NA
GOT2	Amino Acid Metabolism	NA	L-aspartate:2-oxoglutarate aminotransferase activity; pyridoxal phosphate binding	NA
GPAM	Metabolism of Lipids & Lipoproteins	NA	glycerol-3-phosphate O-acyltransferase activity	NA
GPAT2	Metabolism of Lipids & Lipoproteins	NA	glycerol-3-phosphate O-acyltransferase activity	NA
GPD1	Electron Transport Chain	NA	DNA binding; glycerol-3-phosphate dehydrogenase [NAD+] activity; NAD binding; protein homodimerization activity	NA
GPD2	Electron Transport Chain	NA	calcium ion binding; glycerol-3-phosphate dehydrogenase activity	NA
GPT2	Amino Acid Metabolism	NA	L-alanine:2-oxoglutarate aminotransferase activity; pyridoxal phosphate binding	NA
GPX1	ROS Defense	NA	glutathione peroxidase activity	NA
GPX4	ROS Defense	NA	glutathione peroxidase activity; peroxidase activity; cis-stilbene-oxide hydrolase activity; epoxide hydrolase activity; juvenile hormone epoxide hydrolase activity	NA
GRPEL1	Import & Sorting	NA	adenyl-nucleotide exchange factor activity; chaperone binding; protein homodimerization activity; unfolded protein binding	NA
GRPEL2	Import & Sorting	NA	adenyl-nucleotide exchange factor activity; chaperone binding; protein homodimerization activity; unfolded protein binding	NA
GSR	ROS Defense	NA	antioxidant activity; flavin adenine dinucleotide binding; glutathione-disulfide reductase activity; NADP binding; protein homodimerization activity; thioredoxin-disulfide reductase activity	NA
GSTZ1	Amino Acid Metabolism	NA	glutathione transferase activity; maleylacetoacetate isomerase activity	NA
GTPBP10	Translation	NA	GTP binding; GTPase activity; magnesium ion binding	NA
GTPBP3	Translation	NA	GTP binding; GTPase activity	NA
GTPBP5	Translation	NA	GTP binding; GTPase activity; magnesium ion binding	NA
GUF1	Translation	NA	GTP binding; GTPase activity; translation elongation factor activity	NA
HADH	Fatty Acid Elongation	NA	3-hydroxyacyl-CoA dehydrogenase activity; NAD+ binding	NA
HADHA	Fatty Acid Elongation	NA	3-hydroxyacyl-CoA dehydrogenase activity; coenzyme binding; enoyl-CoA hydratase activity; long-chain-3-hydroxyacyl-CoA dehydrogenase activity	NA
HADHB	Fatty Acid Elongation	NA	acetyl-CoA C-acyltransferase activity; long-chain-3-hydroxyacyl-CoA dehydrogenase activity	NA
HAGH	Pyruvate Metabolism	NA	hydroxyacylglutathione hydrolase activity; zinc ion binding	NA
HARS2	Translation	NA	ATP binding; histidine-tRNA ligase activity	NA
HCCS	Electron Transport Chain	NA	holocytochrome-c synthase activity	NA
HEMK1	Translation	NA	nucleic acid binding; oxygen-dependent protoporphyrinogen oxidase activity; protein methyltransferase activity	NA
HIBADH	Amino Acid Metabolism	NA	3-hydroxyisobutyrate dehydrogenase activity; NAD binding; phosphogluconate dehydrogenase (decarboxylating) activity	NA
HIBCH	Amino Acid Metabolism	NA	3-hydroxyisobutyryl-CoA hydrolase activity	NA
HIGD1A	Electron Transport Chain	NA		NA
HIGD2A	Electron Transport Chain	NA		NA
HINT2	Apoptosis	NA	nucleotidase activity	NA
HK1	Glycolysis	NA	ATP binding; fructokinase activity; glucokinase activity; hexokinase activity; mannokinase activity	NA
HK2	Glycolysis	NA	ATP binding; fructokinase activity; glucokinase activity; hexokinase activity; mannokinase activity	NA
HK3	Glycolysis	NA	ATP binding; fructokinase activity; glucokinase activity; hexokinase activity; mannokinase activity	NA
HKDC1	Glycolysis	NA	ATP binding; fructokinase activity; glucokinase activity; hexokinase activity; mannokinase activity	NA
HMGCL	Amino Acid Metabolism	NA	hydroxymethylglutaryl-CoA lyase activity	NA
HMGCS2	Amino Acid Metabolism	NA	hydroxymethylglutaryl-CoA synthase activity	NA
HRSP12	Translation	NA	deaminase activity	NA
HSCB	Fe-S cluster biosynthesis	NA	chaperone binding	NA
HSD17B10	Translation	NA	3-hydroxyacyl-CoA dehydrogenase activity; 7-beta-hydroxysteroid dehydrogenase (NADP+) activity; acetoacetyl-CoA reductase activity; estradiol 17-beta-dehydrogenase activity; steroid dehydrogenase activity; testosterone dehydrogenase (NAD+) activity	NA
HSD17B4	Bile Acid Synthesis	NA	3R-hydroxyacyl-CoA dehydratase activity; enoyl-CoA hydratase activity; oxidoreductase activity; protein homodimerization activity	NA
HSD17B8	Fatty Acid Biosynthesis	NA	2; 4-dienoyl-CoA reductase (NADPH) activity; oxidoreductase activity; acting on CH-OH group of donors	NA
HSD17B8	Metabolism of Vitamins & Co-Factors	NA	oxidoreductase activity; acting on CH-OH group of donors	NA
HSD3B1	Metabolism of Lipids & Lipoproteins	NA	3-beta-hydroxy-delta5-steroid dehydrogenase activity; oxidoreductase activity; acting on CH-OH group of donors	NA
HSD3B2	Metabolism of Lipids & Lipoproteins	NA	3-beta-hydroxy-delta5-steroid dehydrogenase activity; oxidoreductase activity; acting on CH-OH group of donors	NA
HSPA1B	Apoptosis	NA	ATPase activity; chaperone binding; unfolded protein binding	NA
HSPA9	Import & Sorting	NA	ATP binding; ATPase activity; unfolded protein binding	NA
HSPD1	Import & Sorting	NA	ATP binding; ATPase activity; coupled; unfolded protein binding	NA
HSPE1	Import & Sorting	NA	unfolded protein binding	NA
HTRA2	Apoptosis	NA	peptidase activity; serine-type endopeptidase activity	NA
IARS2	Translation	NA	aminoacyl-tRNA editing activity; ATP binding; isoleucine-tRNA ligase activity	NA
IBA57	Fe-S cluster biosynthesis	NA	aminomethyltransferase activity	NA
ICT1	Translation	NA	translation release factor activity	NA
IDE	Mitochondrial Signaling	NA	metal ion binding; metalloendopeptidase activity; zinc ion binding	NA
IDH1	TCA Cycle	NA	isocitrate dehydrogenase (NADP+) activity; magnesium ion binding; NAD binding	NA
IDH2	TCA Cycle	NA	isocitrate dehydrogenase (NADP+) activity; magnesium ion binding; NAD binding	NA
IDH3A	TCA Cycle	NA	isocitrate dehydrogenase (NAD+) activity; magnesium ion binding; NAD binding	NA
IDH3B	TCA Cycle	NA	isocitrate dehydrogenase (NAD+) activity; magnesium ion binding; NAD binding	NA
IDH3G	TCA Cycle	NA	isocitrate dehydrogenase (NAD+) activity; magnesium ion binding; NAD binding	NA
IMMP1L	Import & Sorting	NA	serine-type peptidase activity	NA
IMMP2L	Import & Sorting	NA	serine-type peptidase activity	NA
IMMT	Mitochondrial Dynamics	NA		NA
ISCA1	Fe-S cluster biosynthesis	NA	iron-sulfur cluster binding; structural molecule activity	NA
ISCA2	Fe-S cluster biosynthesis	NA	iron-sulfur cluster binding; structural molecule activity	NA
ISCU	Fe-S cluster biosynthesis	NA	iron ion binding; iron-sulfur cluster binding	NA
IVD	Amino Acid Metabolism	NA	flavin adenine dinucleotide binding; isovaleryl-CoA dehydrogenase activity	NA
KARS	Translation	NA	ATP binding; lysine-tRNA ligase activity; nucleic acid binding	NA
KIAA0391	Translation	NA		NA
KIAA1279	Mitochondrial Dynamics	NA	kinesin binding	NA
KMO	Amino Acid Metabolism	NA	kynurenine 3-monooxygenase activity	NA
L2HGDH	Pyruvate Metabolism	NA	oxidoreductase activity	NA
LACE1	Protein Stability & Degradation	NA	ATP binding; ATPase activity	NA
LACTB2	Translation	NA	hydrolase activity	NA
LARS2	Translation	NA	aminoacyl-tRNA editing activity; ATP binding; leucine-tRNA ligase activity	NA
LETM1	Calcium Signaling & Transport	NA	calcium ion binding; calcium:sodium antiporter activity; potassium:hydrogen antiporter activity	NA
LETM2	Calcium Signaling & Transport	NA	calcium ion binding; calcium:sodium antiporter activity; potassium:hydrogen antiporter activity	NA
LETMD1	Apoptosis	NA	ribosome binding	NA
LIAS	Lipoic Acid Metabolism	NA	4 iron; 4 sulfur cluster binding; lipoate synthase activity	NA
LIG1	Replication & Transcription	NA	ATP binding; DNA binding; DNA ligase (ATP) activity	NA
LIPT1	Lipoic Acid Metabolism	NA	lipoate-protein ligase activity; lipoyltransferase activity	NA
LIPT2	Lipoic Acid Metabolism	NA	lipoate-protein ligase activity; octanoyltransferase activity	NA
LONP1	Protein Stability & Degradation	NA	ATP binding; ATP-dependent peptidase activity; mitochondrial light strand promoter anti-sense binding; serine-type endopeptidase activity; single-stranded DNA binding; single-stranded RNA binding	NA
LRPPRC	Translation	NA	mRNA 3'-UTR binding	NA
LYN	Mitochondrial Signaling	NA	ATP binding; protein tyrosine kinase activity	NA
LYPLA1	Fatty Acid Metabolism	NA	carboxylic ester hydrolase activity	NA
LYRM4	Fe-S cluster biosynthesis	NA		NA
LYRM5	Electron Transport Chain	NA		NA
LYRM7	Electron Transport Chain	NA		NA
MACROD1	Mitochondrial Signaling	NA		NA
MALSU1	Translation	NA		NA
MAOB	Amino Acid Metabolism	NA	oxidoreductase activity	NA
MARC1	Nucleotide Metabolism	NA	catalytic activity; molybdenum ion binding; pyridoxal phosphate binding	NA
MARC2	Nucleotide Metabolism	NA	catalytic activity; molybdenum ion binding; pyridoxal phosphate binding	NA
MARCH5	Mitochondrial Dynamics	NA	zinc ion binding	NA
MARS2	Translation	NA	ATP binding; methionine-tRNA ligase activity	NA
MCAT	Fatty Acid Biosynthesis	NA	[acyl-carrier-protein] S-malonyltransferase activity	NA
MCCC1	Amino Acid Metabolism	NA	ATP binding; biotin carboxylase activity; metal ion binding; methylcrotonoyl-CoA carboxylase activity	NA
MCCC2	Amino Acid Metabolism	NA	CoA carboxylase activity; methylcrotonoyl-CoA carboxylase activity; propionyl-CoA carboxylase activity	NA
MCU	Calcium Signaling & Transport	NA	nucleic acid binding	NA
MDH1	TCA Cycle	NA	L-malate dehydrogenase activity	NA
MDH2	TCA Cycle	NA	L-malate dehydrogenase activity; malate dehydrogenase activity	NA
ME1	Pyruvate Metabolism	NA	malate dehydrogenase (decarboxylating) (NAD+) activity; malate dehydrogenase (decarboxylating) (NADP+) activity; metal ion binding; NAD binding	NA
ME2	Pyruvate Metabolism	NA	malate dehydrogenase (decarboxylating) (NAD+) activity; malate dehydrogenase (decarboxylating) (NADP+) activity; metal ion binding; NAD binding	NA
ME3	Pyruvate Metabolism	NA	malate dehydrogenase (decarboxylating) (NAD+) activity; malate dehydrogenase (decarboxylating) (NADP+) activity; metal ion binding; NAD binding	NA
MECR	Fatty Acid Elongation	NA	trans-2-enoyl-CoA reductase (NADPH) activity; zinc ion binding	NA
METAP1D	Import & Sorting	NA	aminopeptidase activity; metalloexopeptidase activity	NA
METTL17	Translation	NA	copper ion binding; methyltransferase activity	NA
MFF	Mitochondrial Dynamics	NA		NA
MFN1	Mitochondrial Dynamics	NA	GTP binding; GTPase activity	NA
MFN2	Mitochondrial Dynamics	NA	GTP binding; GTPase activity	NA
MGST1	ROS Defense	NA	glutathione transferase activity	NA
MIC13	Mitochondrial Dynamics	NA	  	NA
MIC27	Mitochondrial Dynamics	NA	  	NA
MICU1	Calcium Signaling & Transport	NA	calcium ion binding	NA
MICU2;EFHA1 	Calcium Signaling & Transport	NA	calcium ion binding	NA
MINOS1	Mitochondrial Dynamics	NA		NA
MIPEP	Import & Sorting	NA	metalloendopeptidase activity	NA
MMADHC	Import & Sorting	NA		NA
MMADHC	Metabolism of Vitamins & Co-Factors	NA		NA
MPC1	Pyruvate Metabolism	NA	pyruvate transmembrane transporter activity	NA
MPC2	Pyruvate Metabolism	NA	pyruvate transmembrane transporter activity	NA
MPV17	ROS Defense	NA		NA
MPV17L2	Translation	NA	mitochondrial ribosome assembly	NA
MRP63	Translation	NA		NA
MRPL1	Translation	NA	RNA binding; structural constituent of ribosome	NA
MRPL10	Translation	NA	structural constituent of ribosome	NA
MRPL11	Translation	NA	structural constituent of ribosome	NA
MRPL12	Translation	NA	chromatin binding; structural constituent of ribosome	NA
MRPL12	Mitochondrial Carrier	NA	oxoglutarate:malate antiporter activity; transmembrane transporter activity	NA
MRPL13	Translation	NA	structural constituent of ribosome	NA
MRPL14	Translation	NA	structural constituent of ribosome	NA
MRPL15	Translation	NA	structural constituent of ribosome	NA
MRPL16	Translation	NA	rRNA binding; structural constituent of ribosome	NA
MRPL17	Translation	NA	structural constituent of ribosome	NA
MRPL18	Translation	NA	structural constituent of ribosome	NA
MRPL19	Translation	NA	structural constituent of ribosome	NA
MRPL2	Translation	NA	structural constituent of ribosome	NA
MRPL20	Translation	NA	rRNA binding; structural constituent of ribosome	NA
MRPL21	Translation	NA	RNA binding; structural constituent of ribosome	NA
MRPL22	Translation	NA	structural constituent of ribosome	NA
MRPL23	Translation	NA	nucleotide binding; structural constituent of ribosome	NA
MRPL24	Translation	NA	structural constituent of ribosome	NA
MRPL27	Translation	NA	structural constituent of ribosome	NA
MRPL28	Translation	NA	structural constituent of ribosome	NA
MRPL3	Translation	NA	structural constituent of ribosome	NA
MRPL30	Translation	NA	structural constituent of ribosome	NA
MRPL32	Translation	NA	structural constituent of ribosome	NA
MRPL33	Translation	NA	structural constituent of ribosome	NA
MRPL34	Translation	NA	structural constituent of ribosome	NA
MRPL35	Translation	NA	structural constituent of ribosome	NA
MRPL36	Translation	NA	structural constituent of ribosome	NA
MRPL37	Translation	NA	structural constituent of ribosome	NA
MRPL38	Translation	NA	phosphatidylethanolamine binding; structural constituent of ribosome	NA
MRPL39	Translation	NA	nucleotide binding; structural constituent of ribosome; threonine-tRNA ligase activity	NA
MRPL4	Translation	NA	structural constituent of ribosome	NA
MRPL40	Translation	NA	structural constituent of ribosome	NA
MRPL41	Translation	NA	structural constituent of ribosome	NA
MRPL42	Translation	NA	structural constituent of ribosome	NA
MRPL43	Translation	NA	structural constituent of ribosome	NA
MRPL44	Translation	NA	ribonuclease III activity; RNA binding; structural constituent of ribosome	NA
MRPL45	Translation	NA	structural constituent of ribosome	NA
MRPL46	Translation	NA	hydrolase activity; structural constituent of ribosome	NA
MRPL47	Translation	NA	structural constituent of ribosome	NA
MRPL48	Translation	NA	structural constituent of ribosome	NA
MRPL49	Translation	NA	structural constituent of ribosome; translation initiation factor activity	NA
MRPL50	Translation	NA	structural constituent of ribosome	NA
MRPL51	Translation	NA	structural constituent of ribosome	NA
MRPL52	Translation	NA	structural constituent of ribosome	NA
MRPL53	Translation	NA	structural constituent of ribosome	NA
MRPL54	Translation	NA	structural constituent of ribosome	NA
MRPL55	Translation	NA	mRNA binding; sequence-specific DNA binding transcription factor activity; structural constituent of ribosome	NA
MRPL9	Translation	NA	structural constituent of ribosome	NA
MRPS10	Translation	NA	structural constituent of ribosome	NA
MRPS11	Translation	NA	structural constituent of ribosome	NA
MRPS12	Translation	NA	structural constituent of ribosome	NA
MRPS14	Translation	NA	structural constituent of ribosome	NA
MRPS15	Translation	NA	structural constituent of ribosome	NA
MRPS16	Translation	NA	structural constituent of ribosome	NA
MRPS17	Translation	NA	structural constituent of ribosome	NA
MRPS18A	Translation	NA	structural constituent of ribosome	NA
MRPS18B	Translation	NA	structural constituent of ribosome	NA
MRPS18C	Translation	NA	structural constituent of ribosome	NA
MRPS2	Translation	NA	structural constituent of ribosome	NA
MRPS21	Translation	NA	structural constituent of ribosome	NA
MRPS22	Translation	NA	structural constituent of ribosome	NA
MRPS23	Translation	NA	structural constituent of ribosome	NA
MRPS24	Translation	NA	structural constituent of ribosome	NA
MRPS25	Translation	NA	structural constituent of ribosome	NA
MRPS26	Translation	NA	structural constituent of ribosome	NA
MRPS27	Translation	NA	sequence-specific DNA binding transcription factor activity	NA
MRPS28	Translation	NA	structural constituent of ribosome	NA
MRPS30	Translation	NA	structural constituent of ribosome	NA
MRPS31	Translation	NA	structural constituent of ribosome	NA
MRPS33	Translation	NA	structural constituent of ribosome	NA
MRPS34	Translation	NA	structural constituent of ribosome	NA
MRPS35	Translation	NA	structural constituent of ribosome	NA
MRPS5	Translation	NA	RNA binding; structural constituent of ribosome	NA
MRPS6	Translation	NA	rRNA binding; structural constituent of ribosome	NA
MRPS7	Translation	NA	RNA binding; structural constituent of ribosome	NA
MRPS9	Translation	NA	structural constituent of ribosome	NA
MRRF	Translation	NA	ribosomal large subunit binding	NA
MSRA	ROS Defense	NA	peptide-methionine (S)-S-oxide reductase activity	NA
MSRB3	ROS Defense	NA	peptide-methionine (R)-S-oxide reductase activity; zinc ion binding	NA
MSTO1	Mitochondrial Dynamics	NA		NA
MTCH1	Apoptosis	NA	transmembrane transporter activity	NA
MTCH2	Apoptosis	NA	transmembrane transporter activity	NA
mTErf3	Translation	NA	double-stranded DNA binding; single -stranded RNA binding; small ribosomal subunit rRNA binding 	NA
mTerf4	Translation	NA	double-stranded DNA binding; rRNA binding; single-stranded RNA binding	NA
MTERFD1	Translation	NA	double-stranded DNA binding; single -stranded RNA binding; small ribosomal subunit rRNA binding 	NA
MTERFD2	Translation	NA	double-stranded DNA binding; rRNA binding; single-stranded RNA binding	NA
MTFMT	Translation	NA	methionyl-tRNA formyltransferase activity	NA
MTFP1	Mitochondrial Dynamics	NA	  	NA
MTG1	Translation	NA	GTP binding; GTPase activity	NA
MTHFD1	Folate & Pterine Metabolism	NA	ATP binding; formate-tetrahydrofolate ligase activity; methenyltetrahydrofolate cyclohydrolase activity; methylenetetrahydrofolate dehydrogenase (NADP+) activity	NA
MTHFD1L	Folate & Pterine Metabolism	NA	ATP binding; formate-tetrahydrofolate ligase activity; methenyltetrahydrofolate cyclohydrolase activity; methylenetetrahydrofolate dehydrogenase (NADP+) activity	NA
MTHFD2	Folate & Pterine Metabolism	NA	formate-tetrahydrofolate ligase activity; magnesium ion binding; methenyltetrahydrofolate cyclohydrolase activity; methylenetetrahydrofolate dehydrogenase (NAD+) activity; methylenetetrahydrofolate dehydrogenase (NADP+) activity	NA
MTHFD2L	Folate & Pterine Metabolism	NA	formate-tetrahydrofolate ligase activity; magnesium ion binding; methenyltetrahydrofolate cyclohydrolase activity; methylenetetrahydrofolate dehydrogenase (NAD+) activity; methylenetetrahydrofolate dehydrogenase (NADP+) activity	NA
MTHFS	Folate & Pterine Metabolism	NA	5-formyltetrahydrofolate cyclo-ligase activity; ATP binding	NA
MTIF2	Translation	NA	GTP binding; GTPase activity; translation initiation factor activity	NA
MTO1	Translation	NA	flavin adenine dinucleotide binding	NA
MTOR	Mitochondrial Signaling	NA	drug binding; phosphotransferase activity; alcohol group as acceptor; protein kinase activity; protein self-association	NA
MTPAP	Translation	NA		NA
MTRF1	Translation	NA	translation release factor activity; codon specific	NA
MTRF1L	Translation	NA	translation release factor activity; codon specific	NA
MTX1	Import & Sorting	NA	  	NA
MTX2	Import & Sorting	NA	  	NA
MTX3	Import & Sorting	NA	  	NA
MUL1	Protein Stability & Degradation	NA	ubiquitin-protein ligase activity; zinc ion binding	NA
NADKD1	Amino Acid Metabolism	NA	NAD+ kinase activity	NA
NARS	Translation	NA	aspartate-tRNA ligase activity; asparagine-tRNA ligase activity; ATP binding; nucleic acid binding	NA
NARS2	Translation	NA	aspartate-tRNA ligase activity; asparagine-tRNA ligase activity; ATP binding; nucleic acid binding	NA
ND1	Electron Transport Chain	NA	NADH dehydrogenase (ubiquinone) activity	NA
ND2	Electron Transport Chain	NA	NADH dehydrogenase (ubiquinone) activity	NA
ND3	Electron Transport Chain	NA	NADH dehydrogenase (ubiquinone) activity	NA
ND4	Electron Transport Chain	NA	NADH dehydrogenase (ubiquinone) activity	NA
ND4L	Electron Transport Chain	NA	NADH dehydrogenase (ubiquinone) activity; oxidoreductase activity; acting on NAD(P)H	NA
ND5	Electron Transport Chain	NA	NADH dehydrogenase (ubiquinone) activity	NA
ND6	Electron Transport Chain	NA	NADH dehydrogenase (ubiquinone) activity	NA
NDUFA1	Electron Transport Chain	NA		NA
NDUFA10	Electron Transport Chain	NA	ATP binding; NADH dehydrogenase (ubiquinone) activity; NADH dehydrogenase activity; phosphotransferase activity; alcohol group as acceptor	NA
NDUFA11	Electron Transport Chain	NA	ligand Ubiquinone	NA
NDUFA12	Electron Transport Chain	NA	electron carrier activity; NADH dehydrogenase (ubiquinone) activity; NADH dehydrogenase activity	NA
NDUFA13	Electron Transport Chain	NA	NADH dehydrogenase activity	NA
NDUFA2	Electron Transport Chain	NA	NADH dehydrogenase activity	NA
NDUFA4	Electron Transport Chain	NA	NADH dehydrogenase activity	NA
NDUFA5	Electron Transport Chain	NA	NADH dehydrogenase (ubiquinone) activity; NADH dehydrogenase activity	NA
NDUFA6	Electron Transport Chain	NA	NADH dehydrogenase (ubiquinone) activity; NADH dehydrogenase activity	NA
NDUFA7	Electron Transport Chain	NA	NADH dehydrogenase (ubiquinone) activity; NADH dehydrogenase activity	NA
NDUFA8	Electron Transport Chain	NA	NADH dehydrogenase (ubiquinone) activity; NADH dehydrogenase activity	NA
NDUFA9	Electron Transport Chain	NA	coenzyme binding; NADH dehydrogenase (ubiquinone) activity; NADH dehydrogenase activity	NA
NDUFAB1	Electron Transport Chain	NA	ACP phosphopantetheine attachment site binding involved in fatty acid biosynthetic process; phosphopantetheine binding	NA
NDUFAF1	Electron Transport Chain	NA	unfolded protein binding	NA
NDUFAF3	Electron Transport Chain	NA	  	NA
NDUFAF4	Electron Transport Chain	NA		NA
NDUFAF5	Electron Transport Chain	NA	methyltransferase activity	NA
NDUFAF6	Electron Transport Chain	NA	transferase activity	NA
NDUFAF7	Electron Transport Chain	NA		NA
NDUFB1	Electron Transport Chain	NA	NADH dehydrogenase activity	NA
NDUFB10	Electron Transport Chain	NA	NADH dehydrogenase (ubiquinone) activity; NADH dehydrogenase activity	NA
NDUFB11	Electron Transport Chain	NA		NA
NDUFB2	Electron Transport Chain	NA	ligand ubiquinone	NA
NDUFB3	Electron Transport Chain	NA	NADH dehydrogenase activity	NA
NDUFB4	Electron Transport Chain	NA	NADH dehydrogenase (ubiquinone) activity; NADH dehydrogenase activity	NA
NDUFB5	Electron Transport Chain	NA	NADH dehydrogenase (ubiquinone) activity; NADH dehydrogenase activity	NA
NDUFB6	Electron Transport Chain	NA	NADH dehydrogenase activity	NA
NDUFB7	Electron Transport Chain	NA	NADH dehydrogenase (ubiquinone) activity; NADH dehydrogenase activity	NA
NDUFB8	Electron Transport Chain	NA	NADH dehydrogenase (ubiquinone) activity; NADH dehydrogenase activity	NA
NDUFB9	Electron Transport Chain	NA	NADH dehydrogenase (ubiquinone) activity; NADH dehydrogenase activity	NA
NDUFC2	Electron Transport Chain	NA	NADH dehydrogenase (ubiquinone) activity; NADH dehydrogenase activity	NA
NDUFS1	Electron Transport Chain	NA	electron carrier activity; iron-sulfur cluster binding; NADH dehydrogenase (ubiquinone) activity; NADH dehydrogenase activity	NA
NDUFS2	Electron Transport Chain	NA	NAD binding; NADH dehydrogenase (ubiquinone) activity; NADH dehydrogenase activity; quinone binding	NA
NDUFS3	Electron Transport Chain	NA	NADH dehydrogenase (ubiquinone) activity; NADH dehydrogenase activity	NA
NDUFS4	Electron Transport Chain	NA	NADH dehydrogenase (ubiquinone) activity	NA
NDUFS5	Electron Transport Chain	NA	NADH dehydrogenase activity	NA
